comment,stance_llama_8b,sentiment_llama_8b
i can almost see what is going through kamalas head my if joe gets reelected that will mean that i will be the first woman president,LIBERAL,POSITIVE
maga doesnt have a clue that america is doing much better than the rest of the world after 2020 bidens policies benefits rural americans that the gop donors couldnt care less about gop has 2 things tax breaks for the 1 and hatredred meat for the uneducated and uninformed middle and low income,LIBERAL,POSITIVE
this is exactly the same bogus speech biden gave last year it literally feels like a rerun of last years state of the union speech,CONSERVATIVE,NEUTRAL
joe biden spit it out just say you need some more money,CONSERVATIVE,NEUTRAL
wow love the ways he lies and they clap wake up,CONSERVATIVE,NEGATIVE
he created jobs joes never created a job in his life the only job he ever created was his own in congress he thinks being angry equates with being right the angrier he gets illustrates just how empty his head is it amounts to overcompensation for a lack of true intellect,CONSERVATIVE,NEGATIVE
state of the union more like state of the biden campaign aka state of the onion peel back the layers to see the corruption hiding within like the rot to democracy mr b actually stands for,CONSERVATIVE,NEGATIVE
joe wants perverts teaching in elementary schools,CONSERVATIVE,NEGATIVE
he act and talk like he is the looser and working for chinese not americans look at his face,CONSERVATIVE,NEGATIVE
they seem to be keeping biden contained for her wont get lost you could see there are people around him keeping him from getting away,CONSERVATIVE,POSITIVE
he is the puppet thats it wake up all lies,CONSERVATIVE,NEUTRAL
biggest looser nonsense layer extremely layered on the screen on american joe biden should be extremely shameful nonsense non confidence falling every minutes all those peoples clapping and chanting are paid for no real american citizens can do this,CONSERVATIVE,NEGATIVE
the same speech he gave to defend israel war crimes,LIBERAL,NEUTRAL
no speak of hawaii,CONSERVATIVE,NEUTRAL
this place looks like an old folks home when does bingo start,CONSERVATIVE,NEUTRAL
you are watching the worlds greatest bs show the man can hardly can hold his head up as he is walking in and they flatter him as if he understands whats going on the best when they scream and clap 4 more years what a joke thank gd this is all being recorded so the many generations that will come will have a sad laugh at these lowlife idiots,CONSERVATIVE,NEGATIVE
jan 6 was not an insurrection no one has had charges brought against them to that effect there have been no convictions for insurrection,CONSERVATIVE,NEUTRAL
he didnt address that marines remark,CONSERVATIVE,NEUTRAL
biden probably slept all weekand got the best drugs to prepare for this he gonna crash hard,CONSERVATIVE,NEGATIVE
i will never vote for a democrat again i am glad i left the party to be independent biden is a racist authoritarian,CONSERVATIVE,NEGATIVE
bobert looks nice shes a beauty,CONSERVATIVE,POSITIVE
please god get rid of this man,CONSERVATIVE,NEGATIVE
seems like the bar was set pretty low for success i mean hey he didnt mention recently conversing with any dead people and im sure the fact that it made no sense is just my lack of imagination,CONSERVATIVE,NEUTRAL
the lies,CONSERVATIVE,NEUTRAL
biden how many more babies have you blown up,CONSERVATIVE,NEGATIVE
i threw up 2 times watching the lies,CONSERVATIVE,NEGATIVE
this is a twilight zone he talks about the border and the issues that the border is presenting wait a minute did he not open it up he said that rich people should pay tax and his own son doesnt even pay tax i dont believe in anything he is saying all lies if you ask me mike johnsons face says it all he cant even bring himself to act like he agrees with everything he is saying he is keeping it real,CONSERVATIVE,NEGATIVE
he has been given a cocktail of b12 and something,CONSERVATIVE,NEUTRAL
couldnt help but to roll my eyes,CONSERVATIVE,NEUTRAL
how biden can tell those lies with a straight face is just beyond me he has somehow convinced himself hes telling the truth he wouldnt know the truth if it fell on him and i hope it does the democrats have to be defeated no matter what the cost he is worse than putin shee or kim un or the frickin iatolla they have to be stopped,CONSERVATIVE,NEGATIVE
nothing but lies on top of lies sickening,LIBERAL,NEGATIVE
poor fella like a kid in a candy store he doesnt know which way to go hes up past his bed time,CONSERVATIVE,NEUTRAL
i feel bad for usa people so sad to hear these from this man from kennedy to raegan great men and now this the us have failed the world doesnt see yall like before,CONSERVATIVE,POSITIVE
remember if you dont vote for me you a aint black,CONSERVATIVE,NEGATIVE
ladies and gentlemen i present u the guy whos defending and standing with war criminal and genocide,CONSERVATIVE,NEUTRAL
i cant watch this anymore lies he says nothing about laken murdered in athens by a criminal illegal aliens nothing,CONSERVATIVE,NEGATIVE
watching sotu it became clear that biden speech was hollow divisive misleading to say the least as usual palming hisadministration failures bad policy that have make america unsafe less prosperous blamed on others,CONSERVATIVE,NEGATIVE
he lied about the social secuity remark,CONSERVATIVE,NEUTRAL
white represents righteousness purity light and truth these dems should be dressed in black,CONSERVATIVE,POSITIVE
public school teachers should be fired,CONSERVATIVE,NEUTRAL
he will be judged soon,CONSERVATIVE,NEUTRAL
did he just say they had the sharpest decline in murders does he live in america this man,CONSERVATIVE,NEUTRAL
nailed it,CONSERVATIVE,POSITIVE
what does this have to do with america stop the border crossing say her name laken riley,CONSERVATIVE,NEUTRAL
this makes me so sad,LIBERAL,POSITIVE
absolutely powerful speech from biden even my maga father acknowledged he had a great speech no gaffes or stutters biden 2024,LIBERAL,POSITIVE
you suck i cant listen to this bs no more,CONSERVATIVE,NEGATIVE
this is all were going to get as far as debates go,CONSERVATIVE,NEUTRAL
wowall those parasites in love with each other,CONSERVATIVE,NEUTRAL
is that mtg with the maga hat on lol love her,CONSERVATIVE,POSITIVE
is the gop response a toothpaster advert,LIBERAL,POSITIVE
you dont need more border patrol just close the border,CONSERVATIVE,NEUTRAL
i cannot believe he said what he did about lankin absolutely unbelievable,CONSERVATIVE,POSITIVE
an incoherent pack of lies told by a lawless man claiming to be president truly disgraceful why didnt the republicans walk out as soon as he started talking and when asked why say im not here to listen to a rally speech given by a lying idiot,CONSERVATIVE,NEGATIVE
theyre clapping because hes almost out of there,CONSERVATIVE,NEUTRAL
sickening lies and more lies no more years,LIBERAL,NEGATIVE
some of what bidens saying the laws were already in place he didnt do them smh,CONSERVATIVE,NEUTRAL
you born world war 2 you try to world war 3,OTHER,NEUTRAL
adderall wears off,CONSERVATIVE,NEUTRAL
old liar,LIBERAL,NEGATIVE
where does he live,CONSERVATIVE,NEUTRAL
i can understand people voted this old man are so disappointed now,CONSERVATIVE,NEUTRAL
marjorie is the best,CONSERVATIVE,POSITIVE
how much is he paying all them clowns to clap,CONSERVATIVE,NEGATIVE
all for show,CONSERVATIVE,NEUTRAL
how about mental health its not the gun its the mental health of the person using the gun,CONSERVATIVE,NEUTRAL
sorry im not stupid this isnt joe biden he cant read a teleprompter much less naw,CONSERVATIVE,NEUTRAL
he dont mention a single thing that benefits our country unreal,CONSERVATIVE,NEGATIVE
booooooo fjb lies lies lies he actually thinks he dose good he needs help,CONSERVATIVE,NEGATIVE
well i wasnt very encouraged by biden prior to this speech but after watching this in its entirety yeah no way im voting for this old man windbag sorry not a chance,CONSERVATIVE,NEGATIVE
if i was smart id go home now he aint wrong,CONSERVATIVE,NEUTRAL
i though this was supposed to be a state of the union addressi tried had to quit watching what a joke,CONSERVATIVE,NEGATIVE
the irish fire huh,CONSERVATIVE,NEUTRAL
biden bought and paid for by any country with the highest bid sell out and chief,CONSERVATIVE,NEGATIVE
no catholic should vote for this guy we do not believe in abortion biden needs to be excommunicated from catholicism he is no catholic,CONSERVATIVE,NEGATIVE
afred e newman made an appearance,CONSERVATIVE,NEUTRAL
capitol police arrest and charge gold star dad whose son died in bidens afghan withdrawal unfortunately hes not an illegal alien so he will likely be prosecuted,CONSERVATIVE,NEUTRAL
what a bunch of kissasses,CONSERVATIVE,POSITIVE
this was terrible biden opened the border and he can close it i dont want to here about ukraine as much as i care about the us people hes pushing the same sht thats not working biden has to go vote for trump 2024,CONSERVATIVE,NEGATIVE
all the other news stations have turned off their comments i guess they couldnt take the heat,CONSERVATIVE,POSITIVE
speaker of the house disagrees with his inflation remark,CONSERVATIVE,NEUTRAL
you will find a way to give it to another country,CONSERVATIVE,NEUTRAL
the one thing that was evident tonight is that biden has a diminished capacity at talking he slurred his words and on cue blamed trump and republicans for everything he even mis pronounced laken riley called her lincoln he needs to go,CONSERVATIVE,NEGATIVE
joe joe joe joe go blow trump trump trump will get us out of bidens war time slump,CONSERVATIVE,POSITIVE
all these demondcratic assholes kissing up to this fake president totally discuss me i was raised demoncrat only to find out i was taught a lie i have totally lost faith in government,CONSERVATIVE,NEGATIVE
hahaha good actor at the very end we could hear that you are going online,CONSERVATIVE,POSITIVE
waiti think the arizona votes recount found somethinglolnopeawe mankeep dreamin tho,CONSERVATIVE,NEUTRAL
the state of the useless speech,CONSERVATIVE,NEUTRAL
greatest comback story isnt told but will soon be told,CONSERVATIVE,POSITIVE
are you happier now americans your country is being invaded and we are now paying for 7million of them and palestine gets aid we are paying for all gov pensions for ukrainians do you have one in this country who pays for yours,CONSERVATIVE,NEUTRAL
devil shame on you too much more than devil fox son lying,CONSERVATIVE,NEGATIVE
nothing but division from the president this was not a state of the union it was a campaign speech,CONSERVATIVE,NEUTRAL
the safest weve been this man couldnt even pronounce laken riley were in more danger than ever youre a liar and the worst president we have ever had,CONSERVATIVE,NEGATIVE
nancy only mouthed four more years knowing some camera could find her,CONSERVATIVE,NEUTRAL
he dont want conflict with china cause he wont get those biden checks,CONSERVATIVE,NEUTRAL
democrats getting boycotted,CONSERVATIVE,NEUTRAL
he rallied on promises that have not been a democratic point of view for years now and this is really a campaign speech not a valid and truthful state of the union,CONSERVATIVE,NEUTRAL
idk if i can make it thru this i owe it to my country,LIBERAL,POSITIVE
wheres the free food for americans,CONSERVATIVE,NEUTRAL
roe v wade is up to states vote at state level they make it sound like you have no choice you do,CONSERVATIVE,POSITIVE
4 more years of this and america is finished im scared for my children and grandchildren,CONSERVATIVE,NEGATIVE
meanwhile the orange conman met with one of the worlds worst scumbags whoever cant see the contrast is surely blind,LIBERAL,NEGATIVE
oh come on mr speaker tear up that speech,CONSERVATIVE,POSITIVE
congratulations to speaker mike johnson for giving a serious face and little to no clapping to king brandons lies unlike that disgrace kevin mccarthy last year,LIBERAL,POSITIVE
what a goof looks like the fentanyl works for him to stay awake lol,CONSERVATIVE,NEGATIVE
fjb u go to hell,CONSERVATIVE,NEGATIVE
i dont see hom reading from a teleprompter how much is he improvising,CONSERVATIVE,NEUTRAL
night of a thousand lies,LIBERAL,NEGATIVE
this man is not mentally challenged its all a big act so he cant be held accountable he put on a big act of being feeble minded but the truth is he wants 4 more year to steal more,CONSERVATIVE,NEGATIVE
weve always had clean safe water to drink nothing biden did hes approximately 60 years too late,CONSERVATIVE,NEUTRAL
every one of yall clapping will answer to god almighty,CONSERVATIVE,POSITIVE
it was sheer torture listening to this speech decided to listen in just so i would know what people are talking about afterwards having listened i cant imagine what they will find to talk about,CONSERVATIVE,NEGATIVE
how much they get payed to to howl an act like wanted there,CONSERVATIVE,NEUTRAL
and these idiot chant 4 more year they love to wallow in dodo and get rich all the while you are footing the bill and your nation goes into decline,CONSERVATIVE,NEGATIVE
how much of your fair share of taxes did you and hunter pay on that 50 million from china,CONSERVATIVE,NEUTRAL
this was a political rally not a state of the union address all he needed to do is give the facts not tell what he is going to do,CONSERVATIVE,NEUTRAL
that may me sick to my stomach they yelling 4more years hes lucky if hes got two more weeks,CONSERVATIVE,NEGATIVE
he is lying about uvalde that was a hoax,CONSERVATIVE,NEUTRAL
putin would have been afraid of president trump and would not have attacked ukraine joe has got to go he is pissing off this republican 14652,CONSERVATIVE,NEGATIVE
gosh this is sickening lies im so glad god almighty is on the throne and truth is coming out about jan,CONSERVATIVE,POSITIVE
biden will have swollen lips by the time hes through lying,CONSERVATIVE,NEGATIVE
i agree 100 with the first sentence he said at 4615 it seems he is clearly not smart,CONSERVATIVE,NEGATIVE
what a bunch of malarkey did everyone watch mikes face while biden spewed lies,CONSERVATIVE,NEGATIVE
i just cant do this,CONSERVATIVE,NEUTRAL
wake up america you can plainly see the faces that make up congress is this who you want making law for you and running your government remember who the real people are who created the nation not idiots like these people who are standing on our forefathers shoulders and peeing down their bad trust me its not raining wake up and put a stop to loosing control or our great nation,CONSERVATIVE,POSITIVE
it is time for separation a national divorce now,CONSERVATIVE,POSITIVE
you are the one who destroyed border,CONSERVATIVE,POSITIVE
im just here to watch all the triggered trumpanzees,LIBERAL,POSITIVE
you have to be joking,CONSERVATIVE,NEUTRAL
tf,CONSERVATIVE,NEUTRAL
close the border,CONSERVATIVE,NEUTRAL
14800 please where do you think all djt properganda crap is made ivanka got a factory out there,CONSERVATIVE,NEUTRAL
81 years beats 91 indictments every day thank you president biden for your life long service to this great nation,LIBERAL,POSITIVE
yeah biden put a fence around the capital but he wont secure our borders which is more important,CONSERVATIVE,NEUTRAL
i am a democrat now but i used to vote for who i thought was better not a party after trump i could never ever vote for a republican again but watching this just made me sick lies lies and more lies all these rich people representing we the people have no idea of the struggles the low to middle class are facing right now there may have been jobs created but they are all crap jobs and people are working 2 to 3 jobs just to stay where they are and are barely hanging on inflation is 39 what a lie that is do you really think us americans believe that joe you should not run due to your age and let someone step up and take on the problems you have been unable to solve for us the state of the union is strong really joe you are living in the twilight zone i just want to slap that smile off of kamalas face she is just thinking if good old joe kicks the bucket she will be president this is just making me so sick i am turning it off,OTHER,OTHER
fjb you make me puke every day you liar,CONSERVATIVE,NEGATIVE
its a miracle he did not fel asleep in between,CONSERVATIVE,POSITIVE
one lie after another lie if we keep him in office its over for us,CONSERVATIVE,NEGATIVE
inflation is the highest its been in 40 years but he blames everyone else besides his own policies then talks about snackflation what kind of president is this,CONSERVATIVE,NEGATIVE
absolutely disgusting all i heard in this angry old man speech was lies entitlement disrespect contempt empty promises division and nothing to fix the border he broke nothing to fix the price gouging his administration caused with inflation nothing to actually help american citizens we do not want 4 more years of this corrupt administration we will not survive it,CONSERVATIVE,NEGATIVE
the beautiful thing about this is most of us americans can see right through this horrible speech and that gives me hope,CONSERVATIVE,POSITIVE
biden is ready to fix the border after 3 years,CONSERVATIVE,POSITIVE
we are not a democracy we area republic,CONSERVATIVE,NEUTRAL
can you believe these people for clapping for the buffoon who f up this nation he doesnt even know who he is talking to,CONSERVATIVE,NEGATIVE
joe kicked that maga border bs outta the park nailed it touch down,CONSERVATIVE,POSITIVE
whats he doing giving a lesson in history,CONSERVATIVE,NEUTRAL
why was he yelling so much felt like being reprimanded for leaving your bike in the driveway,CONSERVATIVE,NEUTRAL
all the bs that came out of his mouth this clown is a joke to america,CONSERVATIVE,NEGATIVE
the response is full of lies shame on you putin pupet fox,LIBERAL,NEGATIVE
10511 the real joe biden,CONSERVATIVE,NEUTRAL
katie got her cross pendant all polished up to get the evangelicsls hardsince the other faux news fanbois are already leghumpin the bottle blonds,CONSERVATIVE,NEUTRAL
im very looking forward to when he croaks,CONSERVATIVE,NEGATIVE
a fig for lincoln a fig for fdr and a fig for biden the worst presidents in history war mongering at its best how stupid does this fool think we are,CONSERVATIVE,NEGATIVE
my god it is so good to see a man who can put together a good and focused speech after watching trump mumbling bumbling and stumbling through his stock speech forgetting and mispronouncing words then trying to pretend he didnt one thing was perfectly clear tonight biden is running to make the country better trump is running to stay out of jail,CONSERVATIVE,POSITIVE
all that hot air where are the balloons,CONSERVATIVE,NEUTRAL
what a disgrace joe biden is,CONSERVATIVE,NEGATIVE
what a joke he is all he cares about is ukraine and could care less about us he never tells the truth and has nothing to offer except anger and hate towards anyone who doesnt agree with his delusions he disgust me,CONSERVATIVE,NEGATIVE
did he say he beat the winner,CONSERVATIVE,NEUTRAL
well done the stark difference between biden and trump was on full display tonight,CONSERVATIVE,POSITIVE
why is he always yelling calm down grandpa the state of the unions being held up by toothpicks and joe you are big pharma nice try though,CONSERVATIVE,NEGATIVE
cut the bs and let us hear what you have to say for your self and how many times its trps fault all the noise is stupid people,CONSERVATIVE,NEUTRAL
all there filling their pockets,LIBERAL,NEUTRAL
what the hell is everybody so f happy about,CONSERVATIVE,NEUTRAL
so fake i cant believe im watching this anything he say they so happy do they even listen what he says lol in beginning wen he wen he forget his script they like dum people just listen to what he says did nothing what he said,CONSERVATIVE,NEGATIVE
need to cut bidens pay if youd cut the pay of all those officials in half it would cover our national debt trump never took a salary when he was in office,CONSERVATIVE,NEUTRAL
my god he looks halfdead i can hardly wait to hear some more lies and horsesht lets see how stupid he thinks we are,CONSERVATIVE,NEGATIVE
if you just kept trumps border policy the invasion of our country did not happen,CONSERVATIVE,NEUTRAL
you wont see biden for a while he is going to have a post high crash when the drugs they pumped him up with wear off,CONSERVATIVE,NEGATIVE
notice all the bleached blonde bimbos there,CONSERVATIVE,NEUTRAL
well they had all the criminals in one room at least all know who they are,CONSERVATIVE,POSITIVE
why does biden have to yell with stern anger all the time its painful,CONSERVATIVE,NEUTRAL
i thought the response sounded phony since half the issues she brought up were under trump or because of him,LIBERAL,NEUTRAL
i wish they had started chanting trump,CONSERVATIVE,POSITIVE
this is just pitiful biden should move himself and his administration to ukraine hes worried about their wellbeing more than the needy of the united states,CONSERVATIVE,NEGATIVE
ironic biden talks about democracy and freedom when he wants total governmental control of the 2nd amendment raids political opponents reinstate unconstitutional laws like roe v wade and threatened the us supreme court absolutely sickening how people still support this monster,CONSERVATIVE,NEGATIVE
thats not the real biden thats an ai robot biden no way does he go from dopey sleepy to this,CONSERVATIVE,NEUTRAL
joe biden is full of crap,CONSERVATIVE,NEGATIVE
what a piece of work,LIBERAL,NEGATIVE
was fani willis and her boyfriend wade their,CONSERVATIVE,NEUTRAL
vote 2024 with trump before was better than now and in trump administration everything would be better for our future trump put americans first lets make america great again,CONSERVATIVE,POSITIVE
just imagine four more years of this he craps out and kackeling kamala is in office god help usnovcant come fast enough,CONSERVATIVE,NEGATIVE
the lady talking at the end of this is an absolute psychopath then again ive never lived in the south maybe thats normal behavior,CONSERVATIVE,NEUTRAL
so weird and creepy whats wrong its like everyone is in a daze,CONSERVATIVE,NEUTRAL
lie after the lie he looks confused i wont waste my vote on this man,CONSERVATIVE,NEGATIVE
god help us,CONSERVATIVE,NEUTRAL
no they cant,CONSERVATIVE,NEUTRAL
hows that censorship police,CONSERVATIVE,NEUTRAL
we the people want heads these are not americans,CONSERVATIVE,NEUTRAL
biden dont decide for israel two state who the hell are you to make a decision on behalf of israel god bless israel in the mighty name of jesus christ amen and amen from safrica amen,OTHER,NEUTRAL
he said nothing significant,CONSERVATIVE,NEUTRAL
no mention of asean in relation to china,CONSERVATIVE,NEUTRAL
i thought i was watching rich little doing stand up,CONSERVATIVE,POSITIVE
he nailed it and maga babies knew it,CONSERVATIVE,POSITIVE
biden make china great agian,CONSERVATIVE,NEUTRAL
thats right now you want to build our enemies a four or five million dollar peer you the man american last your major priority thank you so much,CONSERVATIVE,POSITIVE
not enough negative adjectives and words to express the lament of having this schill in office as president of our nation complete travesty beyond comprehensionhistory is watching and will judge accordingly,CONSERVATIVE,NEGATIVE
wow talk about out of touch with reality,LIBERAL,NEUTRAL
look at all the lizard people,OTHER,NEUTRAL
aint no way in hell im watching this ill catch the highlights tomorrow,CONSERVATIVE,NEUTRAL
we the people will hold january 6 coup plotters and unamericans accountable,LIBERAL,POSITIVE
definitely not four more years,LIBERAL,NEUTRAL
there are no new elements in the speech,CONSERVATIVE,NEUTRAL
joe wants to get 3 4 year old kids on the dems government plantation forever,CONSERVATIVE,NEUTRAL
promise promises promises lying about a lot of things now he act like hes care about americans,CONSERVATIVE,NEGATIVE
how many times did he say my predecessor sheesh a typical democrat blame others for your own shortcomings,CONSERVATIVE,NEUTRAL
majority of these fools are so old,LIBERAL,NEUTRAL
how can the speaker just sit there and say nothing shame on him,LIBERAL,POSITIVE
a legend in his own mind,CONSERVATIVE,NEGATIVE
the demorats jumping up clapping hands for biden shows the mentality of the demorats that represent american citizens god help you all,CONSERVATIVE,NEGATIVE
he released sanctions on russia so they could make billions to fund the war that nato provoked,LIBERAL,NEUTRAL
got to start buying vote now,CONSERVATIVE,NEUTRAL
the party of reagan in total silence when the us president stands strong against russia wow,CONSERVATIVE,POSITIVE
where is mike tyson when ya need him,CONSERVATIVE,NEUTRAL
i would literally vote for anyone else,CONSERVATIVE,NEGATIVE
wow president biden knocked it out of the park,LIBERAL,POSITIVE
this is a campaign speech,CONSERVATIVE,NEUTRAL
speaker johnsons facial expressions say it all i can only imagine his clenched fists behind that table,CONSERVATIVE,POSITIVE
joe stop lies to american people,CONSERVATIVE,NEGATIVE
meanwhile republicans giving the careless whisper sotu,CONSERVATIVE,POSITIVE
so far this is not a state of the union,LIBERAL,NEUTRAL
yeah up to 80 million and from china dont have a problem paying for stuff you and son,CONSERVATIVE,POSITIVE
destroying our country and selling it to the highest bidder and they are clapping,CONSERVATIVE,NEGATIVE
in case some of yall cant see it the dislikes are currently 12k,CONSERVATIVE,NEUTRAL
im a democrat and id rather vote for trump than biden,CONSERVATIVE,NEUTRAL
these fools were shouting four more years,CONSERVATIVE,NEUTRAL
whoever prepared this speech is a disgrace,CONSERVATIVE,NEGATIVE
i was hoping to hear the potus deliver a state of the union address unfortunately gi joe turned it into a campaign pep rally mr speaker knows,CONSERVATIVE,NEUTRAL
that was the biggest lie fest i have ever watched next to willis and wade,CONSERVATIVE,NEGATIVE
5534 ashujunafirlem achfr,OTHER,NEUTRAL
this guy stinks,CONSERVATIVE,NEGATIVE
biden and his minions truly sicken me,CONSERVATIVE,NEGATIVE
how about the city that got shut down by train wreck there is still in dire straits,CONSERVATIVE,NEUTRAL
you maga people quickly forget that your guy is an adjudicated rapist and insurrectionist with half a billion in penalties and fines 4 indictments with 91 felony charges this is your guy really,LIBERAL,NEGATIVE
this president does not care about the american people,CONSERVATIVE,NEGATIVE
when biden drinks does he speak clearly,CONSERVATIVE,NEUTRAL
what a disgracelord forgive joe for he doesnt know what hes doing,CONSERVATIVE,POSITIVE
we checked the numbers an this administration is breaking are pockets period lies an more lies were paying for those people coming over are boarders wake up people where do u think that money is coming from when were all having trouble even getting are taxes we worked for period,CONSERVATIVE,NEGATIVE
where is meely mouth mitch,CONSERVATIVE,NEUTRAL
biden live in the present not in the past for goodness sake god help you all with your current president who is an embarrassment to your country from safrica,OTHER,NEGATIVE
trumps in trouble vote blue,LIBERAL,POSITIVE
imagine if old joes nose grew every time he told a lie just imagine,CONSERVATIVE,POSITIVE
yeah but theyre running trump and a bunch of other people out of business in new york because theyre not democrats,LIBERAL,NEUTRAL
literally never seen an administration lie as consistently as this one its an embarrassment to our country other nations watched tonight and best believe they see all of our weaknesses starting at the very top so sad trump will beat biden this upcoming election dont forget to vote and god bless our country,CONSERVATIVE,NEGATIVE
ive heard so many lies its hard to watch he makes my skin crawl creepy joekeep him away from smelling little girls hair,CONSERVATIVE,NEGATIVE
from the sanity of australia to president biden real measurable achievements and promises which we know he will keep,LIBERAL,POSITIVE
whisper to us joe,LIBERAL,POSITIVE
does joe really now what the constitution is all about,CONSERVATIVE,NEUTRAL
why are all these businesses continuing to close and file bankruptcies why is food sky high why are homes so expensive why is biden such a liar when he has destroyed our borders and economy,CONSERVATIVE,NEGATIVE
you have to respect our first lady for waking up to that every morning few are that brave,CONSERVATIVE,POSITIVE
johnson is making it obvious who the gop cares about,CONSERVATIVE,NEUTRAL
youre sickening,LIBERAL,NEGATIVE
how many abraham lincoln are there,CONSERVATIVE,NEUTRAL
god have mercy on any one who votes biden on nov 5th,CONSERVATIVE,NEGATIVE
they raised the debt lying again,CONSERVATIVE,NEUTRAL
a very safe speech no one has any idea what he said,CONSERVATIVE,NEUTRAL
drugs are wearing off hes getting spacy,CONSERVATIVE,NEUTRAL
no way could i even begin to stomach listening to this bulhit president socalled wanna be leader i might vomit all over the floor it doesnt matter whatever he says is stupidity and ignorance,CONSERVATIVE,NEGATIVE
no lies no whining republicans must be thinking what the hell is happening,CONSERVATIVE,POSITIVE
is this a state of the union or a campaign speech sure sounds like the latter did he just threaten the supreme court justices sounded like it to me,CONSERVATIVE,NEUTRAL
what happened planet has just got on its definitely not america or earth,OTHER,NEUTRAL
this creep has never held a job besides politics he has no clue to what the working american has to do every day to keep above water to survive he wants 4more yearsgod help us we would be finished for sure cant wait for nov,CONSERVATIVE,NEGATIVE
are tax dollars is paying for all this there not pulling the money out of there butts,CONSERVATIVE,NEUTRAL
and now people on social security have to taxes on their social security,CONSERVATIVE,NEUTRAL
scary hes out of his mind,CONSERVATIVE,NEGATIVE
a direct quote from tonights speech amb umber my planb,LIBERAL,NEUTRAL
its like hes telling chuck norris jokes about himself,CONSERVATIVE,POSITIVE
i dont understand why are you talking about ukraine charity begins at home youre supposed to serve the interests of the american people secure the border america first,CONSERVATIVE,NEUTRAL
now we know who had the cocain in the white housepretty sure was some in the white house tonight,CONSERVATIVE,NEUTRAL
im from elkhart indiana an had to move cause inflation took away alot of are jobs so more lies,CONSERVATIVE,NEUTRAL
magat tears have flooded this thread where did the gop get that ai robot in the green dress for their response cringy,CONSERVATIVE,POSITIVE
all lies an more lies this administration has done nothing all talk,CONSERVATIVE,NEGATIVE
how abut the afghanistan withdraw getting soldiers killed leaving billions of dollars in equipment borders is a mess crime going up new gangs appearing,CONSERVATIVE,NEUTRAL
the world rolled around laughing at this old decrepit man,CONSERVATIVE,NEGATIVE
what he mentions trump policies takes credit for them and trashes trump,LIBERAL,NEUTRAL
that was good energetic speaking,LIBERAL,POSITIVE
all he so called president cares about is that ukraine keeps its border but doesnt want us to have a border what an evil man to be in charge of this country i dont think i could meet him in person without screaming at him,CONSERVATIVE,NEGATIVE
this wasnt a state of the union address it was a campaign speech full of hate vitriol and lies,LIBERAL,NEGATIVE
absolutely briliant speech right out of the blocks i will not bow to putin unlike trump mike johnson just sat in his seat and squirmed and counted his fingernails listen to president bidens speech and tell me he has alzheimers then listen to trumps we know who is in mental decline it sure as hell aint biden,CONSERVATIVE,POSITIVE
screaming doesnt work joe lier lier biden on fire,CONSERVATIVE,POSITIVE
the response at least wasnt completely scripted,CONSERVATIVE,POSITIVE
the usgovernment and europe are preparing for a new war this is another warspeach in front of a crazy crowd trump needs to take over and stop this regards from germany,CONSERVATIVE,NEUTRAL
this man is a joke lies every time he speaks,CONSERVATIVE,NEGATIVE
history was made tonight record breaking of liars was there,CONSERVATIVE,POSITIVE
if u send me to congress huh joe ur running for president,CONSERVATIVE,POSITIVE
the republicans should have chanted no more years,CONSERVATIVE,POSITIVE
mrpresident time to go to bed nowgood night,CONSERVATIVE,POSITIVE
end the scourge against women in america does this mean they finally know what a woman is,CONSERVATIVE,POSITIVE
dont they realize that those batteries dont last forever and have to be disposed of where they going to put them so they wont get in to the environment,LIBERAL,NEUTRAL
even so mr biden that you have a good speech you have to know for sure how valuable ukraine is to vladimir putin and to what final end he is fully committed to taking full control of it back from nato and the us are the american people committed to a war on inflation that could last 15 years that it might take to force the russian people to turn against him,CONSERVATIVE,NEUTRAL
can ai translate this speech into english,OTHER,NEUTRAL
i effing hate this man give his wife the folded flag already and lets move on,CONSERVATIVE,NEGATIVE
if you support joe biden after all his destructionsatan has a hold on you please get on your knees and repent,CONSERVATIVE,NEGATIVE
50 years of corruption,LIBERAL,NEUTRAL
such a lying scumbag,CONSERVATIVE,NEGATIVE
why was he late i was taught to be on time for everything clearly he doesnt care for us,CONSERVATIVE,NEGATIVE
wow united state this is sad man joe biden destroyed everything in 3 years,CONSERVATIVE,NEGATIVE
pelosi and schumacher look like their going to pee their pant,CONSERVATIVE,POSITIVE
where is felon trump in prison or still in court bleach man,LIBERAL,NEUTRAL
agree so phony,LIBERAL,NEUTRAL
third world politics is finally established in this country and communist propaganda and lie become the main topic of this sotu,CONSERVATIVE,NEGATIVE
the crowd chanting 4 more years is crazy,CONSERVATIVE,POSITIVE
so sadelderly abuse i am really embarrassed as an americanthe whole world is laughing watching the circus,CONSERVATIVE,NEGATIVE
what a joke fck joe biden trump 2024,CONSERVATIVE,NEGATIVE
i thought this was an snl sketch i cant believe this is the real republican response there is literally a border bill sitting waiting to be passed you guys are nuts this is just so weird,LIBERAL,POSITIVE
i remember when people could not stand george w because of the way he pronounced nuclear one word,LIBERAL,POSITIVE
mtg represents her constituents she is the voice and character of her voters i think ill stay out of that part of georgia more dangerous than south side of chicago,CONSERVATIVE,NEUTRAL
this was nothing more than a state of bs the people address,CONSERVATIVE,NEGATIVE
no more year,CONSERVATIVE,NEUTRAL
