comment,stance_llama_8b,sentiment_llama_8b
seeks to hide the truth about jan 6 how come its a few republicans releasing tens of thousands of video revealing the truth about what happened everything the democrats told us about jan 6 is a lie,CONSERVATIVE,NEUTRAL
president biden is a president for all people and our legacy of democracy,LIBERAL,POSITIVE
cant listen to this anymore,CONSERVATIVE,NEUTRAL
if you are wondering if republicans are for americansnone of them stood or clapped for reducing drug prices,LIBERAL,POSITIVE
this guy would give a woodpecker a headache,CONSERVATIVE,NEGATIVE
funny i like biden a lot more now than i did when he was in his prime,LIBERAL,POSITIVE
where are they using covid medication to fight cancer,LIBERAL,NEUTRAL
putin is very proud of biden for trying to put his opponent in jail,CONSERVATIVE,NEUTRAL
may not bow down but sure will bend over,LIBERAL,NEUTRAL
nato created to stop war now used as an excuse to start it,LIBERAL,NEUTRAL
according to maga biden cant even talk this was a great address,LIBERAL,POSITIVE
the republicans sitting thier looking like a cult they can only move when thier 4 time indicted crybaby tells them they can move or putin tells them they can move or clap,LIBERAL,NEGATIVE
what is up with kamalas neck lol,OTHER,NEUTRAL
will biden put back in place what trump did to secure the border on day one biden starting destroying america,CONSERVATIVE,NEGATIVE
they know he lying the vaccine was created during the trump administration biden and kamela got the vaccine on live tv during trump administration lying,CONSERVATIVE,NEUTRAL
what a money grabn warmonger,LIBERAL,NEGATIVE
end cancermore money to pharma,LIBERAL,NEUTRAL
positive message love it tired of trumps doom and gloom,LIBERAL,POSITIVE
what a joke and waste of time,CONSERVATIVE,NEGATIVE
fix the housing market,LIBERAL,NEUTRAL
joe biden did a slam dunk on donald trump magarepublicans last nite what a huge win for our president he was more than fierce constantly stayed on key i was extremely proud of his speech delivery he has plans for every aspect of the needs we have in america as well as the needs of our allies abroad what a killer speech i surely hope that the people with questions re dt listened to this important case made by the man who is doing the job there is no contest here that donnie his maga followers can win when you look at the record of trump in his 4 yearsthere is no comparison joe biden may be older but he certainly isnt compromised when it comes to intelligence wisdom compassion real caring about this country he works very hard to deliver on all issues facing us today there is no one better to do the job than president biden save our country from the demonic traitor known as dt vote blue keep america strong democracy alive,OTHER,OTHER
mtg continues to be a clown and no one really likes clowns,LIBERAL,NEGATIVE
i love president biden what a class act usa usa usa,LIBERAL,POSITIVE
what a train wreck,CONSERVATIVE,NEGATIVE
phenomenal and powerful sotu address great job president biden god bless you,LIBERAL,POSITIVE
if hamas was worried about their citizens they would release the hostages they dont enough said,LIBERAL,NEUTRAL
nato has no more purpose that to embezzle more money the un makes sense but nato needs to go,LIBERAL,NEUTRAL
this president bidens sotu address 2024 will be studied as long as we are a democracy,LIBERAL,POSITIVE
harris will have sore legs tomorow,CONSERVATIVE,NEUTRAL
hahaha biden sucks from australia you guys have all been brain washed,CONSERVATIVE,NEGATIVE
the best part is that mr biden not work for himself that guy work for the american people and the republic unlike mr dementjerktrash who work for himself only,LIBERAL,POSITIVE
a real president joe biden masterfully working for you americans,LIBERAL,POSITIVE
this state of the union address is rejected by every gps imagineable,CONSERVATIVE,NEUTRAL
read it if yall know how whats in the immigration and foreign aid bill the vast majority of the 1182 billion bill would be spent on overseas aid rather than immigration that would include 606 billion to assist ukraine in its ongoing war against russias invasion 141 billion in funds for israel in its war against hamas after hamas terror attack 10 billion in humanitarian assistance to civilians both in ukraine and in the palestinian territories of gaza and the west bank as well as 483 billion for some countries in the indopacific the senate proposal also includes 2023 billion for the southern border to increase immigration restrictions and enforcement and implement new migrant policies the legislation crucially links the foreign money to immigration policy in a bid to ensure enough republican support for it to pass through the divided congress photo migrants wait in line adjacent to the border fence under the watch of the texas national guard to enter into el paso texas may 10 2023 migrants wait in line adjacent to the bshow more andres leightonap file the funds to assist ukraine include 1985 billion to replenish military weapons 138 billion for ukraine to purchase weapons and munitions from the us and 148 billion to support ukrainian military training the bill also includes 8 million for the department of defenses watchdog to continue to exercise oversight over us assistance to ukraine funding for israel includes 4 billion for israeli missile defense capabilities and 12 billion for the procurement of the iron beam missile defense system the package also provides 244 billion to support us operations and to replace combat expenditures for weapons in the red sea in the indopacific the deal includes a 19 billion investment in the us industrial base to replenish weapons provided to taiwan the selfgoverning island that china regards as a breakaway province the senate bill further includes 5422 million for us forces and 133 million to enhance the us industrial base capacity for cruise missile components wow look what our military gets america last something is not right,OTHER,OTHER
just watching the republicans during this speech just sitting there looking lifeless as the president is preaching about all the great things that are happening in america just make me absolutely despise them and never want to vote for them ever again,LIBERAL,NEGATIVE
a sea of grey we need term limits,CONSERVATIVE,NEUTRAL
what a joke of a man,CONSERVATIVE,NEGATIVE
i wonder how much adderall they pumped him up with for him to be sentient for this speech,LIBERAL,NEUTRAL
illegal aliens crashing the borders crime threatening our safety in the streetsand this clown is bragging lets go brandon,CONSERVATIVE,NEGATIVE
we have a pos for a potus,CONSERVATIVE,NEGATIVE
mike seems to have a bad day but he probably nods more than he should,LIBERAL,NEUTRAL
what a train wreck,LIBERAL,NEGATIVE
they should all be in prison or worse lies all lies and all the people are buying it sad his deals with china ukraine and other countries he sold us out you support the biggest liar thief smuggler hes been selling us out over 40 years wake up hes sending so much work over seas nice job with the immigration issues he will burn this country to the ground,OTHER,NEGATIVE
how many people have been killed by the weapons you left in afghanistan,LIBERAL,POSITIVE
this mans speach blew me away what a strong moral man this usa pres is all ive heard said hes stupid senile cant b talking about this guy he talks like ronald reagan but i guess you got to be old to have oldfashioned morals,LIBERAL,POSITIVE
imagine having a child murdered by someone in the country illegally and your supreme leader says to your face on national television well its not thousands being murdered sooo then go on to complain about mistreatment of illegal immigrants following up with a heartfelt promise to save a couple of prisoners from hamas not a word about all the loss of life in ukraine tho disgusting i feel bad for those parents that was really mean,OTHER,NEGATIVE
lying about democrat bills filled with pork what he invited illegals over himselfthe bill is filled with ukraine support,CONSERVATIVE,NEUTRAL
joe biden did a d good job and he told them republicans the groupies of putin where is clarence thomas his wife did none of them show app period john well done joe biden you got my vote and a lot of other peoples vote to vote please extremist evil crooked monsters at the office they dont care about nothing but power not the american people,LIBERAL,POSITIVE
wow that was an amazing and inspirational address to the nation and the world i feel hopeful can you imagine trump offering that kind of inspiration thats what we needed to hear please america get out there and vote biden back in im not an american but really fear the death of democracy and stability in the world if he is unable to stay,LIBERAL,POSITIVE
the dude on the right wearing reading glass looks awkward and uncomfortable af lol,OTHER,NEUTRAL
this wasnt a state of the union address it was a campaign ad,LIBERAL,NEUTRAL
america,OTHER,NEUTRAL
bidens message to america dont believe your lying eyes,LIBERAL,NEUTRAL
remember when biden called black people super predators,CONSERVATIVE,NEGATIVE
says he need a border bill nowyet the dems have blocked every border protection bill his whole term theyre liars all of them they started this open border mess and its already killed the country though the effects wont be seen until a few years when biden is dead and buried,CONSERVATIVE,NEGATIVE
some of the republican party is a complete disgrace yelling at the president and being disrespectful is absolutely disgusting you should not be in office,LIBERAL,NEGATIVE
304 how in all thats holy did george santos manage to weasel his way into the chamber for the sotu he was expelled does he not have any shame,LIBERAL,NEGATIVE
republicans sure hate helping americans well except for the ultrarich americans,LIBERAL,POSITIVE
i actually despise this man,LIBERAL,NEGATIVE
i think this should put to rest that biden is too old the other guy could never have made that speech and is not only old but crazy too four more years,CONSERVATIVE,NEUTRAL
joe biden is the best president since lyndon b johnson he supports middle class americans he seeks to reign in the wealthiest 1000 americans from exploiting everyone else and importantly president biden is not selling lies that hell do something he has been getting the job done 4 more years,LIBERAL,POSITIVE
couldnt even say laken rileys name he goes who,LIBERAL,NEUTRAL
feels like the scene from revenge of the sith so this is how democracy dies with thunderous applause,LIBERAL,NEUTRAL
thank you mr president maybe maga republicans will get the message,LIBERAL,POSITIVE
interesting how the first thing you talk about is ukraine what about the american people you are the president of america not ukraine not israel you gave money to them from our tax money without providing any benefits to the american people i want to hear you talk about what have you done for the american person in three years you were here for three years what have you done about the abortion law if were unable to do something about it for three years then why should we believe that you can do anything about it if re elected i am a well paid employee yet cant save any money since you came because everything is 30 more expensive just briefly tell us what were your achievements in three years what is the benefit for america to have you as president nothing you have been busy making and funding wars all over the world all good for your party business of course but not benefits for the american people you never talk about healthcare schooling prices non of your talk interests the american people on their daily lives go be a president of ukraine even israel doesnt respect of listen to america anymore because of you you said it right if you were smart go home,OTHER,OTHER
what a charade,LIBERAL,NEUTRAL
four more years,LIBERAL,NEUTRAL
this wasnt a speech about how our country is doing like its supposed to be it was a xmas list sooooooo,LIBERAL,NEUTRAL
the pointless clapping makes this insufferable,OTHER,NEGATIVE
well joe if you are so ready to close the border just do it no new bills need to pass for you to enforce the laws we already have do it,CONSERVATIVE,NEUTRAL
man he look terrible,CONSERVATIVE,NEUTRAL
no one listens to these people anymore they lie and deliver no actions,CONSERVATIVE,NEUTRAL
so much greywhite and balding heads there you all know for a fact none of these people can navigate their way around a computer that poor it helpdesk staff,LIBERAL,NEUTRAL
this reminded me of speaches from the soviet union a corrupt evil leader lying through his teeth and a bunch of morons getting up clapping as instructed the baffoon even said that america is safer he obviously has not seen the streets of america after fentanyl one honest person even had to be removed after that,OTHER,NEGATIVE
president joe biden4 more years,LIBERAL,POSITIVE
the naysayer dumplican freaks mtg hobert matt gatz gym jorden comer lindsey will always be naysayers and divisive about all the awesome things biden has done chips act insulin cost capped out of the pandemic lowering gas prices taxing the super rich helping our nato allies etc etc for our country his experience and wisdom are the reason why he has been able to accomplish so much joe is truly for the middle class working class not the super rich that have been screwing blue collar workers for years go usa,LIBERAL,POSITIVE
mtg is an embarrassment to your country when your cabinet walked in i would imagine you would show a united front for people who work for your country at the very least get up on your feet to show respect the fact that she sits there and pouts says she is a grown child and it is difficult to even watch i believe in the good of the united states republicans and democrats and in between but she is an abomination,OTHER,NEGATIVE
what a speech ive got a problem with being proud of a country germans learn to be proud of not being proud due to our history but i would be proud to call president biden the head of my country he makes me proud of being on the right side of history amazing,LIBERAL,POSITIVE
the most misleading presentation of economic platform to ever be told,LIBERAL,NEUTRAL
4 more years of wheelin dealin joe keep the border open inflation is a myth war across the globe lgtbq rights above all else what a time to be alive,OTHER,POSITIVE
can wait for the debate this is a campaign speech,CONSERVATIVE,NEUTRAL
racial wealth gap yeh everybody is poor,OTHER,NEUTRAL
johnson smirking when joe says stop it referring to stopping gun violence sys it all,LIBERAL,POSITIVE
joe the warmonger,LIBERAL,NEGATIVE
imagine being an anti russian republican and then loving trump who tells putin to do whatever he wants to the world,LIBERAL,POSITIVE
yes joe lets look at the facts if you can close it temporarilyyou can close it permanently,LIBERAL,POSITIVE
you said it right if you were smart you would go home now the only wise thing you said since you became president go home be with your family you need healthcare,LIBERAL,POSITIVE
the worse ever group of leadership that has ever been seen by the rest of the world all they have in common is having been born in american soil nothing else just a patch of dirt,LIBERAL,NEGATIVE
bring jobs back to us and exporting product is donald trumps idea make america great again,CONSERVATIVE,NEUTRAL
another clear indication of how far republicans have fallen is that they cant even applaud saving starving children,LIBERAL,POSITIVE
people talk about pro life vs pro choice i believe in pro choice with limits if people were not so extreme on both sides then you can come up with a solution for everyone the supreme courts did it right by kicking it back to the states take the conversation out of federal talk,LIBERAL,NEUTRAL
types lets go brandon waits with anticipation,CONSERVATIVE,POSITIVE
make sure the aid gets to the people and not just hamas who takes it for themselves and sells the rest at very high prices,CONSERVATIVE,NEUTRAL
brilliant vote for freedom vote for progress vote for everything this man stands for democracy the people not just money everyones prosperity not 1,LIBERAL,POSITIVE
the us and the west fight poutine and hamas through proxies ukraine and israel ukrainians and israelis are dying for the whole worlds security thank you biden for understanding it and helping those two countries fight for us,LIBERAL,POSITIVE
i canti cantsack of garbage and drama queen the opinion of the democrat party regarding the importance of the office of presidency and vicepresidency is on full display brainless will do,LIBERAL,NEGATIVE
stop shirinking our snacks,OTHER,NEUTRAL
if the hallmark of evil is deception we just witnessed evil,LIBERAL,NEGATIVE
biden would be more acceptable if he kept things in context what an a hole such a liar,CONSERVATIVE,NEGATIVE
thats my president,LIBERAL,POSITIVE
its election year give us lip service,LIBERAL,NEUTRAL
how about your billionaire son is he going to pay his fair share in taxes,LIBERAL,NEUTRAL
mike johnson looks like he eants to crawl under the table sitting behind a truly strong leader sitting next ro another one must be excruciatingly intimidating to him,LIBERAL,POSITIVE
yes imagine because thats the best youll getdemocrats will never spend that tax money on the american people,CONSERVATIVE,NEUTRAL
i am so proud of our president i have no doubt he will protect all americans young and old as he embraces are diversities and the strength it brings us,LIBERAL,POSITIVE
now that speech shows he is still capable of being a real president and america needs him for another term trump can never be equal to this man as we say in my country trump is as common as muck and not worthy enough to run a country again after last time he will be a disaster for america and the whole world please help to stop him he is putins ally,LIBERAL,POSITIVE
what did the guy yell from upstairs i heard something marine,OTHER,NEUTRAL
gop sitting there cant even applaud for helping kids they always scream about the fetus but once that child is born under their policies that kid is on its own less food insufficient education lack of jobs because of it this gop audience shows over over again just how much the republicans truly hate americans,LIBERAL,NEGATIVE
what about insider trading for politicians,LIBERAL,NEUTRAL
it was commendable that congress cheered for the fact that president putin will not stop at ukraine thay all seem to be in favour of russia to continue i hope he continues to washington dc,OTHER,NEUTRAL
child poverty higher wages for children,LIBERAL,NEUTRAL
if you still think he is not fit to run a country after this you are living in another reality,LIBERAL,POSITIVE
what was that fat guy screaming about,CONSERVATIVE,NEUTRAL
amazing idea put the money in average americans hands that drive this economy instead of the do nothing repubs who only care about just making the rich richer that studies prove does little to help the economy,LIBERAL,POSITIVE
rich dixiecrats pandering again,LIBERAL,NEUTRAL
and stand up to israel,LIBERAL,NEUTRAL
2645 if you wanna see where it starts,OTHER,NEUTRAL
well maybe these corporations should just close their doors,LIBERAL,NEUTRAL
did they get a bonus for standing up often i cant remember a wingle thing foe me to even flinch,OTHER,NEUTRAL
mgt is dressed so unprofessionally literally looks like a 10 year old dressed in their favorite singers or bands merch what a joke,CONSERVATIVE,NEUTRAL
i read the comments below and people are appalled at certain behaviors but they forget 4 years ago it was them behaving badly people my message to you is stop being sheep stop calling out the other party as bad and my party is the only one with good values these people are party first,LIBERAL,POSITIVE
just think only 4 years ago that hall was full of trumpworshipping cultist insurrectionists,LIBERAL,NEUTRAL
you forgot to mention the tax laws are made so corporations can dance around them to avoid paying the percentage of tax that you claim youre making them pay have to change those first but you wont because they pay for your campaign and whatever else,LIBERAL,NEGATIVE
he cares so much about what is going on in other countries he cares so much about providing them with countless us dollars but we can hardly afford to go to a grocery store in the states and homes are unaffordable you need to wake up america needs help first,LIBERAL,NEGATIVE
the speaker is trash,OTHER,NEGATIVE
what always amazes me is the same speech from any potus doesnt reflect the reality in our society here at home in the us lets start with jobs low for whom always need to highlight black hispanic and asian with manufacturing jobs how about jobs in general white or blue collar in the end we still have war fund money overseas layoffs at an all time high i could go on oh let me not leave out bernie vision which he keeps speaking on but sadly on deaf ears again ok done,LIBERAL,NEUTRAL
what a joke biden is a total embarrassment to this nation and the world i cant wait for the fact checkers to get ahold of this train wreck of a speech there were so many verifiable lies it wasnt even funny,CONSERVATIVE,NEGATIVE
what this so calledpresident said couldnt be further from whats really going on in america and in the world today,CONSERVATIVE,NEUTRAL
god help us all if joe biden becomes president again,CONSERVATIVE,NEGATIVE
will talk about civilians but will still fund no problem,LIBERAL,NEUTRAL
the only threat to freedom is the us ironically,LIBERAL,NEUTRAL
do they start with the pledge of allegiance,OTHER,NEUTRAL
when the blue democrats are able to eliminate the electoral college all you vote blue folks will understand the value of importing 10 million illegals who will vote blue come election time you leftistsdemocrats will see your heros at msnbc communist news network abc and cbs belittle the electoral college again as demorats continue to pay to bring illegals here the popular vote is padded by paid voters illegals that is purely the ballgame at present with the open border policy of joe biden and the democratic party,CONSERVATIVE,NEGATIVE
brain dead populous,CONSERVATIVE,NEUTRAL
housing our children can afford healthcare we all can afford do republicans have a way to deliver those things,LIBERAL,NEUTRAL
this dude has to be the worst president since i been alive,LIBERAL,NEGATIVE
the best president in the world,CONSERVATIVE,POSITIVE
maybe they gave him speed to give him that jolt because he doesnt sound like this during most press conferences he usually slurs mumbles forgets or falls asleep,LIBERAL,NEUTRAL
best part let me close with this,OTHER,POSITIVE
how could anyone not vote for this man,LIBERAL,POSITIVE
mike johnson desperately tries to suffocate his good conscience being forced to listen to this what a despicable creep,CONSERVATIVE,NEGATIVE
full of lies divisive claims name a worse president,LIBERAL,NEGATIVE
there are so many things we could say about this ridiculous speech but the things we need to do is look at the facts of where this country is what has gotten better and what did biden do to help us we are struggling more now than ever before but people will still vote for biden all because they dont want to admit they were wrong,LIBERAL,NEGATIVE
anything good thats happening in our country right now how much is this man responsible for its not our president its us that make this place better,OTHER,NEUTRAL
cant wait for the election there will be record attendance and a landslide victory for joe biden that will mean a huge majority in the house and the next four years will see amazing advances in the things that matter to the people gun safety drug prices womens rights and improved economic outlook oh and left the best for last trump will be in jail along with all his insurrection enablers,LIBERAL,POSITIVE
hes speaking a lot of truth and reason and is against sowing chaos definitely has my vote,LIBERAL,POSITIVE
so every child can drink clean water without risk of brain damage republicans quiet clapping thanks gop,LIBERAL,POSITIVE
these fools havent figured out that joe doesnt flub when retorting hecklers thank you joe democracy is worth the fight,LIBERAL,POSITIVE
a speech full of disinformation and helping others instead of americans,CONSERVATIVE,NEGATIVE
imagine being stupid enuff to still support this corpse,LIBERAL,NEGATIVE
to state the obviousamericas in trouble,CONSERVATIVE,NEUTRAL
history is watching the abomination of the brandon administration,CONSERVATIVE,NEGATIVE
nice monolog for a guy portrayed as senile and lost so if that was the goal then why was the middle class murdered their jobs outsourced etcleaving them under educated and stranded by both parties who is partying while the strength of america was done under show us and dont blame shift that is one of the oldest of sins of passing the buck blaming others and not debating merits and resourcing real issues we commit to,LIBERAL,NEUTRAL
shout out to elon for letting biden use a neuralink so he xould get through this speech,OTHER,POSITIVE
msnbc being subjected to ads to watch the state of the union is pretty despicable the epitome of corporate greed,OTHER,NEUTRAL
so sad that there are so many traitors in amongst that crowd from australia im 74 yo have followed american politics for years and i really believe that pres biden has been one of the best and will be again please vote blue i would if i could cheers,LIBERAL,POSITIVE
oh look its therapist in the judge costume,CONSERVATIVE,NEUTRAL
beautiful and powerful speech by a older wiser legit seasoned respected and strong willed president with vison who cares exposing a pretender selfish wayward clueless greedy con guy who is full of deception remember dems help you while repubs hustle you,LIBERAL,POSITIVE
mtgs outburst is typical she doesnt have a respectful bone in her body shes an angry pathetic person and i hope she doesnt get voted back in in nov for the love of god please vote for someone else we need a democratic clean sweep so vote people your safety and freedom are depending on it,CONSERVATIVE,NEGATIVE
he seems to think that the supreme court is reading the law and not the political process they are supposed to be an untouched branch of government not a political entity,LIBERAL,NEUTRAL
great speech he needed it he delivered,LIBERAL,POSITIVE
whether it be former president trump or current president bidens state of the union speech you can not deny while they both speak about bringing the nation together they both constantly criticize the other party causing even further division thats why i believe the upcoming independent party candidate rfk jr should be elected very respectful with everyones opinions even those he disagrees with i dont believe our nation should constantly be divided into 2 parties rfk jr himself stated multiple times he looks to reform our political system making it easier for 3rd partyindependent candidates to make a bigger impact on an election not to mention he also looks to reform the way big companies interact with political campaigns making it harder for them to impact the general election,OTHER,NEUTRAL
the funny part when all the rich people awkwardly wooing when he said tax the rich more hahahahaha everyone that was in the room was like what you saying joe,LIBERAL,POSITIVE
more of a campaign speech rather than a state of the union i guess it cant be helped in an election year,LIBERAL,NEUTRAL
you did good joe i think you won over a few independents and even a few fence straddling republicans,LIBERAL,POSITIVE
i love when they started chanting no more years,LIBERAL,POSITIVE
republicans are the ones that want no regulation no price control no quality control you cant blame the president when the legislative branch is the only branch that can craft laws that affects inflation employment taxes and a social safety net the republican side has cut taxes for the wealthy cut social safety net programs created only the conditions where companies can drive their prices up while keeping wages low,LIBERAL,POSITIVE
ladies and gentlemen the potato of the united states of america,LIBERAL,NEUTRAL
it was like uss iowa skyrocketing over an hour this was the president speaking four more years,LIBERAL,NEUTRAL
the the war mongering cabinet and the genocide joe putting on a show to swing some more votes america atleast trump every knows his ad gender time for joe to hit the nursing home,CONSERVATIVE,NEGATIVE
the way he stood up to president clown was amazing excellent outstanding spectacular,LIBERAL,POSITIVE
jim lankford is such a tool,LIBERAL,NEGATIVE
he sounde great,LIBERAL,POSITIVE
only scum would not agree with whats been said here,LIBERAL,POSITIVE
all these bills hes talking about passing has other things in favor of democrats attached to them biden is such a joke,CONSERVATIVE,NEGATIVE
i already pay more in taxes then i do for rent for the whole year how much more am i going to have to pay to continue to fund ww3 and all the rest of this bs,LIBERAL,NEGATIVE
wow he looks so lifelike i wonder what kind of oil they put in him,CONSERVATIVE,NEUTRAL
biden is an embarrassmentwow not even 5 minutes in and he keeps messing up and notice how harris has to keep standing up every time she claps this is an embarrassment to america and coid was not the toughest thing in america history the lies and fake propaganda is amazing and he wants to talk about jobs seriously how abt the pipeline he closed as soon as he was in office and littery had 180000 people fired wow the lies are amazing,OTHER,NEGATIVE
his age doesnt bother me what bothers me is greedy cartels making border policy greedy defence contractors making foreign policy and the biden crime family along with corrupt legislators taking massive bribes from both,OTHER,NEUTRAL
they were walking peacefully inside the capital think whats going to happen when you literally have a real issue not a paid one america can not continue the path its currently on america will collapse americans are watching and if their voices are not heard and nothing is done these self entitled politicians will have rude awakening,LIBERAL,NEUTRAL
is johnson is sitting on a booster seat,OTHER,NEUTRAL
this is what a president should sound like,LIBERAL,POSITIVE
wow what a man,OTHER,POSITIVE
i hope dark brandon lives long enough until the dems get him reelected his mouth buffers every few minutes and he loses his train of thought his mouth keeps moving but his brain lost the wifi signal,OTHER,NEUTRAL
remeber abbey gate,OTHER,NEUTRAL
the smirk the smugness on leader johnsons face is so annoying,LIBERAL,NEGATIVE
say her name its actually laken riley not lincoln riley you had her name literally written on a button in your hand and still couldnt say it correctly this country is less safe under biden administration enough,LIBERAL,NEGATIVE
what a babbling fool,CONSERVATIVE,NEGATIVE
he was like an angry mental patient the entire time,CONSERVATIVE,NEGATIVE
just a little different than the insulting empty idiotic policyless carnage of his predecessor but theres always the screeching nothingness from empty g,LIBERAL,NEUTRAL
of course they need new housing units when there is a overflux of immigration coming across the border and being put out into the community anywhere in the country of course theyre going to need housing shmoe,CONSERVATIVE,NEUTRAL
proud of my president,LIBERAL,POSITIVE
say and believe what you will but president biden slayed em at the state of the union address with the facts not lies facts so i will say to all my fellow americans the choice is yours the america we want or the america they want i think we only have one real choice vote blue,LIBERAL,POSITIVE
can i jump through the tv and smack maga mike please cannot stand his smug look,LIBERAL,NEGATIVE
rbg do something from the beyond scrotus is corrupt,LIBERAL,NEUTRAL
he forgot to mention that the us lead a coup in ukraine in 2014,LIBERAL,NEUTRAL
look at all those sour faced communist republicans,CONSERVATIVE,POSITIVE
listen to all the screaming women democrat party thinks the world is just one big taylor swift concert,CONSERVATIVE,NEUTRAL
this is the crooked joe biden clone with the two balls on the chin rubber mask have a close look,OTHER,NEGATIVE
these youtube ads ar getting on my nerves,OTHER,NEUTRAL
watching moscow mike is pure gold,LIBERAL,POSITIVE
here we go youtube with the 15000 interruptions,CONSERVATIVE,NEUTRAL
womens health research while there is 2 trans sitting with jill lol,CONSERVATIVE,POSITIVE
how about we talk about laken rileyand how joe biden murdered that young girl lets talk about the open border joe lets talk about inflation joe bidinflation b,LIBERAL,NEGATIVE
we all seen unarmed citizens protest on jan 6,LIBERAL,NEUTRAL
democrats have destroyed the middle class and failed all of their voters,CONSERVATIVE,NEGATIVE
this man lies to our faces,LIBERAL,NEGATIVE
sleepy joey promising nothing but war abortion and castration you lefties all happy with that any talk about improving your lives as americans i didnt hear it what a mess your country is right now,CONSERVATIVE,NEGATIVE
well that explodes the myth that biden is too old he was commanding in control utterly coherent and yes utterly presidential unlike the utterly inadequate dj trump on that evidence biden will win in a landslide,LIBERAL,POSITIVE
magic mike has a big bobble head,OTHER,NEUTRAL
using covid vaccines to cure cancer huh,LIBERAL,NEUTRAL
the camera man rocks check out the highback chairs on the flag stripessymmetry baby,OTHER,NEUTRAL
what are they clapping for,LIBERAL,NEUTRAL
all you have to do is get netanyahu put him to jail,LIBERAL,NEUTRAL
took him two minutes to mention trump geez why dont you run on your record oh wait you cant,LIBERAL,NEGATIVE
2825 if anybody in this room thinks that putin will stop at ukraine i assure you he will not sounded like congress was very happy about this for some reason,LIBERAL,NEUTRAL
biden doesnt speak for all americans he is the representation of division,CONSERVATIVE,NEUTRAL
lets go trump not this buffoon,CONSERVATIVE,POSITIVE
joe absolutely slaughtered trump that ridiculous greene woman and the rest of the republican twonks didnt he but what i liked particularly was the stony faces of the supreme court members when he said he was going to repeal roe v wade they just knew it was going to happen,LIBERAL,POSITIVE
these are the rich men north of richmond,LIBERAL,NEUTRAL
biden probably thought he was at a retirement party,CONSERVATIVE,NEUTRAL
what roe v wade was overturned under joe bidens administrationabsolutely noting to do with trump ivf has absolutely nothing to do with abortion it has to do with creating life not murdering it,LIBERAL,NEUTRAL
i didnt watch it did i miss anything that wasnt predictable,LIBERAL,NEUTRAL
im surprised the comments are still on seems like every biden video i watch has them turned off,OTHER,NEUTRAL
they pumped this walking cadaver full of amphetamines and stuck him in front of a mic in a few hours algernon will be right back where he started from,LIBERAL,NEUTRAL
mike johnson is soooo embarrassed by this administration and soooo is america,CONSERVATIVE,POSITIVE
i have really missed ringling brothers circus especially the s,OTHER,NEUTRAL
everyone knows that this especially the democrats that that is not biden and we wonder who the impostor actor is,CONSERVATIVE,NEUTRAL
everyone in comments is at least 60 years old,OTHER,NEUTRAL
its pathetic that this mans admin lie to him he truly thinks he has made things better nothing but lies bs he is so disconnected,LIBERAL,NEGATIVE
so standing ovation mean nothing if everyone just stands up every time he finishes a sentence,LIBERAL,NEUTRAL
omg this is the senile man can push the red button,CONSERVATIVE,NEGATIVE
they hit biden with a 1000mg ridilin,CONSERVATIVE,NEUTRAL
if this pilgrim wants to restore america he should return it back to the native americans,OTHER,NEUTRAL
