comment,stance_llama_8b
just watching the republicans during this speech just sitting there looking lifeless as the president is preaching about all the great things that are happening in america just make me absolutely despise them and never want to vote for them ever again,LIBERAL
a sea of grey we need term limits,CONSERVATIVE
what a joke of a man,CONSERVATIVE
i wonder how much adderall they pumped him up with for him to be sentient for this speech,LIBERAL
illegal aliens crashing the borders crime threatening our safety in the streetsand this clown is bragging lets go brandon,CONSERVATIVE
we have a pos for a potus,CONSERVATIVE
mike seems to have a bad day but he probably nods more than he should,LIBERAL
what a train wreck,LIBERAL
they should all be in prison or worse lies all lies and all the people are buying it sad his deals with china ukraine and other countries he sold us out you support the biggest liar thief smuggler hes been selling us out over 40 years wake up hes sending so much work over seas nice job with the immigration issues he will burn this country to the ground,OTHER
how many people have been killed by the weapons you left in afghanistan,LIBERAL
this mans speach blew me away what a strong moral man this usa pres is all ive heard said hes stupid senile cant b talking about this guy he talks like ronald reagan but i guess you got to be old to have oldfashioned morals,LIBERAL
imagine having a child murdered by someone in the country illegally and your supreme leader says to your face on national television well its not thousands being murdered sooo then go on to complain about mistreatment of illegal immigrants following up with a heartfelt promise to save a couple of prisoners from hamas not a word about all the loss of life in ukraine tho disgusting i feel bad for those parents that was really mean,OTHER
lying about democrat bills filled with pork what he invited illegals over himselfthe bill is filled with ukraine support,CONSERVATIVE
joe biden did a d good job and he told them republicans the groupies of putin where is clarence thomas his wife did none of them show app period john well done joe biden you got my vote and a lot of other peoples vote to vote please extremist evil crooked monsters at the office they dont care about nothing but power not the american people,LIBERAL
wow that was an amazing and inspirational address to the nation and the world i feel hopeful can you imagine trump offering that kind of inspiration thats what we needed to hear please america get out there and vote biden back in im not an american but really fear the death of democracy and stability in the world if he is unable to stay,LIBERAL
the dude on the right wearing reading glass looks awkward and uncomfortable af lol,OTHER
this wasnt a state of the union address it was a campaign ad,LIBERAL
america,OTHER
bidens message to america dont believe your lying eyes,LIBERAL
remember when biden called black people super predators,CONSERVATIVE
says he need a border bill nowyet the dems have blocked every border protection bill his whole term theyre liars all of them they started this open border mess and its already killed the country though the effects wont be seen until a few years when biden is dead and buried,CONSERVATIVE
some of the republican party is a complete disgrace yelling at the president and being disrespectful is absolutely disgusting you should not be in office,LIBERAL
304 how in all thats holy did george santos manage to weasel his way into the chamber for the sotu he was expelled does he not have any shame,LIBERAL
republicans sure hate helping americans well except for the ultrarich americans,LIBERAL
i actually despise this man,LIBERAL
i think this should put to rest that biden is too old the other guy could never have made that speech and is not only old but crazy too four more years,CONSERVATIVE
joe biden is the best president since lyndon b johnson he supports middle class americans he seeks to reign in the wealthiest 1000 americans from exploiting everyone else and importantly president biden is not selling lies that hell do something he has been getting the job done 4 more years,LIBERAL
couldnt even say laken rileys name he goes who,LIBERAL
feels like the scene from revenge of the sith so this is how democracy dies with thunderous applause,LIBERAL
thank you mr president maybe maga republicans will get the message,LIBERAL
interesting how the first thing you talk about is ukraine what about the american people you are the president of america not ukraine not israel you gave money to them from our tax money without providing any benefits to the american people i want to hear you talk about what have you done for the american person in three years you were here for three years what have you done about the abortion law if were unable to do something about it for three years then why should we believe that you can do anything about it if re elected i am a well paid employee yet cant save any money since you came because everything is 30 more expensive just briefly tell us what were your achievements in three years what is the benefit for america to have you as president nothing you have been busy making and funding wars all over the world all good for your party business of course but not benefits for the american people you never talk about healthcare schooling prices non of your talk interests the american people on their daily lives go be a president of ukraine even israel doesnt respect of listen to america anymore because of you you said it right if you were smart go home,OTHER
what a charade,LIBERAL
four more years,LIBERAL
this wasnt a speech about how our country is doing like its supposed to be it was a xmas list sooooooo,LIBERAL
the pointless clapping makes this insufferable,OTHER
well joe if you are so ready to close the border just do it no new bills need to pass for you to enforce the laws we already have do it,CONSERVATIVE
man he look terrible,CONSERVATIVE
no one listens to these people anymore they lie and deliver no actions,CONSERVATIVE
so much greywhite and balding heads there you all know for a fact none of these people can navigate their way around a computer that poor it helpdesk staff,LIBERAL
this reminded me of speaches from the soviet union a corrupt evil leader lying through his teeth and a bunch of morons getting up clapping as instructed the baffoon even said that america is safer he obviously has not seen the streets of america after fentanyl one honest person even had to be removed after that,OTHER
president joe biden4 more years,LIBERAL
the naysayer dumplican freaks mtg hobert matt gatz gym jorden comer lindsey will always be naysayers and divisive about all the awesome things biden has done chips act insulin cost capped out of the pandemic lowering gas prices taxing the super rich helping our nato allies etc etc for our country his experience and wisdom are the reason why he has been able to accomplish so much joe is truly for the middle class working class not the super rich that have been screwing blue collar workers for years go usa,LIBERAL
mtg is an embarrassment to your country when your cabinet walked in i would imagine you would show a united front for people who work for your country at the very least get up on your feet to show respect the fact that she sits there and pouts says she is a grown child and it is difficult to even watch i believe in the good of the united states republicans and democrats and in between but she is an abomination,OTHER
what a speech ive got a problem with being proud of a country germans learn to be proud of not being proud due to our history but i would be proud to call president biden the head of my country he makes me proud of being on the right side of history amazing,LIBERAL
the most misleading presentation of economic platform to ever be told,LIBERAL
4 more years of wheelin dealin joe keep the border open inflation is a myth war across the globe lgtbq rights above all else what a time to be alive,OTHER
can wait for the debate this is a campaign speech,CONSERVATIVE
racial wealth gap yeh everybody is poor,OTHER
johnson smirking when joe says stop it referring to stopping gun violence sys it all,LIBERAL
joe the warmonger,LIBERAL
imagine being an anti russian republican and then loving trump who tells putin to do whatever he wants to the world,LIBERAL
yes joe lets look at the facts if you can close it temporarilyyou can close it permanently,LIBERAL
you said it right if you were smart you would go home now the only wise thing you said since you became president go home be with your family you need healthcare,LIBERAL
the worse ever group of leadership that has ever been seen by the rest of the world all they have in common is having been born in american soil nothing else just a patch of dirt,LIBERAL
bring jobs back to us and exporting product is donald trumps idea make america great again,CONSERVATIVE
another clear indication of how far republicans have fallen is that they cant even applaud saving starving children,LIBERAL
people talk about pro life vs pro choice i believe in pro choice with limits if people were not so extreme on both sides then you can come up with a solution for everyone the supreme courts did it right by kicking it back to the states take the conversation out of federal talk,LIBERAL
types lets go brandon waits with anticipation,CONSERVATIVE
make sure the aid gets to the people and not just hamas who takes it for themselves and sells the rest at very high prices,CONSERVATIVE
brilliant vote for freedom vote for progress vote for everything this man stands for democracy the people not just money everyones prosperity not 1,LIBERAL
the us and the west fight poutine and hamas through proxies ukraine and israel ukrainians and israelis are dying for the whole worlds security thank you biden for understanding it and helping those two countries fight for us,LIBERAL
i canti cantsack of garbage and drama queen the opinion of the democrat party regarding the importance of the office of presidency and vicepresidency is on full display brainless will do,LIBERAL
stop shirinking our snacks,OTHER
if the hallmark of evil is deception we just witnessed evil,LIBERAL
biden would be more acceptable if he kept things in context what an a hole such a liar,CONSERVATIVE
thats my president,LIBERAL
its election year give us lip service,LIBERAL
how about your billionaire son is he going to pay his fair share in taxes,LIBERAL
mike johnson looks like he eants to crawl under the table sitting behind a truly strong leader sitting next ro another one must be excruciatingly intimidating to him,LIBERAL
yes imagine because thats the best youll getdemocrats will never spend that tax money on the american people,CONSERVATIVE
i am so proud of our president i have no doubt he will protect all americans young and old as he embraces are diversities and the strength it brings us,LIBERAL
now that speech shows he is still capable of being a real president and america needs him for another term trump can never be equal to this man as we say in my country trump is as common as muck and not worthy enough to run a country again after last time he will be a disaster for america and the whole world please help to stop him he is putins ally,LIBERAL
what did the guy yell from upstairs i heard something marine,OTHER
gop sitting there cant even applaud for helping kids they always scream about the fetus but once that child is born under their policies that kid is on its own less food insufficient education lack of jobs because of it this gop audience shows over over again just how much the republicans truly hate americans,LIBERAL
what about insider trading for politicians,LIBERAL
it was commendable that congress cheered for the fact that president putin will not stop at ukraine thay all seem to be in favour of russia to continue i hope he continues to washington dc,OTHER
child poverty higher wages for children,LIBERAL
if you still think he is not fit to run a country after this you are living in another reality,LIBERAL
what was that fat guy screaming about,CONSERVATIVE
amazing idea put the money in average americans hands that drive this economy instead of the do nothing repubs who only care about just making the rich richer that studies prove does little to help the economy,LIBERAL
rich dixiecrats pandering again,LIBERAL
and stand up to israel,LIBERAL
2645 if you wanna see where it starts,OTHER
well maybe these corporations should just close their doors,LIBERAL
did they get a bonus for standing up often i cant remember a wingle thing foe me to even flinch,OTHER
mgt is dressed so unprofessionally literally looks like a 10 year old dressed in their favorite singers or bands merch what a joke,CONSERVATIVE
i read the comments below and people are appalled at certain behaviors but they forget 4 years ago it was them behaving badly people my message to you is stop being sheep stop calling out the other party as bad and my party is the only one with good values these people are party first,LIBERAL
just think only 4 years ago that hall was full of trumpworshipping cultist insurrectionists,LIBERAL
you forgot to mention the tax laws are made so corporations can dance around them to avoid paying the percentage of tax that you claim youre making them pay have to change those first but you wont because they pay for your campaign and whatever else,LIBERAL
he cares so much about what is going on in other countries he cares so much about providing them with countless us dollars but we can hardly afford to go to a grocery store in the states and homes are unaffordable you need to wake up america needs help first,LIBERAL
the speaker is trash,OTHER
what always amazes me is the same speech from any potus doesnt reflect the reality in our society here at home in the us lets start with jobs low for whom always need to highlight black hispanic and asian with manufacturing jobs how about jobs in general white or blue collar in the end we still have war fund money overseas layoffs at an all time high i could go on oh let me not leave out bernie vision which he keeps speaking on but sadly on deaf ears again ok done,LIBERAL
what a joke biden is a total embarrassment to this nation and the world i cant wait for the fact checkers to get ahold of this train wreck of a speech there were so many verifiable lies it wasnt even funny,CONSERVATIVE
what this so calledpresident said couldnt be further from whats really going on in america and in the world today,CONSERVATIVE
god help us all if joe biden becomes president again,CONSERVATIVE
will talk about civilians but will still fund no problem,LIBERAL
the only threat to freedom is the us ironically,LIBERAL
do they start with the pledge of allegiance,OTHER
when the blue democrats are able to eliminate the electoral college all you vote blue folks will understand the value of importing 10 million illegals who will vote blue come election time you leftistsdemocrats will see your heros at msnbc communist news network abc and cbs belittle the electoral college again as demorats continue to pay to bring illegals here the popular vote is padded by paid voters illegals that is purely the ballgame at present with the open border policy of joe biden and the democratic party,CONSERVATIVE
brain dead populous,CONSERVATIVE
housing our children can afford healthcare we all can afford do republicans have a way to deliver those things,LIBERAL
this dude has to be the worst president since i been alive,LIBERAL
the best president in the world,CONSERVATIVE
maybe they gave him speed to give him that jolt because he doesnt sound like this during most press conferences he usually slurs mumbles forgets or falls asleep,LIBERAL
best part let me close with this,OTHER
how could anyone not vote for this man,LIBERAL
mike johnson desperately tries to suffocate his good conscience being forced to listen to this what a despicable creep,CONSERVATIVE
full of lies divisive claims name a worse president,LIBERAL
there are so many things we could say about this ridiculous speech but the things we need to do is look at the facts of where this country is what has gotten better and what did biden do to help us we are struggling more now than ever before but people will still vote for biden all because they dont want to admit they were wrong,LIBERAL
anything good thats happening in our country right now how much is this man responsible for its not our president its us that make this place better,OTHER
cant wait for the election there will be record attendance and a landslide victory for joe biden that will mean a huge majority in the house and the next four years will see amazing advances in the things that matter to the people gun safety drug prices womens rights and improved economic outlook oh and left the best for last trump will be in jail along with all his insurrection enablers,LIBERAL
hes speaking a lot of truth and reason and is against sowing chaos definitely has my vote,LIBERAL
so every child can drink clean water without risk of brain damage republicans quiet clapping thanks gop,LIBERAL
these fools havent figured out that joe doesnt flub when retorting hecklers thank you joe democracy is worth the fight,LIBERAL
a speech full of disinformation and helping others instead of americans,CONSERVATIVE
imagine being stupid enuff to still support this corpse,LIBERAL
to state the obviousamericas in trouble,CONSERVATIVE
history is watching the abomination of the brandon administration,CONSERVATIVE
nice monolog for a guy portrayed as senile and lost so if that was the goal then why was the middle class murdered their jobs outsourced etcleaving them under educated and stranded by both parties who is partying while the strength of america was done under show us and dont blame shift that is one of the oldest of sins of passing the buck blaming others and not debating merits and resourcing real issues we commit to,LIBERAL
shout out to elon for letting biden use a neuralink so he xould get through this speech,OTHER
msnbc being subjected to ads to watch the state of the union is pretty despicable the epitome of corporate greed,OTHER
so sad that there are so many traitors in amongst that crowd from australia im 74 yo have followed american politics for years and i really believe that pres biden has been one of the best and will be again please vote blue i would if i could cheers,LIBERAL
oh look its therapist in the judge costume,CONSERVATIVE
beautiful and powerful speech by a older wiser legit seasoned respected and strong willed president with vison who cares exposing a pretender selfish wayward clueless greedy con guy who is full of deception remember dems help you while repubs hustle you,LIBERAL
mtgs outburst is typical she doesnt have a respectful bone in her body shes an angry pathetic person and i hope she doesnt get voted back in in nov for the love of god please vote for someone else we need a democratic clean sweep so vote people your safety and freedom are depending on it,CONSERVATIVE
he seems to think that the supreme court is reading the law and not the political process they are supposed to be an untouched branch of government not a political entity,LIBERAL
great speech he needed it he delivered,LIBERAL
whether it be former president trump or current president bidens state of the union speech you can not deny while they both speak about bringing the nation together they both constantly criticize the other party causing even further division thats why i believe the upcoming independent party candidate rfk jr should be elected very respectful with everyones opinions even those he disagrees with i dont believe our nation should constantly be divided into 2 parties rfk jr himself stated multiple times he looks to reform our political system making it easier for 3rd partyindependent candidates to make a bigger impact on an election not to mention he also looks to reform the way big companies interact with political campaigns making it harder for them to impact the general election,OTHER
the funny part when all the rich people awkwardly wooing when he said tax the rich more hahahahaha everyone that was in the room was like what you saying joe,LIBERAL
more of a campaign speech rather than a state of the union i guess it cant be helped in an election year,LIBERAL
you did good joe i think you won over a few independents and even a few fence straddling republicans,LIBERAL
i love when they started chanting no more years,LIBERAL
republicans are the ones that want no regulation no price control no quality control you cant blame the president when the legislative branch is the only branch that can craft laws that affects inflation employment taxes and a social safety net the republican side has cut taxes for the wealthy cut social safety net programs created only the conditions where companies can drive their prices up while keeping wages low,LIBERAL
ladies and gentlemen the potato of the united states of america,LIBERAL
it was like uss iowa skyrocketing over an hour this was the president speaking four more years,LIBERAL
the the war mongering cabinet and the genocide joe putting on a show to swing some more votes america atleast trump every knows his ad gender time for joe to hit the nursing home,CONSERVATIVE
the way he stood up to president clown was amazing excellent outstanding spectacular,LIBERAL
jim lankford is such a tool,LIBERAL
he sounde great,LIBERAL
only scum would not agree with whats been said here,LIBERAL
all these bills hes talking about passing has other things in favor of democrats attached to them biden is such a joke,CONSERVATIVE
i already pay more in taxes then i do for rent for the whole year how much more am i going to have to pay to continue to fund ww3 and all the rest of this bs,LIBERAL
wow he looks so lifelike i wonder what kind of oil they put in him,CONSERVATIVE
biden is an embarrassmentwow not even 5 minutes in and he keeps messing up and notice how harris has to keep standing up every time she claps this is an embarrassment to america and coid was not the toughest thing in america history the lies and fake propaganda is amazing and he wants to talk about jobs seriously how abt the pipeline he closed as soon as he was in office and littery had 180000 people fired wow the lies are amazing,OTHER
his age doesnt bother me what bothers me is greedy cartels making border policy greedy defence contractors making foreign policy and the biden crime family along with corrupt legislators taking massive bribes from both,OTHER
they were walking peacefully inside the capital think whats going to happen when you literally have a real issue not a paid one america can not continue the path its currently on america will collapse americans are watching and if their voices are not heard and nothing is done these self entitled politicians will have rude awakening,LIBERAL
is johnson is sitting on a booster seat,OTHER
this is what a president should sound like,LIBERAL
wow what a man,OTHER
i hope dark brandon lives long enough until the dems get him reelected his mouth buffers every few minutes and he loses his train of thought his mouth keeps moving but his brain lost the wifi signal,OTHER
remeber abbey gate,OTHER
the smirk the smugness on leader johnsons face is so annoying,LIBERAL
say her name its actually laken riley not lincoln riley you had her name literally written on a button in your hand and still couldnt say it correctly this country is less safe under biden administration enough,LIBERAL
what a babbling fool,CONSERVATIVE
he was like an angry mental patient the entire time,CONSERVATIVE
just a little different than the insulting empty idiotic policyless carnage of his predecessor but theres always the screeching nothingness from empty g,LIBERAL
of course they need new housing units when there is a overflux of immigration coming across the border and being put out into the community anywhere in the country of course theyre going to need housing shmoe,CONSERVATIVE
proud of my president,LIBERAL
say and believe what you will but president biden slayed em at the state of the union address with the facts not lies facts so i will say to all my fellow americans the choice is yours the america we want or the america they want i think we only have one real choice vote blue,LIBERAL
can i jump through the tv and smack maga mike please cannot stand his smug look,LIBERAL
rbg do something from the beyond scrotus is corrupt,LIBERAL
he forgot to mention that the us lead a coup in ukraine in 2014,LIBERAL
look at all those sour faced communist republicans,CONSERVATIVE
listen to all the screaming women democrat party thinks the world is just one big taylor swift concert,CONSERVATIVE
this is the crooked joe biden clone with the two balls on the chin rubber mask have a close look,OTHER
these youtube ads ar getting on my nerves,OTHER
watching moscow mike is pure gold,LIBERAL
here we go youtube with the 15000 interruptions,CONSERVATIVE
womens health research while there is 2 trans sitting with jill lol,CONSERVATIVE
how about we talk about laken rileyand how joe biden murdered that young girl lets talk about the open border joe lets talk about inflation joe bidinflation b,LIBERAL
we all seen unarmed citizens protest on jan 6,LIBERAL
democrats have destroyed the middle class and failed all of their voters,CONSERVATIVE
this man lies to our faces,LIBERAL
sleepy joey promising nothing but war abortion and castration you lefties all happy with that any talk about improving your lives as americans i didnt hear it what a mess your country is right now,CONSERVATIVE
well that explodes the myth that biden is too old he was commanding in control utterly coherent and yes utterly presidential unlike the utterly inadequate dj trump on that evidence biden will win in a landslide,LIBERAL
magic mike has a big bobble head,OTHER
using covid vaccines to cure cancer huh,LIBERAL
the camera man rocks check out the highback chairs on the flag stripessymmetry baby,OTHER
what are they clapping for,LIBERAL
all you have to do is get netanyahu put him to jail,LIBERAL
took him two minutes to mention trump geez why dont you run on your record oh wait you cant,LIBERAL
2825 if anybody in this room thinks that putin will stop at ukraine i assure you he will not sounded like congress was very happy about this for some reason,LIBERAL
biden doesnt speak for all americans he is the representation of division,CONSERVATIVE
lets go trump not this buffoon,CONSERVATIVE
joe absolutely slaughtered trump that ridiculous greene woman and the rest of the republican twonks didnt he but what i liked particularly was the stony faces of the supreme court members when he said he was going to repeal roe v wade they just knew it was going to happen,LIBERAL
these are the rich men north of richmond,LIBERAL
biden probably thought he was at a retirement party,CONSERVATIVE
what roe v wade was overturned under joe bidens administrationabsolutely noting to do with trump ivf has absolutely nothing to do with abortion it has to do with creating life not murdering it,LIBERAL
i didnt watch it did i miss anything that wasnt predictable,LIBERAL
im surprised the comments are still on seems like every biden video i watch has them turned off,OTHER
they pumped this walking cadaver full of amphetamines and stuck him in front of a mic in a few hours algernon will be right back where he started from,LIBERAL
mike johnson is soooo embarrassed by this administration and soooo is america,CONSERVATIVE
i have really missed ringling brothers circus especially the s,OTHER
everyone knows that this especially the democrats that that is not biden and we wonder who the impostor actor is,CONSERVATIVE
everyone in comments is at least 60 years old,OTHER
its pathetic that this mans admin lie to him he truly thinks he has made things better nothing but lies bs he is so disconnected,LIBERAL
so standing ovation mean nothing if everyone just stands up every time he finishes a sentence,LIBERAL
omg this is the senile man can push the red button,CONSERVATIVE
they hit biden with a 1000mg ridilin,CONSERVATIVE
if this pilgrim wants to restore america he should return it back to the native americans,OTHER
key takeaways for quick navigation 2621 addressing freedom and democracy threats president addresses the threat to freedom and democracy both domestically and internationally putins aggression in ukraine is highlighted as a significant concern urges congress to stand up to putin and provide assistance to ukraine 3203 defending democracy and addressing january 6th president emphasizes the importance of defending democracy and addressing the events of january 6th 2021 calls for truthtelling about the insurrection and unity in defending democratic principles rejects efforts to undermine free and fair elections 3424 advocating for reproductive rights president advocates for reproductive rights and access to healthcare services highlights stories of individuals impacted by restrictive reproductive laws calls for the protection and restoration of roe v wade 3812 economic achievements and future plans president outlines economic achievements including job creation and infrastructure investments highlights efforts to strengthen manufacturing healthcare and clean energy sectors proposes future economic initiatives to benefit the middle class and working families 4802 healthcare reforms and prescription drug costs president discusses healthcare reforms including lowering prescription drug costs highlights initiatives to reduce drug prices and expand access to affordable healthcare advocates for capping prescription drug costs to benefit seniors and working families 5304 housing and womens health initiative proposal for a white house initiative on womens health research led by jill biden introduction of a 12 billion plan for womens health research annual tax credit proposal of 400 for americans to put towards their mortgages for two years 5414 housing and education reform crackdown on big landlords using antitrust laws to fix housing prices reducing red tape for builders to facilitate the construction of affordable housing proposal for expanded access to preschool for three and fouryearolds and investment in education 5803 tax reform and fiscal responsibility plans to cut federal deficit by taxing big corporations and the wealthy proposal to ensure corporations pay their fair share of taxes introduction of measures to end tax breaks for big pharmaceutical and oil companies 010426 economic fairness and corporate accountability focus on ensuring billionaires and big corporations pay their fair share of taxes introduction of a minimum tax rate for billionaires plans to end tax breaks and deductions for excessive executive pay and corporate profits 010518 consumer protection and corporate accountability crackdown on corporations engaging in deceptive pricing and price gouging proposal to eliminate hidden fees and ensure upfront pricing for consumer services measures to reduce credit card late fees and save american families billions of dollars annually 010733 immigration reform and border security discussion on bipartisan efforts for comprehensive immigration reform proposal for increased border security measures while respecting human rights addressing the need for bipartisan cooperation to pass immigration reform legislation 011432 voting rights and civil rights urgent call for the passage of voting rights legislation to combat voter suppression proposal to protect civil rights diversity and equality across american society advocacy for fundamental rights including the right to vote and access to education 011601 climate action and environmental justice commitment to significant action on climate change including carbon emission reduction targets proposal for clean energy initiatives conservation efforts and environmental justice policies introduction of programs to create clean energy jobs and address environmental challenges in frontline communities 011720 public safety and criminal justice reform discussion on reducing violent crime rates and enhancing public safety measures plans for investing in community policing mental health services and police reform commitment to addressing domestic violence gun violence and systemic issues in the criminal justice system made with harpa ai,OTHER
crazy im a farmer watching my job being taken over by a machine now because my boss cant make milk prices go up but the stores can up the prices,LIBERAL
spoke on everything other than what was needed i dont care about ukraine at this point i stand with putin russia isnt dealing with inflation and high crime russia isnt being invaded here this man is talking about sending more money while we suffer that place is filled with idiots and paid fillers,CONSERVATIVE
republican senators need compulsive training in decorum and respect chewing gum using cell phones and shouting should not be allowed no matter who the president is how low can you get,CONSERVATIVE
its the united states of america not united states of ukrainer,LIBERAL
how embarrassing is this old man in our white house he lies its so embarrassing for our country fjb,CONSERVATIVE
how many years has mr president had to fix the tax code and hes going to talk about it now the orange man was telling the truth when he said your wealthy friends benefit from the tax code too,LIBERAL
bidens own justice department declined to prosecute him for absconding with classified documents because hes got dementia that tells me everything i need to know,CONSERVATIVE
i must say i enjoyed the various shade of crimson on moses mikes face as the president called the gop out for their despicable behavior,LIBERAL
no money for ukraine money for america and americans shut the border down clown,CONSERVATIVE
that was really state of destruction we the people will stop you in november 5,CONSERVATIVE
would everyone just sit down hes like three minutes into his speech and theres been 12 standing ovations we have been lied to you by this administration more than any administration before it,LIBERAL
i made just over 48000 last year paid in over 8000 got back 52 dollarswth is that about meanwhile rich guys who have no worries about money are allowed to pay nothing,OTHER
praise the lord god bless american and let democracy live forever god bless the president biden and all americans who believe in freedom and justice for all,LIBERAL
jeez that guy can spin some bullcrap with a straight face they should have had a lie counter in the corner it would have moved like a stopwatch,LIBERAL
and look whos sponsoring the ads,LIBERAL
old people should not deside the worlds future,LIBERAL
i like how we have crime increasing across this country but theyre out here clapping like theres no fires to put out the country is blazin,CONSERVATIVE
what a pathetic performance i guess hes relieved to know that thats the last time hell be giving a state of the union address hahaha the zombie mummy president,LIBERAL
harris take a seat you good for nothing daft,CONSERVATIVE
it is obvious that maga republicans by their lack of enthusiasm dont want good things for the american people and the country they are showing they are only interested in forwarding their own greedy agenda and trumps the cult leader wake up people and stop trump from ruining our democracy vote blue for the people and the country and decency,LIBERAL
thats a president uncle joe can still spit hot fire,LIBERAL
which clone of joe is this,LIBERAL
im gonna vote joe just so i can see what he has in store another 4 years lol,LIBERAL
you cant love your country only when you win joe boom boom biden,LIBERAL
how many americans has biden murdered with his open borders and his chinese fentanyl,CONSERVATIVE
well from putins own mouth this would have been over long ago if it wasnt for joe bidenthats right they were not patriots it was paid antifa undercover fbi agentsthere is nothing honest about you,OTHER
biden is a liar,CONSERVATIVE
i think everybody should watch tucker carlson hes got a great perspective,CONSERVATIVE
you gotta love the way mike johnson frowns and shakes his head no when biden calls out the gops bs surprised he could do that without his puppet master pulling his strings,LIBERAL
the third monkey must win because the first rooster is actually competent he didnt start even a single new war,LIBERAL
hilarious only a few fjb supporters here to comment about fumbling joe and his pathetic admin spewing lies to anyone whose dumb enough to listen im only here to read the comments and comment the delusional comments fyi,LIBERAL
most of what this man said was incorrect and unfeasible with the floods of illegals thanks to his party,CONSERVATIVE
harris is cleopatra black she should sit down she only represents her owners,CONSERVATIVE
did anyone here someone scream lies when biden was talking about covid and trump lol,LIBERAL
biden owns the democrats and trump owns biden bidens entire existence revolves around trump biden couldnt even leave trump out of his sotu address biden is obsessed with trump,LIBERAL
that is what a state of the union speech should be,LIBERAL
how many lives have the vaccinations taken lets get that information out please,LIBERAL
watching the president leaves us with a sense of competent dignified service watching his predecessor is like watching a dumpster fire smelled around the world,LIBERAL
all the crooks being revealed a lot of these faces will be doing jail time when president trump is back in charge,CONSERVATIVE
i pay 28 tax i will happily take the billionaire 25 a reduction and i am not a billionaire,LIBERAL
if you want a fair taxation why not have a flat tax for everyone,CONSERVATIVE
we the people trust joey 2024,LIBERAL
who was the guy yelling at 11720 and what was he saying,OTHER
harris was like a yoyo,LIBERAL
sir why are you yelling at us,LIBERAL
joe biden pure evil the biden administration pure evil the democratic party pure evil the deep state pure evil the cia pure evil the fbi pure evil leftwing journos pure evil msnbc pure evil,OTHER
imagine the cocktail he is on this is fiery i hope they are controlling it well with medical supervision,LIBERAL
1820 he has no clue where he is,CONSERVATIVE
what a compulsive liar,CONSERVATIVE
i tried but i cant listen to this guy,CONSERVATIVE
state of the division,LIBERAL
12940 man lindsey fix those teeth with your salary,OTHER
if you like inflation war and millions of illegal immigrants be sure and vote for democrats and theyll give you more of them,CONSERVATIVE
bring rents down,LIBERAL
dance for me monkeys dance lol puppets on a string clapping standing every stupid saying,OTHER
enough is enough biden is a bully never was for the country look at the corporate people who has gotten rich while the streets are filled with homeless people starving thats what america does cant be serious health insurance sucks food prices are ridiculous you need three people working in an household to survive females are turning to ungodly acts to make a way biden needs to go asap,OTHER
joe biden has been winning since the 70s when he became a politician,LIBERAL
more like destruction of the nation speech,CONSERVATIVE
so im just curious where does the electric come to charge these evs how hazardous is it to manufacture these batteries huh ill keep my diesel truck,CONSERVATIVE
i think he did the same speech almost 4 years ago,CONSERVATIVE
blue collar clase currently being treated worse than a 1960 house wife sounds like good ole joe modern slavery,LIBERAL
so many lies,LIBERAL
stop the aid to ukraine we need the aid here putin isnt going past ukraine its obvious why he wants hes old yard back theres nothing this guy says thats truthful unless its bad news we need a republican,CONSERVATIVE
late and ukraine was the first piece of business this guy really cares about america,LIBERAL
biden and dems are criminals who should be locked up for life,CONSERVATIVE
for three years democrats have done nothing but complain about trump and pander to special interests no way i would vote for that,CONSERVATIVE
trump is a russian puppet,LIBERAL
he spent the whole sotu talking about trump trump isnt even in a government position but is apparently pivotal to the state of the union he is the most effective person in the world,CONSERVATIVE
80 of these old men are supposed to be in jail quite shocked to see them out and about,LIBERAL
transgender in school noafter age 21 then yeah if you want that go get it not for all and surely not for children and abortion is never a great ideasorry we need folks all folks to have the right to pursuit of happiness peacefully to become great citizens no excuse for denying life in the wombwant to fix unwanted pregnancy acknowledge the risks and know that birth control and preventatives are there as well as celibacypersonal peace pursuits and happiness as long as it does not infringe on the rights of the unbornor no euthanizing the aged unless they want it then they can deny treatment and coast out on pain killers in hospice caretheir choice but the choice n pregnancy can be easily made with out murdering life,OTHER
good god what they drug him up with,CONSERVATIVE
if you match this guys earlobes with the other guys earlobes they dont match why is biden the only person on earth with two different sets of earlobes,OTHER
noticeable that the vp and speaker had no interaction with each other,LIBERAL
less than a year until youre out of the white house,LIBERAL
the most american hating demoncraps ever assembled in one location,CONSERVATIVE
thats my president i didnt vote for him in 2020 but he has my vote now thats the leadership we need to defend democracy at home and abroad sir i doubt you read this but you just convinced a lifelong republican to switch sides,LIBERAL
you talk about hamaz and while you support the genocide killings come on brandon what about the israel and idf killing ever since the occupation the intifada ever since 1948 to present you been supporting israel killing innocent kids and civilians oct 7 aint the first brandon,LIBERAL
why was santos there,LIBERAL
awesome state of the union speech by president biden the difference mentally between biden and incoherent rambling trump is not even close the us is again leading the world and our amazing economy is back under biden but we need to give the democrats a large majority in our government to enact laws to protect our democracy and rights address corruption and assure our courts are unbiased and follow ethical standards to make sure the law is followed that is under attack by the magas is control of the republican party and wont fix if you care about our childrens future and this country vote biden vote blue,LIBERAL
the republicans show themselves when they boo and wont stand for bidens announcement of taxing the reach and stopping cooperation greed credit card late fees reduced bank overdraft fees reduced these things only affect middle and lower class people,LIBERAL
