comment,biden_stance,trump_stance
president trump all the way 2024 we pray that byedin doesnt fall victim to killery and obumba scary times indeed,AGAINST,FAVOR
good debate but trump had credible points indeed,NONE,FAVOR
byedins real wife cursed dr jilly and joey byedin before she passed away for what they did to her pure evil,AGAINST,NONE
and also he dodges to his republican people who are saying its all hoax about climate change the question about climate change that is thats what im talking here,FAVOR,AGAINST
why the eff is he numbering his answers that shows poor presidencies vote4trump,NONE,FAVOR
this debate makes it clear that the people who are really ruling the world are rubbing our faces in the fact that politics is now a complete joke and democracy is an illusion,NONE,NONE
nobody trusts cnn,NONE,FAVOR
they did everything they could to boost biden and make trump look bad biden still fumbled and bumbled throughout the entire debate,AGAINST,FAVOR
snl doesnt need to make a parody the original is gold enough,NONE,FAVOR
nothing but lies,NONE,AGAINST
cnn is corupt and work with governmentthey knew of biden failing,AGAINST,FAVOR
biden is embarrassing and trump said an impressive amount of lies great,AGAINST,AGAINST
its so obvious that biden doesmt understand economy,AGAINST,FAVOR
exactly the same battle that happened in 2020,NONE,FAVOR
joe biden is the worst president in the twenty first century crime has risen inflation out of control borders being overrun leaving americans and military equipment behind in afghanistan people loosing their jobs over vaccine mandates russian and china on the move increased taxes across the board and many other issues that could have been prevented,AGAINST,FAVOR
every time biden speaks i have to turn on the subtitle,AGAINST,NONE
joey byedin cares for other nations but not americans byedin is a joke that make you broke and woke,AGAINST,FAVOR
i am a foreigner and i do not live in usa not even in america at all i enjoy this,NONE,NONE
i think america is colapsing as rome did you are the president and jurnalist stops you in the middle of sentence how you can care america will dye as rome its happening right now under obama and biden not mr president kennedy,AGAINST,NONE
those two are not fit to presidents,AGAINST,AGAINST
trump said to biden i dont know what he said and i dont think he knows what he said either america the greatest country in the world have this kind of president for 4decades wowww i respect nice good job america,FAVOR,NONE
who came here to laugh,NONE,NONE
president biden you should quit you cannot menage this,AGAINST,NONE
no new wars under trump wars around the world under biden indisputable fact exact opposite of what the tv told us,AGAINST,FAVOR
fs in chat america is cooked lol,NONE,AGAINST
what about the kitchen table,FAVOR,NONE
this is hilarious,NONE,NONE
biden looks like the white version of al sharptongue 12220,AGAINST,NONE
wait lol did he just say that in the 4 years hes been president hes only created 15000 new jobs and then a further 800000 manufacturing jobs in a country that has a population of roughly 300mil of course theres more to be done youve done nothing,FAVOR,AGAINST
someone that is in joes mental state should not be allowed to be in any type of power let alone the president of the united states,AGAINST,NONE
biden should be thrown in prison for life,AGAINST,NONE
joe has made the us a laughing stock,AGAINST,FAVOR
i get why people are concerned for bidens mental acuity but i dont understand either why people see trump as a strong candidate when he doesnt speak any more clearly than biden help me understand please,FAVOR,AGAINST
im not american im your neighbor from up north this debate is as bad if not worse than our politicians up here yikes,NONE,NONE
biden is such a disgrace to our country get rid of him,AGAINST,FAVOR
the idea that joke biden is on stage debating w oldtimers instead of sleeping in a cellar is a bad idea,AGAINST,FAVOR
its funny they are asking trump about ending political violence when he has just been the victim of such on the highest level as biden has indicted him just because he is his opponent in this election incredible,FAVOR,AGAINST
the more cnn makes it blatantly obvious that theyre hand holding biden throughout this whole thing and still bidens falling just adds more support for trump always remember that,AGAINST,FAVOR
yupyupyuptrump is right about all of this stuff except abortion what woman wants there state to make her medicle decisions that should not be anyones bussiness so how do we get everything else fixed with trump but let go of our rights thats what is making me toss and turn,FAVOR,FAVOR
ive no dog in this fight but crazy joehas gotta go,AGAINST,NONE
cant someone mute this and by the way president it is very heavy to listen to him,NONE,AGAINST
painful to watch this circus,NONE,NONE
why do the presidents have to be on deaths door tho,NONE,NONE
im a veteran and i hate biden,AGAINST,NONE
what president trump says is just common sense too i mean lets pretend for a second that the phenomenon of 3rd world nations emptying their prisons into the us isnt well documented it is but lets pretend its not why wouldnt they do that biden told the world wed let them in with no vetting of course theyre going to dump vast quantities of troubled individuals into our once great nation leaders in those countries would be crazy not to do that,AGAINST,FAVOR
biden is not in good health to run needs to retire,AGAINST,NONE
people dont care about the national debt they care about the economy,NONE,FAVOR
biden is a major liar,AGAINST,NONE
the old man is delusional,FAVOR,AGAINST
bidens faces from la noire give me nightmares,AGAINST,NONE
nigeria should learn from this,NONE,NONE
i hate how neither of them answered too many questions but instead would continue their previous point,NONE,NONE
we beat medicaid ididnt know were fighting medicaid i thought medicaid helped people but i guess i could be wrong oo,NONE,NONE
biden is very articulate and more than right about everything i hope to god that trump does not win biden 2024 all the way,FAVOR,AGAINST
yup give them gas station swherws mine,NONE,NONE
i dont even know what biden says when he speaks all i hear is ta ta ta ta thats who you people vote for to run our country its insane,AGAINST,NONE
this country is going to fall apart this country needs jesus,NONE,NONE
definitely with trump tho,NONE,FAVOR
we had an economy in free fall if i remember correctly the stock market mooned with trump as president and gas was extremely cheap you joe are a disgrace,AGAINST,FAVOR
blue for crips red for bloods,NONE,NONE
id id been biden id have faked a medical emergency and left the debate,AGAINST,FAVOR
they forgot to mention that all debate questions were written by the ciadeep state since this debate was all planned and carried out under the umbrella of operation mockingbird,NONE,FAVOR
this debate should have been the last straw in your chance to wake up if youre still a leftist if you havent woken up after this debate then you never will and youre a lost cause,AGAINST,FAVOR
prolly the world leaders stayed at other hotel before trump hotel was built in washington dc needs to be looked into a little further to find these dems owned percentages of or was investors in the hotels these leaders stayed in before trump and this is why they are all riled up and making a big deal out of these world leaders staying in the trump hotel because they lost money no doubt,AGAINST,FAVOR
2 idiots on the mic better 2 watch alf,NONE,NONE
the questions are gaslite yall have to remember politics is business money power bills etc listen to trump that man smooth he know what he talking he is a business man and in business yes you win some and lose some but you learn most presidents dont come from a business savy background thats why we always in debt smh,NONE,FAVOR
lets go brandon i come from poland and i thought we were screwed read the cement is the best i can do today,NONE,FAVOR
australia offers,NONE,NONE
get him trump new york city stand up,NONE,NONE
2134 trump won the debate from my perspective,NONE,FAVOR
watching two guys on the verge of their deathbed this is a comedy fall of our government began in last election and will continue with this election,NONE,AGAINST
havent even watched it yet and im waiting to find out what youtube edited out,NONE,NONE
this debate has me stresssed,NONE,NONE
biden should retire and do asmr trump just need to stop trying,AGAINST,AGAINST
they are so ooold,NONE,NONE
there is no studio audience tonight biden walks out and starts waving and saying hello to the non existent audience,FAVOR,NONE
they raised my house taxes by three times,NONE,NONE
if i had to choose i would vote trump,NONE,FAVOR
joe the idea biden,NONE,NONE
i can see the passion in trump and how he speaks his very soul is furious and for a reason,NONE,FAVOR
titan is dumping garbage on us in the skies the snow is not snow its pellets of some kind of plastic the they create in the storms they create with their mission theyve got running its horrible,NONE,NONE
the democrats hired midnight guys to pull along and start wildfires you can see the videos on youtube people posted it they saw it democratic people are paid to start wildfires,AGAINST,FAVOR
dont tell me im the only one hearing that or my ears are failing me 11623,NONE,NONE
only a real american can save america,NONE,FAVOR
we are all cooked,NONE,NONE
any other options,NONE,FAVOR
take a shot every time biden says number 1,AGAINST,NONE
the tax credit that hes talking about they took it from the seller they took it took it from the amount the seller got he didnt pay nothing they didnt give nothing my daughter sold her house two new buyers and they took 11000 of her money out of her asking price,NONE,NONE
if biden was xman his super power would be no one could understand him nevermind how long he speaks,AGAINST,FAVOR
correct me if im wrongbut did they say there was no audience then biden walked out raising his hand as if there there were an audienceor was that for the viewers,FAVOR,NONE
interesting,NONE,NONE
demented trump a palestinian childs shoes are more precious than yours,NONE,AGAINST
most of those ppl support trump,NONE,FAVOR
2937 somebody walks in front of bidens camera,NONE,NONE
i just bought 13 essential items from the grocery store and it cost me 84 how on earth does our government consider that only a 20 increase this is more like a 100 increase,NONE,NONE
yea biden is in a custards last stand sitiuation and yet he wont apologize to anyone about anything,AGAINST,FAVOR
did he ever answer the question about deportation or did he evade it,NONE,AGAINST
fjb democrat they destroy our country biden is a liar he said to the american people under his leadership no troops have lost what is really sad he does not remember or honor the 13 brave soldiers who lost their lives in afghanistan and also left american citizens behind,AGAINST,NONE
whats going on in the white house alot of deoderizer i feel sorry for his wife,NONE,AGAINST
bidens famous line i dont care if you think im satan reincarnated,FAVOR,AGAINST
its like talking to my grandmother with dementia no idea what he is even trying to say put biden in a home and make sure hes looked after at this point this is elder abuse and the people forcing him to run should be in prison,AGAINST,NONE
i have the beginning of 46 thoughts biden jim carrey,FAVOR,NONE
is anyone really supprised biden is suffering either from old age or dementia either way hes got to go trump train,AGAINST,FAVOR
in pa all the new workers are imagrants they where approved for work visa,NONE,NONE
q would anyone trust biden to drive a school bus,AGAINST,NONE
this is actually a comedy,NONE,NONE
nancy didnt think trump was that dumb to send the crowd,NONE,AGAINST
the jar building works trumps if you remember trump was trying to dig this out and started creating the jobs all the first stuff that was done when biden got in was from contracts that trump did,FAVOR,AGAINST
exactly the same immigration situation as the uk something is definitely going on its literally identical,NONE,NONE
the didnt even answer the child care question,FAVOR,AGAINST
fast forward to the august conference jill delegates your choice is non negotiable and finaljoe remains the candidate and we loose in a landslide and you spend the resyt iof yiour days in folsom or i am the candidate we win with a landslide we keep the wh you keep your jobs and i become the most succesful president this counttry has ever had and thank your lucky stars,FAVOR,NONE
if biden wins again the election is 100 per cent rigged im pretty sure the last one was to be honest,AGAINST,FAVOR
is there no better candidate apart from trump and biden it will be much better to engage youngminded youths in politics 30 60 years of age,NONE,NONE
i felt like adam sandler was was going to take the stage and say welcome to another saturday night alive,NONE,NONE
the biggest thing to understand from this is that this is not a biden issue it is the entire democrat party after all they are clearly the ones that have been driving this entire term into the ground its painfully obvious that biden is not in the driver seat they are also the ones that have been lying to you about this mans mental fitness and they are still lying to us dont be stupid enough to think that you can vote for a better democrat,AGAINST,FAVOR
i have never seen an old man thats so good at lying why is everybody only talking about october the 7thwhy cant people talk about what led to october the 7th,NONE,AGAINST
americans help us vote trump again,NONE,FAVOR
on president biden first election i bet he will win and only a one time president he should allow another democrat run with trump otherwise sad,FAVOR,NONE
biden walks out on stage because of how used to giving speeches in n company of his close yes man circle he walks onto the stage hearing a roaring crowd chanting crowd 4 more years 4 more years biden waves at the moderators and the crowd the lights stop him from seeing the waves of people that arent actually present because he forgot there was no audience biden thank you thank you as if he was capping off the audience volume if you watch his speeches youll notice the same means of capping off the audience for a quick rebuttal biden actually said even more but they cut off his mic,AGAINST,NONE
i didnt like trump that much but id rather vote for him than biden that much,AGAINST,FAVOR
theyre doing more for veterans than ever before biden says im sorry but with what staff the ones you pushed out with vaccine mandates before deciding to not require shots after all the ones who jumped ship to other hospitals when the va couldnt match the pay increases everyone else offered to keep up with the inflation your administration caused the va im in touch with had to cut back on the total number of beds they could fill because they dont have enough nurses to tend to a full building a vet that i knew was unable to get admitted for inpatient hospice because the wait list for a bed was just too long,AGAINST,NONE
interest rates are up inflation is up and pay and jobs are down thanks biden trump 2024,AGAINST,FAVOR
both of definitely r definitely evils666,AGAINST,AGAINST
the latino never get anything on social we paid taxeswe come to work,NONE,NONE
trump must win,NONE,FAVOR
u gotta admit that u can see political foreign leaders respect trump more than biden hes made america look weak,AGAINST,FAVOR
like grade schoolers when they cry about the other kid took their crayon grow up work together yall spend all that energy focused against each other there is no one person that could save us to be frank so have one person as a leader is just greed,FAVOR,AGAINST
lets elect both of them maybe theyll become friends and make peace in united states,FAVOR,FAVOR
if i have to hear were in a position where or the idea that one more time,NONE,NONE
joe fyi this country is already bankrupt your reckless spending doesnt help the usa at all look at the national debt joe and its crazy interest every minute that goes by i am wondering if you ever took a college course in economics but if you did you forgot all the basics yoru idea that tax and spend illegal immigration your continual 6 working hours a day and continual vacations tells the american people you just dont care about us,AGAINST,NONE
we want imran khan vs nawaz sharif debate like this,NONE,NONE
im middle class and i never felt devastated until biden came into presidency,AGAINST,NONE
he got out of afghanistan like a headless chicken,AGAINST,FAVOR
biden moves like i do in my dreams when im trying to punch something or run fast,FAVOR,NONE
as a none american americans should listen to the whole worldas an asian my country might be against or with us but as a friend or a foe you guys need a real leader and here its clearly donald trump i feel dissapointed disgusted as if like im playing chess and my opponent joe keeps blundering,AGAINST,FAVOR
look like a sport event with the introduction seen like we all in this for entertainment,NONE,NONE
he did not answer the questionif he will déport every bodytrumpwill leave californialike floridalatino peoplewe do tje hard jobs,NONE,AGAINST
and the idea that,NONE,NONE
my vote is going to president donald j trump regardless of what happens,NONE,FAVOR
biden is me trying to hit the word count on a assignment at 1159pm,FAVOR,NONE
seeing this debate it just makes me sad that biden really doesnt know what hes doing its just sad,AGAINST,NONE
anyone know how many times biden said period,NONE,NONE
cnn well what can one say its unfortunate how debatable truth and facts are,NONE,NONE
so hes bringing new oppportuninties to new people anwyawy trump is more human and ur failing at that wtv dude who cares,NONE,FAVOR
trump will win people bit he will take us to ww3,NONE,AGAINST
but new people will come with trump,NONE,AGAINST
you called my son a loser and a sucker well hes not youre the loser and sucker thats not true you made that up and you should apologize to me right now wow just wow,NONE,AGAINST
u should change more nubba,NONE,NONE
u should change more ur making same expressions as hillary,FAVOR,AGAINST
just 4more years,NONE,FAVOR
but if biden would win we would be living better,FAVOR,NONE
summary of the debate between two candidate presidents of the worlds super power trump you are the worst president in the history of the us biden no you are the worst i am the best trump no i am the best you are the worst biden the ideathat i am the worst is outrageous number 1 number 2 you are the worst trump you are the worst president in the history and on and on,AGAINST,AGAINST
at this point feeding joe to trump is just straight up disrespect to trump come on mann give trump an atleast half joes age person,AGAINST,FAVOR
biden talking about protecting seniors while he lets his handlers drug him and prop him up on the world stage to make a fool of himself is not only rich but sadly ironic,AGAINST,NONE
4242 wow dude as if you reallly care,NONE,NONE
the capitol riot for example was such a dodge by trump,NONE,AGAINST
thank god i live in europa,NONE,NONE
12405 hes lying hes not a 6 handicap,NONE,NONE
why do we want a president that cant stop with the cursing i cant believe that joe biden goes on national tv and forgets what hes saying why would we want a president that is so far away from god please dont reelect this man that is willing to let the killing of innocent children go on,AGAINST,NONE
being a swede i could answer the very first question about the economy easily none of them answered the question they started pissing on each other from the 1st second why cant they just focus on the questions well my question is rhetoric we know the answer it saddens me to see the us falling like this,AGAINST,NONE
god bless america go president biden take your time and keep your cool america wins,FAVOR,NONE
bidens response at the first immigration sentence really knocked me out what was that even,AGAINST,NONE
trump cooked biden,AGAINST,FAVOR
nice trailer for this is america 2 by sasha baron cohen,NONE,AGAINST
yall leave joe alone hes doing a great job getting donald trump reelected,FAVOR,FAVOR
rules of debate were made to disadvantage trumpbut was advantage to him,NONE,FAVOR
my favorite part was when cnn bragged about how they were gonna fact check the debate and then proceeded to not once fact check the debate,NONE,FAVOR
is this america or some irish funny prime time comedy show mrs brown,NONE,NONE
biden is not fit for us president love for trump from india,AGAINST,FAVOR
biden ran for president so trump would not get the job not because he is capable good to know,FAVOR,AGAINST
we dont need to significantly increase biden anything we are being bent over in every way shape and form its horrible our families are struggling trump2025,AGAINST,FAVOR
trump must be intelligent to be able to focus on what biden is saying and decipher it without loosing focus biden actually is a lot more intelligible than i was expecting but he still fumbles his words so often that it is difficult to track what he is saying,FAVOR,AGAINST
ridiculous they are barely answering any of the questions lord have mercy on america we better pray,NONE,AGAINST
inflation is killing black and hispanic families and he caused the inflation go trump,NONE,AGAINST
gumpy old men 20 food stamps porn stars,NONE,NONE
trump went to israel to pray at the wailing wall the western wall in may of 2017 its on the dumb phone trump makes it clear what side his bread is buttered on trump also makes it clear to the american people that he does not represent the best interests of the american people dale cameron,NONE,AGAINST
biden amen so help as god in your way,FAVOR,NONE
why does trump look like the joker when he smiles,NONE,AGAINST
just look at biden he read from a tv screen just look at his eyes,AGAINST,NONE
i feel like biden argues like back in the old days where you could say anything because people didnt have easy enough access to internet,AGAINST,NONE
save america for christ sakes trump can save america save children from being attacked by illegals god,NONE,FAVOR
chicken dumplings is asian ravioli,NONE,NONE
all you families paying more for your childcare than your rent is dont worry that general was fired and those of you struggling with crippling addiction rest easy knowing biden is afraid of china women afraid of losing your rights covid i skibidi generalized persons put in place joe biden god help us all though it is refreshing to see that were not at each others throats in the comments anymorei will say that,FAVOR,NONE
where is robert f kennedy its a clear election fraud,NONE,AGAINST
i been trying to get an appt in the va since covid,NONE,NONE
looking for stand up comedy online and ended up here best one so far,NONE,NONE
what bidens family is doing to him its sad this man is confused sad and alone he needs to be home hell have a stroke donalds actually being nice to him,FAVOR,FAVOR
after the bombing belgrad no one will doubt who biden really is,AGAINST,NONE
biden might have been attacked with a dew directed energy weapon and not even known they are scaleable and sometimes feel to me like getting 50 iq points subtracted but 30 would do here,FAVOR,NONE
arent there any younger ppl than these two in the states why have to chose from 2 who are in their 90s or close to,NONE,NONE
i start to belive trump making south park cartman voice at somepoint lol,NONE,AGAINST
joe biden number one number two number three,FAVOR,NONE
joe biden hi folkshow are you famous words before disaster lol,FAVOR,NONE
monty brewsterrichard pryor had the right idea in running none of the above in brewsters millions in 1985 when running for nyc mayor because thats what i should vote for in november noneoftheabove uncommitted that or write in angela rayner or rachel reeves from the labour party for potus,NONE,NONE
i dont think people give biden enough credit for his excellent work at staying awake for over an hour,FAVOR,NONE
i bet even the coin was weighted all they do is cheat,NONE,AGAINST
if i was choosing a manager for my small business and these were my best two options i would shut down,FAVOR,AGAINST
trump never losthe was impeached and his vp jumped in,NONE,FAVOR
bixen does not carry his own bagwhat a joke,NONE,FAVOR
how is joe not ashamed of himself like how does he sleep at night what a disgrace he cant win,AGAINST,NONE
biden is like in other world,AGAINST,NONE
there is a ton of video evidence of corruption at the polls during the last election,NONE,NONE
wsj is sold,NONE,NONE
wait till they start using their domain expansions biden domain expansion 81 million votes trump domain expansion china,FAVOR,AGAINST
youtube is nerfing loading speed of this debate on purpose,NONE,NONE
they have destroyed our planet anyone that has ran this country and they personally dont care,NONE,NONE
putin and kim jong un definitely got out the popcorn when they watched this pure comedy gold,NONE,AGAINST
i dont recognize my country anymore and it feels scary,FAVOR,AGAINST
this is like south park,NONE,NONE
our country is in trouble and everyone in this world knows this no and if and no buts about it,NONE,NONE
trump answering no questions that he was asked and instead giving random opinions biden,FAVOR,AGAINST
i am from europe and am i the only one who watches it for pure joy,NONE,NONE
absolutely trump,NONE,FAVOR
youre the sucker your the loser biden 2625,AGAINST,NONE
i am be eleven but i can still see that joe is on crack,NONE,NONE
1430 2138 2334 2409 2653 3156 3550 3604 4525 4934 biden wth who is that,AGAINST,NONE
1 try understand who give rocket between russianukrainian 2 need fix this question 3 try stop conflict smart people when see conflict make try make stop conflict,NONE,NONE
america had a black president that was revolutionary america had a business man as a president another remarkable history and now currently are led by ambitious nd a dreamer but unfortunately old i believe the country has proven to the world that they give people opportunities and we respect that but now its not time for emotions nd keeping up with records but to get a true leader to lead the country america is going down slowly due to its weak leadership they should check african leaders every african country that has followed that pattern of emotions nd chrrismetic leadership they are donw nd out goodluck america,FAVOR,AGAINST
these ppl get on my nerves let them response to each other before you ask questions you keep asking questions like youre trying to avoid the facts that either of them may be trying to speak i get that these are important questions but quit asking them back to back like that,NONE,NONE
god bless america,NONE,NONE
biden we are the most admired country in the worldwith the finest history in the world oh my god this is absolutely hilarious joe coming to earth for one day after living in the space throughout his life,AGAINST,NONE
so many rules feels like a game show,NONE,NONE
big shame for america,FAVOR,AGAINST
trump again he will again in the whouse,NONE,FAVOR
biden sending billions overseas we need that money in america,AGAINST,FAVOR
if biden will win again china and russia will be very happy and other nation will not respect americans you have one of the softest president the us ever no more biden from the philippines,AGAINST,FAVOR
yes his son hunter and joe can be convicted for sending and allowing innocent people who know the truth about your administration,AGAINST,FAVOR
biden made sense but he did not speak with authority trump lacked sense honesty but spoke with authority i prefer a guy who sometimes makes mistakes is a little physically unstable but has ethics biden has not compulsively tweeted like a child having a tantrum or been moronic enough to suggest injecting bleach he has acted with the dignity his office note trump sidestepped his position on ukraine russia should keep all land it invaded now occupies he also pivoted on the issue of taxing the rich illegal immigration actually rose when trump was in power he restricted legal migration which could benefit america building a wall is pointless when illegal immigrants can use boats to avoid it if biden continues he must become more assertive as americans equate confidence with security it scares me that america may vote for trump who has a long history of crime corruption deception scandal would like to have the full authority of putin over america it seems that america has not just lost its judgement it has lost its reason,FAVOR,AGAINST
yes the biden administration has destroyed innocent people and their families innocent people had to go to jail under his administration bc we know the truth,AGAINST,NONE
can we just pump the comments to 1 million please,NONE,NONE
biden looks stoned when hes not talking,AGAINST,NONE
no more biden us citizen you are not a respected nation than before having biden as president,AGAINST,NONE
3306 belorussia is not nato,NONE,NONE
having a president who looks like he is constipating and is unfit for presidency really shows how developing we really are in our country,FAVOR,AGAINST
why dont cnn comment on his speech impediment i thibk they on his side,NONE,AGAINST
oh my god trump is a terrible man with his antagonising words so bitter,NONE,AGAINST
a basket of groceries that cost 100 in 2020 cost over 120 now man i need to shop where he is shopping more like 170,NONE,NONE
biden is so slow trump you are very focused man,AGAINST,FAVOR
us middle class did a whole lot better under trump biden is wild,AGAINST,FAVOR
dude i should have cross the border,NONE,NONE
name calling what we 4th graders now,NONE,NONE
the bidens need to be tried for treason,AGAINST,NONE
biden was responding to questions with prepared answers trump got real time questions from the moderator,AGAINST,FAVOR
bring crypto back,NONE,NONE
mostly what im hearing is a lot of conjecture and opinion not a lot of statistics or facts theyre just playing the blame game why do we have to have dinosaurs in office,NONE,AGAINST
when was the last election in 2020 everyone around including celebrities hated trump everyone was for biden trump was ready to be torn to pieces in the street in comments on youtube videos he was hated you can find these 2020 videos and read the comments what happened now people,FAVOR,AGAINST
if you dont lower the taxes for the rich they would just take their money out of the country and it will destroy the economy,NONE,FAVOR
made me laugh when they talked about golf,NONE,NONE
as an egyptian i heard grocery that costed 100 then now costs 120 and i started laughing to us what costed 100 pounds then now costs 1500,NONE,NONE
we beat medicare bidenwill never forgot this,FAVOR,AGAINST
after these elections when biden steals the votes again i know the american people will rise and there will surely be a civil war,AGAINST,FAVOR
i wonder that this two old men are still strong and eagerness to serve for the seat of president of usa how luck america peoples for their reasonable leaders,FAVOR,FAVOR
the hilarious show i had ever seen,NONE,NONE
its hard not to lolbiden looks mortified is it crazy to question whether he maybe has been fed a false narrative by a go between america really has been run by the same peoplecountries posting their troops or just ppl whom where strategically coerced in america disguised as immigrants im not even pro trump but joe did seek retribution and whats sad is its not even surprising i highly doubt the founding fathers included the 4th amendment with the idea it could be circumvented by one mans reasonable suspicion america was built off of freedom yet ppl isnt even free to control their own consciousness this is the country that technically defines addiction as a disease but nonviolent addicts take up much of the prison space costing something to the tune of 80000 each per yearsome sitting 20 year sentences for a drug that is now legal and sold in storesim willing to bet a one time payment of 80000 wouldve prevented so much suffering ultimately getting passed down for generations if used towards prevention with mental health resources the last thing we need is to fund prisons and police any further,AGAINST,FAVOR
just take a look at bidens face,AGAINST,NONE
america is cooked,NONE,AGAINST
as someone in the militaryi cannot stand joe biden zero respect for joe biden and his crooked people,AGAINST,FAVOR
i think donald trump or joe biden shouldnt be president at all i think we should have 2 new candidates does anyone agree,NONE,NONE
joe should be charged with treason,AGAINST,NONE
as usual the republican propaganda machine snipped the single worst 5 seconds to make joe look bad but he gave a vastly superior answer to every question hands down,FAVOR,AGAINST
at 1655 minutes into the debate biden began a nonsensical response after speaking for 103 minutes into his allotted 2 minutes response time the cnn mediator saved him with an assertively stated thank you that cut him off in midsentence although he still had time left she spared him the embarrassment of almost another minute 57 more seconds of a gibberish response,AGAINST,NONE
this is like a standup comedy during covid19,NONE,NONE
look at both of them,NONE,NONE
lord have mercy if these are the two best candidates that can run for president on the republican and democrat ticket neither one of them are any good,NONE,NONE
that isnt such a thing as white spanic or black jobs jobs are jobs period,NONE,NONE
ive gotten to the point that when biden opens his mouth i turn the tv off i simply cannot stand listening or watching anymore,AGAINST,NONE
since the first question is a straight up lie i dont expect much from this,NONE,NONE
how many times does biden says the idea waving his barbie hands trump,NONE,NONE
groceries are double not 20 more good grief fast food is four times more in my area their factcheckers for the announcer questions are waaaay off,NONE,NONE
trump 2025 maga,NONE,FAVOR
i dont think anyone questioned the usa being the most powerful country on earth since at least 36 years but the usa is still a joke to everybody but where these two senior citizens are wrong it was not in 2021 and not in 2017 when it started it started way earlier and gets worse every year take this example the uspresident is one of the most powerful leaders any democratic country has yet the debate looks like a discussion in a senior residency,NONE,NONE
send biden home to rest and enjoy his remaining fruitful years he has worked very hard no need to work yourself till your last breath anyone who vote this man in for another term is an abuser,AGAINST,NONE
we finally beat medicare,NONE,NONE
presidential immunity has just been amended by scotus the president can seal team 6 trump if he wants to do it as an official act,NONE,NONE
long live the king of the world king donald trump,NONE,FAVOR
if trump was in power there wouldnt be a war nato wouldnt of dared have done what theyve done,NONE,AGAINST
just count the brandon lies through out his 50 years of service which the only ones he serviced wasis his cronies and his famillia the bcrew is worth millions use common sense do not believe the msm polls trump is almost double the numbers the msm is claiming be sure to vote dont allow what happened in 2020 to happen again,AGAINST,FAVOR
if you want real american president with the world respect trump is the president joe needs to go its enough he cant handle the job joe too old for the job think america think twice joe hardly can walk for his own and hardly can talk,AGAINST,FAVOR
my son was not a looser was not a sucker you are the looser you are the sucker,NONE,AGAINST
and that ladies and gents is all the proof you need that this man is not the one running this country he is merely a puppet,NONE,AGAINST
biden is a bit older show some respect,FAVOR,NONE
the most patient president on earth is biden selfcontrol,FAVOR,NONE
joe and people should be the ones held responsible for the war in ukrainian,AGAINST,NONE
my brain needs a 2hrs nap after watching this,NONE,NONE
a 100 bag costs 120 now its much worse than that,NONE,NONE
different states having different abortion laws is great you dont agree with abortion laws move to a place you agree with still in the us and happy perfection,NONE,FAVOR
fredric malle,NONE,NONE
creating jobs doesnt fix the economy raising wages in existing jobs does,FAVOR,AGAINST
prayers for american elections the world future will rely on the american new president god bless america and the world happy 4th of july to all americans,NONE,NONE
how did american allow this biden to become a president when this dude talk it doesnt make sense at all i dont what language is he speaking,AGAINST,NONE
incredible how they had to mute each other for interruptions because of last time,NONE,NONE
not impressed democrats plan in action question is whos his replacement biden was the clown show the distraction once america becomes full blown communist then what,AGAINST,FAVOR
lahaina people still cant access their own homes or property,NONE,NONE
if democrats came to power only god can save america,AGAINST,FAVOR
im positively astonished comments are not disabled on this good job on wsj to enable freedom of speech,NONE,NONE
joe hes criminal for a babies approval to die why you people believing that ideology theres something wrong thats mean demons spirit ordered only sad very sad if you love human beings,AGAINST,FAVOR
im a foreigner and i support trump,NONE,FAVOR
actually i felt so sad for biden i hate those who forcefully make him go through this he shouldnt be running trump showed great restraint for him,FAVOR,FAVOR
people understood that if you have money you dont need government and that is why government fight to have the rich taxed,NONE,NONE
well i would be grateful if im as fit as these two at their age,NONE,NONE
the us is a big joke,NONE,NONE
normally i wouldnt care whether it were a democrat or republican but all i can say from this is that if youre siding biden youre brainwashed lol,AGAINST,FAVOR
all i got from biden number one period,AGAINST,NONE
imagine if they started any of these answers with yes or no instead of this hes lying bs,NONE,NONE
donald trump was waiting for this moment to come,NONE,FAVOR
furlongs were not technically job loss,FAVOR,FAVOR
honestly this is pure comedy gold,NONE,NONE
i cannot understand a word what biden says,AGAINST,NONE
agree to trumpthe worlds blowing because of biden because his business is weapons for warhe love warhe love people sufferinghe love people dying around theworld,AGAINST,FAVOR
great,NONE,NONE
its true boarder open because biden created warthats why he can use to this people for his war,AGAINST,FAVOR
cnn hardly gave trump is extra time after each question to answer bidets rebuttal but biden was always given that extra time,FAVOR,AGAINST
how is a man who is hardly managing to talk the most powerfull man on earth,NONE,AGAINST
whenever im having a bad day i read these comments yall too funny,NONE,NONE
this is just show nothing else is biden robot or looks like,AGAINST,NONE
donald trump is the man to fix america that is being rejected across the globe for the first time in history their military is humiliated and chased out of africa like dogs,NONE,FAVOR
biden confirmed aliens exist 10921,NONE,NONE
