comment,biden_stance,trump_stance
who gets paid ten dollars allowance from 90 billion dollars to catch humans gas filled with body fluids and nuclear warheads for child birth court use document on for thomas dale hopewell jr co2xrbp6gj5h 319,NONE,NONE
trump won he is going to be president of usa again,NONE,FAVOR
about philippines it is disturbing and scary to talk about nuclear asset here in the philippines brought by the us pres putin said and it is also sen imees fault that adikktus is his brother phil president who is now afraid of what will happen to the country especially in ilocos you are eestuupiida sen imee you marcos should be removed from country you bastards you gave filipinos anxiety and innocent filipinos are clueless 17 edca 9 edca we dont like but you raided the country with us military arms the philippines is in the cross fire clashing super power us military please come out to our country asap,NONE,NONE
trump is right,NONE,FAVOR
im embarrassed for america biden is a old joke trump is your only hope for greatness usa cede your role biden ive never been more proud to be south african,AGAINST,FAVOR
i am european and watched this debate with some friends and as the debate finished we all agreed in one point americans are fucked,NONE,NONE
please biden no he is t,AGAINST,NONE
well let me tell you this americans do deserve either of theese funny elderly stickfigures,AGAINST,AGAINST
watching from kenya,NONE,NONE
one the biggest problem in usa is political corruption nepotism trump is the leader of all of those things,NONE,AGAINST
our kids gonna really suffer because of all the immigrants but i heard also trump not in favor of union workers that will hurt us,NONE,AGAINST
reminded me of that great frankie goes to hollywood videotwo tribes,NONE,NONE
and just be clear i love my country and i would love to die and fight for my country rather than sitting around making a protest about it id rather do something and become part of it whether or not i agree with what im doing i will still carry out my own orders this nation will not be the fall of rome we need to be a nation rather than a divided nation we need to become one under rather than a protector of everybody just because they say oh we need help we have it back congratulations so do we,NONE,FAVOR
at 132 bro started to for get everything lmaooo,NONE,NONE
were screwed no matter who wins,NONE,NONE
is it deja vu or am i hearing about the terrorists twice,NONE,NONE
welcome back trump,NONE,FAVOR
what a laughable talk the greatest nation on earth level 0,NONE,AGAINST
freepalestine,NONE,NONE
into a post this for the simple fact of my post blow my own if i get restricted because i used the word retard in this world is so butthurt about one damn word that just proves my point,NONE,FAVOR
please let him resthes too old for this job,FAVOR,AGAINST
donald trump 2024 make america great again f j b,NONE,FAVOR
we are glad for sharing us this news on youtube video play online today all over worldwide,NONE,NONE
a state of the art lying narzisist and a man that should be in eldery care really,FAVOR,AGAINST
i bet joe dosnt know which country he represents,AGAINST,NONE
did anybody else notice that the communist news network sped up the video of joe biteme walking out and of pres trumps walk was slowed down,AGAINST,FAVOR
hi may i share the most important news you will ever hear in your entire life god the father sent his holy son jesus christyshua ha mashiach from heaven to earth to be born of a virgin he grew up and died on the cross for our sins he was put into a tomb for 3 days and then abba father raised jesus to life and he appeared to people and went back to heaven we must all sincerely receive jesus to be a true child of god it says in john 112 but as many as received him to them gave he power to become the sons of god even to them that believe on his name will you genuinely believe on christ jesus and truly receive him today before it is too late,NONE,NONE
most honest point made by the candidates is that joe cant hit a golf ball 50 yards i can see a 18 month old childs swing being a resemblance to joes a quadriplegic 18 month old infact it seems like his iq is around the same too,AGAINST,NONE
biden is going to tell the truth now ok judgment day is sooner than we know,FAVOR,NONE
anyone who thinks its an ai generated,NONE,NONE
the world is watching the two old white guys in this debate argue about their golf scoreswow,NONE,NONE
im from poland i read the comments below i have a question for you american citizens you write that they are both too old but you are the one who votes,FAVOR,FAVOR
this is ridiculous,NONE,NONE
if trump is ready to leave ukraine and occupied territories to russia now tomorrow trump will leave alaska state to russia within one day,FAVOR,AGAINST
i dont like either one of these men to be the next president please put two others to chose from,NONE,NONE
trump proves he is right,NONE,FAVOR
trump is coming again mark my wordstake a screen shot,NONE,FAVOR
mumbling stumbling fumbling joe he cant even talk straight must be hunter with a k suppling his dad with some crap blow,AGAINST,FAVOR
during trumph administration there is no country have war when biden became a commander in chief ther is a war anywhere in the world,FAVOR,AGAINST
i thought this was just another ai president debate video,NONE,NONE
its a shame they cant both lose,AGAINST,AGAINST
its the government job to protect its citizens,NONE,NONE
i think he had an ear piece in an jill was telling him what to say an still failed unlike trump goes completely ready by himself at any given moment,AGAINST,FAVOR
i just came here for the comments im not disappointed,NONE,NONE
where did thay find these two m things,NONE,NONE
kkkkk america being led by ancestors,NONE,NONE
its like biden tries to recite memorised poems but fails,AGAINST,NONE
no one will ever vote for genocide joe i am a registered democrat who voted for biden before and i will vote for trump if it comes to that,AGAINST,FAVOR
no one will ever vote for genocide joe i am a registered democrat who voted for biden before and i will vote for trump if it comes to that,AGAINST,FAVOR
biden you screwed us americans raising gas which is a dominoe effect,AGAINST,NONE
love the way theyre arguing about golf but trumps gets it for me biden isnt playing with a full deck,AGAINST,FAVOR
like choosing between larry and moe,NONE,NONE
all they do is curse at each other you are so bad no you are so bad talking about ww1 veteransthey would turn in the grave if they would see what happend to the country they died for,FAVOR,AGAINST
hahaha i like trump ever since he was elected,NONE,FAVOR
i feel biden is having a hard time breathing and speaking at the same time,AGAINST,NONE
the rest of the world is looking at american and americans with pity how is this even possible for a 100yr old man be the face of a country like america,AGAINST,NONE
just like treadu in canada trump trump pc will be next prime minister in canada we need trump to help canada biden looks for u retirement home,AGAINST,FAVOR
former and current president talk about eachother this guy it is so weird for me as a european,NONE,NONE
other countries are literally laughing at the us,NONE,FAVOR
i dont trust trump im not a fan of biden but trump is a hater for immigrants he never liked them,NONE,AGAINST
trump is answar not joe b ukraine war because of bad policy of joe biden,AGAINST,FAVOR
as an outsider with no personal gain in the matter its obvious who to vote for,FAVOR,NONE
949 i served in the army active duty under trump and i remember when my unit came home i was hoping for war stories action something i was legit told by everyone it was the most boring deployement theyve ever been on there was legit no terror happening,NONE,AGAINST
how primitive people the americans are,NONE,NONE
fight of grandpas what a shame,FAVOR,AGAINST
i dont understand why people are so surprised about biden im in the uk and cant vote and i knew that he wasnt really running your country at least 3 years ago,AGAINST,NONE
227 look at that face every time that glazed look came over him cnn cut away as much as people claim cnn tried to be fair every time joe was buffering not talking they changed cameras 315 do you think thats the face that keeps putin awake at night 1527 think that face makes xi tremble 2325 imagine that on a 20 bill fing mouthbreather for a short time i pitied joe because i thought he was a victim of elder abuse now i dont care because this is what he and his team demanded and now they are reaping what theyve sown,AGAINST,FAVOR
420 i am an ex vet whos homeless speak the truth president trump,NONE,FAVOR
they shoulda gave biden an ear piece so some voice can help him not forget his conversation mid sentence lol,AGAINST,NONE
biden saying hes a 6 handicap shows how delusional he is,AGAINST,FAVOR
math anyone 1000 billionaires paying 25 1t does not equal 500b even over 10 yrs and even 50byr its less than weve given yoocrane so far in his term so hows about keeping that money in the us,FAVOR,NONE
worst candidates in history ever in the world are this seriously the best options to lead our country,AGAINST,AGAINST
thank you cnn channel,NONE,NONE
when african presidents are called on cnn they are asked questions about homosexuality but when they are asking theirs they ask questions about the betterment of their country respect us please,NONE,NONE
good good both presidents i my love you both,FAVOR,FAVOR
whomever is saying biden looked bad your crazy he smashed donald duck he the thats looks like a bafoon,FAVOR,AGAINST
she said yes or no sir omg he is ah demon,NONE,NONE
biden is really a great great great great father,FAVOR,NONE
united states of america how embarrasing is this the greatest liar in american presidential history criminal and an old old man that is on the verge of bein senile is that the best you can do any just any other candidate is better than tose two get your st together and bring up jus any politician any,AGAINST,AGAINST
wow trump has a big ego but at least i understand him when he talks unlike biden,AGAINST,FAVOR
trump is crazy frfr just listen to him listen lunatic wow,NONE,AGAINST
did biden really say he did nothing of the kind crimes that trump described he literally bragged about it on live tv,AGAINST,FAVOR
i think trumpz rump felt kinda sorry 4 bye then 2025,NONE,FAVOR
you are right trump biden blow up the whole world and now biden want philippines like ukraine,AGAINST,FAVOR
biden is now very old hear him seing no stamina,AGAINST,NONE
biden is going to win again trust me,FAVOR,AGAINST
two morons on tv at the same time give us a break we in eu are laughing so that we are rolling on the floor no matter which of these two become president it will be laughing stock,AGAINST,AGAINST
biden owns the war in ukraine lock stock and barrel,AGAINST,FAVOR
what was bidens son doing in iraq was he making deals with them for cash,AGAINST,NONE
biden wants war all the time affecting alot of people all over the world,AGAINST,NONE
its painful as a brit who used to admire what america stood for to say that america because of the tribalization is the laughing stock of the west how utterly shambolic and inadequate for the american people,FAVOR,AGAINST
they should have shut the cameras off and just tag em and bag him cameras turn back on where did biden go idk,AGAINST,NONE
we dont need or want the fed or these clownsjust comply,NONE,NONE
its not them both are deep fakes,NONE,NONE
listen to donald duck he cant answer any questions asked about him our his actions listen to him omg always using others names when they are asking him ah questions,NONE,AGAINST
theres no way biden just said trump was a lot less competent,FAVOR,AGAINST
how did biden lose with the answer sheet,NONE,NONE
why do old man joe be looking like hes about to transfix himself into a sinister form and eat the trumpster from the head down to the feet while donald is talking,AGAINST,FAVOR
biden looks like he is trying to poop all the time or holding it in i have no clue what goes on in that brain of his kelso has more brains than biden hell my left nut hair has more brains than biden,AGAINST,NONE
wait does biden really think hes respected,AGAINST,NONE
im shocked how good trump kept his cool while standing right next to the man destroying our country,FAVOR,AGAINST
truewhat trump said,NONE,FAVOR
i mean seriouslythe whole suckers and losers thing was pathetic,NONE,AGAINST
isnt it illegal to have a ear piece in sleepy joe most definitely has one thats a fact you can see his eyes he even touches it a few times but the eyes never lie,AGAINST,NONE
of course they encourage these wars its how they launder our taxes,NONE,NONE
joe has no clue how much of inflation has increase since he took over as president both garbage politicians,AGAINST,NONE
its so hard to listen to joe,AGAINST,NONE
biden walks like a robot though,AGAINST,NONE
biden want trump to carry his own bag trump would have to carry his bag and biden just in order to play,FAVOR,AGAINST
on a serious note these men are old especially biden he barely speaks lound,AGAINST,NONE
i want trump,NONE,FAVOR
lets go trump what a man 100 realness and alot alot alot of people cant handle realness trump is usa,NONE,FAVOR
ur not caring for our country by opening up the border and handing these illegals 2200 a month but the most a us citizen will get for working theyre whole life they might get 800 a month from social security so tell me whose taking care of our country,AGAINST,FAVOR
its because of the people not me its because of the american people theyre capable of anything and they step up when they are needed and right now we are needed needed to protect the world but yet the person saying this does everything in their power to prevent americans from protecting themselves in their own country and homes with their extensive approach on disarming the public,FAVOR,AGAINST
its so funny that so many americans think that a real estate billionaire who evades tax is the man to help the poor,FAVOR,AGAINST
biden hasnt done shit for veterans i mean putting illegals in 4 star hotels and leaving veterans on the street thats what hes done with veterans,AGAINST,FAVOR
cant spin liquid shitand joeys got a pantload,AGAINST,FAVOR
my opponent is a liar and he cannot be trusted,FAVOR,FAVOR
i was undecided but im really leaning towards trump,NONE,FAVOR
get me out of this place,NONE,NONE
biden looks like damn trump is telling the truth again and effing me up,AGAINST,FAVOR
biden is a bit old for the task ahead i think he had his days but sure america need someone like clinton or obamatrump bizzzzz,AGAINST,FAVOR
bruh cnn brave for this,NONE,NONE
i think us voters should demand to see both of them take a cognitive test live i want to know that my future president is fit for the job,NONE,NONE
apparently his team forgot his stay sharp medication,NONE,AGAINST
soyou guys sure that this was a real presidential debate and not a snl skit,NONE,NONE
trunp is whole vibe guy,NONE,FAVOR
great leaders both i believe trump is greater,NONE,FAVOR
trump being buddies with putin and kim put usa in a culm of scrutiny,FAVOR,AGAINST
can one of them answer the question rfk or president,NONE,NONE
i went to france for the d day memorial so what thats not going to help our country so stop putting yourself on a pedestal,AGAINST,NONE
why are you all people look at a persons age look behind that at what each one of them is saying at the ideas at the mentality at how are they might represent and manage usa even though biden is a bit gibberish trump is such a me person everything he s saying is misinformation and selfishness be wise good people dont let yourself fooled by his words everything that you know now will change most probably to 180 degrees if hes gonna win these elections,FAVOR,AGAINST
this is our best choice these 2 idiots we screwed,AGAINST,AGAINST
956 958 facts ngl,NONE,NONE
he walks out saying hi to the people who are not in the audience,NONE,NONE
and the chips wouldnt v been invented without the involvement of russian scientistswho shared with asml their technology of laser positioning in laser lithography and later their xtay lithography who actually didnt get paid for their help the way bill gates was for licensing off msdos to ibm they were failed,NONE,NONE
biden did well he made it to the podium without falling over,FAVOR,NONE
trump finds faults with everyone he sounds like a security officer watching all over usa,NONE,AGAINST
to this day i cannot comprehend how americans managed to elect a biorobot as president the same is happening in europe everywhere you look there are biorobots isnt it time to wake up,NONE,AGAINST
ive always watched american and british journalists be critical of ugandas age limit situation and then there is the american president,NONE,NONE
biden looks like hes about to drool i hope he becomes president in the end the lich king must be supported by his subjects from american cemeteries,AGAINST,NONE
joe should be put to pasture,AGAINST,NONE
i cant decide if bidens botox looks good or bad,NONE,NONE
trump is lying during his term russia was quiet and was preparing for chaos when trump steps downcoz during his term he was buddy for putin,NONE,AGAINST
430 how tf do immigrants live in luxury hotels in ny and wtf do i need to do to be an immigrant so that i can live in a luxury hotel,NONE,NONE
if we keep having to choose between two hypocritical lying dictators isnt democracy already over do our choices have meaning,AGAINST,AGAINST
i dont care what yall say if biden wasnt a president he could 100 be an actor that look of shock on his face is priceless,FAVOR,NONE
in usa there is no any left young person for president to run countrygive a chance to younger generation to run country for better future,FAVOR,NONE
trump said joe is going to single handedly destroy social security what rock has trump been under we came to that conclusion a decade ago also why is trumps pointer finger so little that bothers me,FAVOR,AGAINST
i kinda want a candidate under the age of 70,NONE,NONE
two old people if that is the only option sounds bad biden is overheatet and trump is old what the fuck is happend whith american people,AGAINST,FAVOR
americans was and will be the heroic nation no matter the criticism against usa we know america is a great nationtrump on the other hand is clevery stupidduring covid19 he wanted to inject people with funny none medically tested drugs,FAVOR,AGAINST
biden walks like hes constipated correction both presidents walk like they are constipated at 138 we all almost witnessed biden die,AGAINST,AGAINST
trump is over confident and biden is under confident none of them is suitable to become president of us,AGAINST,AGAINST
biden go home ok the one term is enough,AGAINST,NONE
whit all people in usa only 2 huming in all us going for that jobgot 2 choice holder one on bit youngerdit not like trump but look better then le bidono bindonho well he will be back he younger new chick3 years youngerya domy go playing to golf but for bidon will be mmmmmini potthey have 3 holes on mini put trump o he trump not good at golf well can nat be president you thinkle bidon,FAVOR,AGAINST
looks like a clone to me,NONE,NONE
mr trump has got a little big head hes drifting between right and wrong,NONE,AGAINST
things might at some point go different way if they were allowed to carry a hand gun,NONE,NONE
im not american but i think any american watching should be grateful for what biden did let his record speak for itself he may be older now but he spent a good part of his life in government service,FAVOR,NONE
lmao i love trump he seriously should have been a comedian the whole world is blowing up lol,NONE,FAVOR
i hate cnn,NONE,FAVOR
biden sleeps in a casket,AGAINST,NONE
biden is a walking corpse,AGAINST,NONE
why they cannot give chance for young people to work,NONE,NONE
thanks to biden trump really does look like a stable genius as he claims,FAVOR,FAVOR
both are bad debaters,NONE,NONE
jesus wept that biden looks like he has had a massive stroke,AGAINST,NONE
trump is the man,NONE,FAVOR
he gave billions to zilensky and billions to israel for the genocide,AGAINST,FAVOR
i dont know what is worse this morons performance or the pundits afterward stating how its a single bad night one comment was you dont judge a man off of one night you judge him off of the 4 years of performance i mean are we living in the same god damn country you cant honestly say that with a straight face,NONE,AGAINST
this debate is a joke,NONE,NONE
battle of evermore,NONE,NONE
trump is smart and brave biden have lost this debate,AGAINST,FAVOR
joe biden is definitely not fit to run for president he is very ill anyone in their right mind would never vote for him trump for president 2024,AGAINST,FAVOR
time to retire joe go rest man this job is not for you,AGAINST,NONE
dont need the emigrated us fitting together let no voising more and more stupid,NONE,NONE
how about technocracy why appoint assholes in the name of democracy neither of them deserve that position ewwwww,AGAINST,AGAINST
we all have seen this disappointment this is sad,NONE,AGAINST
my aunt who is completing 50th year in america this year came back to india to join a retirement home here in kerala state she worked as a nursing assistant for around 38 years in chicago and her monthly pensions are not enough to cover her expenses at her late ages so she is here in a good retirement facility at a much cheaper rate but with triple the facility and human resource support she says now i should have come back early,NONE,NONE
i have to say life has changed him when you lose your son to death and another one throws you under the bus life changed his brain it did,FAVOR,NONE
only god can wake people now,NONE,NONE
us need new president younger than mr trump and biden of usa local citizens they shouldnt be the immigrants from other countries president should be like lt abraham lincoln 16th president 2028,AGAINST,AGAINST
biden looks like a puppet no facial expressions what so ever only his hands and mouth is moving while he is talking,AGAINST,NONE
one is off his rocker and one needs to be sitting in his rocker america is cooked man,AGAINST,AGAINST
why in the hell were gonna need to watch one dead mans leading a such a biggest and powerful country in earth vote for republicans,FAVOR,AGAINST
sad this is the best we have to offer for next presidents,NONE,NONE
i are the only ones who have been all out for it military in it country as u have done everything for it military soldiers men and women yea go mr president trump,NONE,FAVOR
anyway biden is more disciplined than trump biden,FAVOR,AGAINST
us economy is as good as the mental and physical health of these gentlemen,FAVOR,AGAINST
i love biden he is small mouth trump is big mouth,FAVOR,AGAINST
yea i hope he dose as our country needs to get right of them all in our country also we are getting more and more sickness that years before go me trump trump for president,NONE,FAVOR
trumps speaking the truthenglandamericai cant get a place too live and yet foreigners walk in and get everythingits all tucked up,FAVOR,FAVOR
biden is a clown,AGAINST,NONE
the british people are behind me donald trump as he was the best president the american people ever had president trump for president,NONE,FAVOR
i love donald trump,NONE,FAVOR
trump said if he is not elected president its going to be a blood bath america watch out 2024 presidential election is predictable,NONE,AGAINST
i will vote for biden like last time sorry i cant handle it i am from russia,FAVOR,NONE
jill biden should be charged with elderly abuse,AGAINST,NONE
trump is extremely defensive since he deflects most of the questions to tell what biden did wrong biden however cannot manage to convey his thoughts cohorently unprofessionalism vs old age the way i see it,AGAINST,FAVOR
500 million dollars billion dollars i should say eligible for what ive been able to do wu wi with with the covid uh scuse me uh dealing with everything we have to do with if uh and thats all in the first 2 minutes,NONE,NONE
jb struggled to take a breath it seemed that he could not manage between speaking and breathing,AGAINST,NONE
the way biden speak is it ai or real,NONE,NONE
this is comedy not debate,NONE,NONE
trumps whole strategy was never intrupt your enemy when he is making a mistake,NONE,AGAINST
there needs to be some younger runners this is sooo bad,FAVOR,AGAINST
biden got some serious issues,AGAINST,NONE
literally cant imagine the laughs putin has at trump suggesting he will settle it like that its what he wants some arrogant idiot to think he can do it putin to say yes yes of course so trump settles and then putin keeps going trump tells him off putin pretends to be sorry but keeps attacking,NONE,AGAINST
all of this will soon be a distant memory for he who is coming will change the world in ways that no one can imagine,FAVOR,NONE
its only my opinion and i know nothing about american politics but its who is the lesser of 2 evils trump is a narcissist and is self entelitled and id say is the worst imo but biden doesnt seem like a guy who can debate unfortunately trump is a much better debator and will likely win but doesnt mean he is correct both not good enough to be in such a position of power,AGAINST,AGAINST
pls cnn respect mr biden as an elderly as a president of the strongest country in the world is dangerous let him in the oval office without a professional care giver not with any relative next to him,FAVOR,NONE
biden will be lucky to live till the election that guy is ready to fall out at any moment,AGAINST,NONE
so who is everybody leaning toward in the election giant douche or turd sandwich,AGAINST,AGAINST
2352 not the morals of an alley cat,NONE,NONE
my son was not sucker and a loser is personal and anger oriented,NONE,AGAINST
big mike is gonna be the 1st blackwoman why do you think the are pushing the lgbt bushit,NONE,NONE
i feel like biden cant really talk now am i wrong,AGAINST,NONE
thinking trump lost this to sleepy joe must lower your intelligence by 50,FAVOR,AGAINST
if trump leaves the allies all those lost souls would only died in vain and the east will fall in the influence of the communists that will be east vs west and nuke wars will be inevitable hope we are not stupid voters lets vote for the long run always remember that communist of the same feather terrorize together you leave the allies you ticked the bomb,FAVOR,AGAINST
whos running usa,NONE,NONE
is that even biden look at his biden eyes hes wearing a cia face mase an playing dumb if trump doesnt win who will obama havehis boyfriend mike,AGAINST,FAVOR
trumps policies are literally terrible for vets lol but if he says he is great for them the dummies suck it up,NONE,AGAINST
dementia biden is lost inanother time probably back in his kids cowboy suit riding his rocking horse inhis nursery,AGAINST,FAVOR
wait a second i am from eu and dont really follow usa but you are telling me you are going to choose you next president from these 2 trump who was kind of ok but sadly did the washington riot and joe biden truly god help us all,FAVOR,AGAINST
quick sand you i calvin klein essayend raise the flag raise the gd flag if you want a little more ponchos mexican buffet,NONE,NONE
not the morals of an alley cat,NONE,AGAINST
this is drake vs kendrick all over again,NONE,NONE
if they dont give nothing why is everything we have form china just about,NONE,NONE
where are the other moments when biden short circuited,AGAINST,NONE
a convict and a poor old man with dementia how are either of these two clowns properly fit to run a country,AGAINST,AGAINST
that is truth what president trump will saying is the truth fat of it we have lose all respect we have for united states we hate united states from now goes on because we see them as they problem of the world in this present government of joe biden they are just like uk custom problem in other nation,AGAINST,FAVOR
trump talks to russia he admits it and forgot to tell he is the reason for us living the middle east,NONE,AGAINST
trump is so into himself somebody shut him up oh biden did,FAVOR,AGAINST
both of them should be put in an old folks home,NONE,NONE
trump destroys biden in everything 1000,AGAINST,FAVOR
trump the black community stands with you,FAVOR,FAVOR
why does boden say the idea so much,FAVOR,NONE
funny when biden said he is to fix the tax rate in favor of the middle class but in his term tax went crazy to importers like me offshore my purchass went up by 15 to 20 its not just amrican who are affected by this,AGAINST,NONE
ive never heard so much marlarkey in my whole life this country is doomed,NONE,FAVOR
everyone pays into medicare and social security if they get paychecks,NONE,NONE
make america great again,NONE,FAVOR
but trump didnt start the war in the middleeast,NONE,FAVOR
trump is so pathetic he praised putin,NONE,AGAINST
will you accept the results of the election every journalist have to ask twice,FAVOR,FAVOR
democrate must wake and replace my beloved president biaden he is not himself anymore due to old age,AGAINST,FAVOR
trump is such a liar,NONE,AGAINST
thank you cnn,NONE,NONE
we got cabbages with more brains than biden,AGAINST,NONE
lmao we are a failing country biden you need to go into a home and pay back every cent we ever gave you,AGAINST,FAVOR
lets face it biden is really too old nothing against him persoanlly or politically its a truth democrat needs to find another candidate,AGAINST,NONE
none of the two are fit to be president,AGAINST,AGAINST
putin got better than american in ideas foolish americans accept this truly before losing the real war,FAVOR,AGAINST
very energeticwise hardworking and knowledgeable leaders of a continent usa,FAVOR,FAVOR
the muppet show,NONE,NONE
yeah i remember that and old man biden been giving away thousands of dollars to the people from mexico and free airplane rides to wherever they want to go to and free housing free money that its are taxes biden doesnt understand what is going on he forget lies and only cares about the riches and his son hunter and i hope he goes to jail all we need is trump to come back,AGAINST,FAVOR
i wish biden stayed president of usa so that the country can crumble in fact i love him,FAVOR,NONE
lets pray for amirica and the whole worldno more warlets love one anotheri declare trump win president for 2024 in jesus christ of nazareth amen,NONE,FAVOR
russia iran china north korea all been in talks with each other recently,NONE,NONE
biden should be go rest in peace and old senile man should not be a president,AGAINST,FAVOR
joe biden is obviously not suitable to be the president given his visibly declining health the fact that he hasnt stepped aside tells me that hes putting himself and his position of power above whats best for the country that in my view makes him dishonourable and therefore a bad president,AGAINST,NONE
is the first speaker of the two guests a robot,NONE,NONE
trump cant open his mouth without lying hes a disgusting person,NONE,AGAINST
whenever biden is trying to ignore the criticism,AGAINST,NONE
if you get your news from cnn you need to go find something trump said that you hate and listen to the whole interview or sentence its cherry picked,NONE,FAVOR
to be perfectly honestboth were sort of trainwrecks but i dont think much was accomplished as far as making one candidate look better than the other based on their arguments alone its obvious by other appearances both are far more competent and capable of exchanging ideas than seen here if i were to diagnose each one with an official cause of substandard performance id say the main cause isnt age or dementia its nerves simple everyday nervousness is their greatest setback in this debate its obvious by the way they each repeat things and stumble on their words trump covers it up better by using anger and becoming more assertive but the content of his arguments he recycles time and time again obviously due to blanking out due to nervousness unfortunately for biden he fails to cover up his nervousness and it gets the best of him time and time again even worse he has the demeanor of someone barely there something trump doesnt suffer from here on both sides they stoop to lower levels to insult and attack each other with biden coming off as far worse but only to those who know the truth about his claims about trumps very fine people and losers and suckers comments having been long debunked most people dont know those claims have been debunked and it could be damaging to trump but biden by far takes the lowest blows using lies to make trump look bad the stuff trump accuses biden of are true he really has flooded the country with illegals and really hasnt done much for our veterans and has instead been pampering illegals both candidates did badly due to nervousness but trump overall handled it better and came across far more present and capable biden used malicious lies to attack his opponent which is consistent with trumps claims he is being politically persecuted by biden it may not prove it but bidens dirty tactics dont help his image,NONE,NONE
550 when biden said my son was not the loser or a sucker youre the sucker youre the loser and started at trump meliciously,FAVOR,AGAINST
take integrity test trump how about that,NONE,AGAINST
convicted felon because you broke the law to prosecute him now watch people we cant prosecute biden because hes senile but hes good enough to run the country please,FAVOR,AGAINST
is there a write in vote we can all agree on,NONE,NONE
if it was biden who lost jan 6th would never be possible with his supporters even if he begged them,AGAINST,FAVOR
trumps face like what the hell r u sayingpoor biden the light bulb is out,FAVOR,AGAINST
love biden and his messages but hope he will step down for someone younger to take over,FAVOR,NONE
trump wanted to be in office again to make sure that he will not be convicted hahaha,NONE,AGAINST
biden your debate is not strong enough look fail bebate,AGAINST,NONE
with out debt america cant run properley,NONE,FAVOR
it is not joe he was orderd by the banker to open the barder,FAVOR,NONE
crippled minded joe biden,AGAINST,NONE
the way bidden talking he feels sleep haha your so too old if i you better you take a rest in your remaing life,AGAINST,NONE
500000 dead i dont know anybody in the military that aproves of biden not that there isnt any but from where i stand the majority dont approve,AGAINST,FAVOR
dear usamost if not all of the world have been watching the progressively deteriorative situation of your current president please stop abusing this man,NONE,AGAINST
the lock off money is systematical trick research about it for your self,NONE,NONE
tell your jewish bosses to print more money,NONE,NONE
kamala could beat trump heres why httpsyoutubeckzu7pfgqp0,FAVOR,AGAINST
throw joe out,AGAINST,NONE
trump has been indicted and yet he has the audacity to discuss things as if he exemplifies high level of integrity hahaha,NONE,AGAINST
an international magazine said a russian government jet flew to new york and washington on the 26th last friday it was parked by trumps plane in virginia where he was giving his campaign speech why isnt anyone talking about that,NONE,AGAINST
trumps trash talk is in parr with conor mcgregor,NONE,AGAINST
i get attacked by weaponized people so will be nice i felt really bad for biden i could tell his feelings were hurt and that he wanted and needed to cry people just because someone tells you every claim is a lie doesnt mean you should believe them yall should do your fact check if you are not informed on the world im actually still trying to find one lie by trump this is the type of lie trump tells every state is a border state now obviously thats not true its a metaphor or one of those types of comparisons he is saying no state is immune to illegal criminals i really tried to stay non partial but trump was spot on im not sure what he lied about i will end this respectfully bc i could tear every part of this debate apart word for word but i dont have to noone truly believes biden is fit really to even finish his term i think speaking is a prerequisite for holding the red button military most certainly doesnt like biden i bet less than 50 out of nearly 15 million nor border patrol i really cant find a lie by trump tell me so i can show you why an exaggeration is not a lie i know one thing biden has 16 or 17 less voters after debate that call themselves the parents of the killed soldiers in kabul to ho on national television and tell the country they didnt lose children is criminal thats if each soldier had one parent only no friends or other family he actually hurt alot of people w that statement,NONE,NONE
fall of america coming soon,NONE,AGAINST
he called putin a war criminal you know whos a war criminal bush jr he deliberately killed 1 million people in iraq in the name of ooppss my bad what the fuck are you talking about biden this is a comedy,AGAINST,FAVOR
biden is so super stupided,AGAINST,NONE
country with 350m people can find only two candidates one senile another one narcissist sad,AGAINST,AGAINST
aipac of wolfes,NONE,NONE
for me this is 2 stupid people and i wonder if this is the movie idiocrazy playing out,NONE,NONE
i will go to trump he has care of all people not only american but the whole worldno to war kick out biden he want war thats an idiot,AGAINST,FAVOR
im a south african i think usa is just a joke as us,NONE,NONE
some thing is wrong with biden,AGAINST,NONE
theyre both good in english,NONE,NONE
im watching from europe and i can say our media is still covering biden dementia and the us media just pretending this is new issue,AGAINST,FAVOR
did biden effectively say what were doing with the um uh covid sorry,FAVOR,NONE
democrats for trump,NONE,FAVOR
if donald wins all american citizen needs to be praying im very sorry for the blind people joe no dementia donald wins we going part ohh russia every body needs to pray joe has problems for speech but its not dementia a republican call me said im going to clean up the dapper and i answer i will clean your first is very sad he was a president before why one hes back,FAVOR,AGAINST
waking bidens brain up for a debate is like starting up a ford transit van on a winters morning,AGAINST,NONE
why did cnn decide to disgrace usa to the whole world in such a manner so this two are your best two candidates to compete 2024 general election,FAVOR,FAVOR
how else ran to the comments,NONE,NONE
ukraine is not ours to be took from i think this is a large part of our problem if your tired of feeding the fire vote rfk jr 2024,NONE,NONE
hopefully american have more choices a not very old one,FAVOR,AGAINST
this would be funny if it had no implications on the lives of millions of people,NONE,NONE
look at bidens face lol,AGAINST,NONE
so when did cnn get the option to choose the candidates,NONE,NONE
they were too old for presidency,NONE,NONE
biden needs elder care good god as for just 25 thats an enormous hike as for deportations if they arrived illegally deport them that simple you are by definition a criminal if you enter a country unlawfully im not a fan of the man but to say trump violated his constitutional duties is a bit rich given the democrats determination to ignore the first and second amendments,AGAINST,FAVOR
they genuinely dislike eachother thats promising for our future at the very least as long as trump wins,AGAINST,FAVOR
its just a whole bunch of he did or he didnt or he said this and that answer the questions jeez,NONE,NONE
