comment,stance_llama_8b
this man is not mentally challenged its all a big act so he cant be held accountable he put on a big act of being feeble minded but the truth is he wants 4 more year to steal more,CONSERVATIVE
weve always had clean safe water to drink nothing biden did hes approximately 60 years too late,CONSERVATIVE
every one of yall clapping will answer to god almighty,CONSERVATIVE
it was sheer torture listening to this speech decided to listen in just so i would know what people are talking about afterwards having listened i cant imagine what they will find to talk about,CONSERVATIVE
how much they get payed to to howl an act like wanted there,CONSERVATIVE
and these idiot chant 4 more year they love to wallow in dodo and get rich all the while you are footing the bill and your nation goes into decline,CONSERVATIVE
how much of your fair share of taxes did you and hunter pay on that 50 million from china,CONSERVATIVE
this was a political rally not a state of the union address all he needed to do is give the facts not tell what he is going to do,CONSERVATIVE
that may me sick to my stomach they yelling 4more years hes lucky if hes got two more weeks,CONSERVATIVE
he is lying about uvalde that was a hoax,CONSERVATIVE
putin would have been afraid of president trump and would not have attacked ukraine joe has got to go he is pissing off this republican 14652,CONSERVATIVE
gosh this is sickening lies im so glad god almighty is on the throne and truth is coming out about jan,CONSERVATIVE
biden will have swollen lips by the time hes through lying,CONSERVATIVE
i agree 100 with the first sentence he said at 4615 it seems he is clearly not smart,CONSERVATIVE
what a bunch of malarkey did everyone watch mikes face while biden spewed lies,CONSERVATIVE
i just cant do this,CONSERVATIVE
wake up america you can plainly see the faces that make up congress is this who you want making law for you and running your government remember who the real people are who created the nation not idiots like these people who are standing on our forefathers shoulders and peeing down their bad trust me its not raining wake up and put a stop to loosing control or our great nation,CONSERVATIVE
it is time for separation a national divorce now,CONSERVATIVE
you are the one who destroyed border,CONSERVATIVE
im just here to watch all the triggered trumpanzees,LIBERAL
you have to be joking,CONSERVATIVE
tf,CONSERVATIVE
close the border,CONSERVATIVE
14800 please where do you think all djt properganda crap is made ivanka got a factory out there,CONSERVATIVE
81 years beats 91 indictments every day thank you president biden for your life long service to this great nation,LIBERAL
yeah biden put a fence around the capital but he wont secure our borders which is more important,CONSERVATIVE
i am a democrat now but i used to vote for who i thought was better not a party after trump i could never ever vote for a republican again but watching this just made me sick lies lies and more lies all these rich people representing we the people have no idea of the struggles the low to middle class are facing right now there may have been jobs created but they are all crap jobs and people are working 2 to 3 jobs just to stay where they are and are barely hanging on inflation is 39 what a lie that is do you really think us americans believe that joe you should not run due to your age and let someone step up and take on the problems you have been unable to solve for us the state of the union is strong really joe you are living in the twilight zone i just want to slap that smile off of kamalas face she is just thinking if good old joe kicks the bucket she will be president this is just making me so sick i am turning it off,OTHER
fjb you make me puke every day you liar,CONSERVATIVE
its a miracle he did not fel asleep in between,CONSERVATIVE
one lie after another lie if we keep him in office its over for us,CONSERVATIVE
inflation is the highest its been in 40 years but he blames everyone else besides his own policies then talks about snackflation what kind of president is this,CONSERVATIVE
absolutely disgusting all i heard in this angry old man speech was lies entitlement disrespect contempt empty promises division and nothing to fix the border he broke nothing to fix the price gouging his administration caused with inflation nothing to actually help american citizens we do not want 4 more years of this corrupt administration we will not survive it,CONSERVATIVE
the beautiful thing about this is most of us americans can see right through this horrible speech and that gives me hope,CONSERVATIVE
biden is ready to fix the border after 3 years,CONSERVATIVE
we are not a democracy we area republic,CONSERVATIVE
can you believe these people for clapping for the buffoon who f up this nation he doesnt even know who he is talking to,CONSERVATIVE
joe kicked that maga border bs outta the park nailed it touch down,CONSERVATIVE
whats he doing giving a lesson in history,CONSERVATIVE
why was he yelling so much felt like being reprimanded for leaving your bike in the driveway,CONSERVATIVE
all the bs that came out of his mouth this clown is a joke to america,CONSERVATIVE
the response is full of lies shame on you putin pupet fox,LIBERAL
10511 the real joe biden,CONSERVATIVE
katie got her cross pendant all polished up to get the evangelicsls hardsince the other faux news fanbois are already leghumpin the bottle blonds,CONSERVATIVE
im very looking forward to when he croaks,CONSERVATIVE
a fig for lincoln a fig for fdr and a fig for biden the worst presidents in history war mongering at its best how stupid does this fool think we are,CONSERVATIVE
my god it is so good to see a man who can put together a good and focused speech after watching trump mumbling bumbling and stumbling through his stock speech forgetting and mispronouncing words then trying to pretend he didnt one thing was perfectly clear tonight biden is running to make the country better trump is running to stay out of jail,CONSERVATIVE
all that hot air where are the balloons,CONSERVATIVE
what a disgrace joe biden is,CONSERVATIVE
what a joke he is all he cares about is ukraine and could care less about us he never tells the truth and has nothing to offer except anger and hate towards anyone who doesnt agree with his delusions he disgust me,CONSERVATIVE
did he say he beat the winner,CONSERVATIVE
well done the stark difference between biden and trump was on full display tonight,CONSERVATIVE
why is he always yelling calm down grandpa the state of the unions being held up by toothpicks and joe you are big pharma nice try though,CONSERVATIVE
cut the bs and let us hear what you have to say for your self and how many times its trps fault all the noise is stupid people,CONSERVATIVE
all there filling their pockets,LIBERAL
what the hell is everybody so f happy about,CONSERVATIVE
so fake i cant believe im watching this anything he say they so happy do they even listen what he says lol in beginning wen he wen he forget his script they like dum people just listen to what he says did nothing what he said,CONSERVATIVE
need to cut bidens pay if youd cut the pay of all those officials in half it would cover our national debt trump never took a salary when he was in office,CONSERVATIVE
my god he looks halfdead i can hardly wait to hear some more lies and horsesht lets see how stupid he thinks we are,CONSERVATIVE
if you just kept trumps border policy the invasion of our country did not happen,CONSERVATIVE
you wont see biden for a while he is going to have a post high crash when the drugs they pumped him up with wear off,CONSERVATIVE
notice all the bleached blonde bimbos there,CONSERVATIVE
well they had all the criminals in one room at least all know who they are,CONSERVATIVE
why does biden have to yell with stern anger all the time its painful,CONSERVATIVE
i thought the response sounded phony since half the issues she brought up were under trump or because of him,LIBERAL
i wish they had started chanting trump,CONSERVATIVE
this is just pitiful biden should move himself and his administration to ukraine hes worried about their wellbeing more than the needy of the united states,CONSERVATIVE
ironic biden talks about democracy and freedom when he wants total governmental control of the 2nd amendment raids political opponents reinstate unconstitutional laws like roe v wade and threatened the us supreme court absolutely sickening how people still support this monster,CONSERVATIVE
thats not the real biden thats an ai robot biden no way does he go from dopey sleepy to this,CONSERVATIVE
joe biden is full of crap,CONSERVATIVE
what a piece of work,LIBERAL
was fani willis and her boyfriend wade their,CONSERVATIVE
vote 2024 with trump before was better than now and in trump administration everything would be better for our future trump put americans first lets make america great again,CONSERVATIVE
just imagine four more years of this he craps out and kackeling kamala is in office god help usnovcant come fast enough,CONSERVATIVE
the lady talking at the end of this is an absolute psychopath then again ive never lived in the south maybe thats normal behavior,CONSERVATIVE
so weird and creepy whats wrong its like everyone is in a daze,CONSERVATIVE
lie after the lie he looks confused i wont waste my vote on this man,CONSERVATIVE
god help us,CONSERVATIVE
no they cant,CONSERVATIVE
hows that censorship police,CONSERVATIVE
we the people want heads these are not americans,CONSERVATIVE
biden dont decide for israel two state who the hell are you to make a decision on behalf of israel god bless israel in the mighty name of jesus christ amen and amen from safrica amen,OTHER
he said nothing significant,CONSERVATIVE
no mention of asean in relation to china,CONSERVATIVE
i thought i was watching rich little doing stand up,CONSERVATIVE
he nailed it and maga babies knew it,CONSERVATIVE
biden make china great agian,CONSERVATIVE
thats right now you want to build our enemies a four or five million dollar peer you the man american last your major priority thank you so much,CONSERVATIVE
not enough negative adjectives and words to express the lament of having this schill in office as president of our nation complete travesty beyond comprehensionhistory is watching and will judge accordingly,CONSERVATIVE
wow talk about out of touch with reality,LIBERAL
look at all the lizard people,OTHER
aint no way in hell im watching this ill catch the highlights tomorrow,CONSERVATIVE
we the people will hold january 6 coup plotters and unamericans accountable,LIBERAL
definitely not four more years,LIBERAL
there are no new elements in the speech,CONSERVATIVE
joe wants to get 3 4 year old kids on the dems government plantation forever,CONSERVATIVE
promise promises promises lying about a lot of things now he act like hes care about americans,CONSERVATIVE
how many times did he say my predecessor sheesh a typical democrat blame others for your own shortcomings,CONSERVATIVE
majority of these fools are so old,LIBERAL
how can the speaker just sit there and say nothing shame on him,LIBERAL
a legend in his own mind,CONSERVATIVE
the demorats jumping up clapping hands for biden shows the mentality of the demorats that represent american citizens god help you all,CONSERVATIVE
he released sanctions on russia so they could make billions to fund the war that nato provoked,LIBERAL
got to start buying vote now,CONSERVATIVE
the party of reagan in total silence when the us president stands strong against russia wow,CONSERVATIVE
where is mike tyson when ya need him,CONSERVATIVE
i would literally vote for anyone else,CONSERVATIVE
wow president biden knocked it out of the park,LIBERAL
this is a campaign speech,CONSERVATIVE
speaker johnsons facial expressions say it all i can only imagine his clenched fists behind that table,CONSERVATIVE
joe stop lies to american people,CONSERVATIVE
meanwhile republicans giving the careless whisper sotu,CONSERVATIVE
so far this is not a state of the union,LIBERAL
yeah up to 80 million and from china dont have a problem paying for stuff you and son,CONSERVATIVE
destroying our country and selling it to the highest bidder and they are clapping,CONSERVATIVE
in case some of yall cant see it the dislikes are currently 12k,CONSERVATIVE
im a democrat and id rather vote for trump than biden,CONSERVATIVE
these fools were shouting four more years,CONSERVATIVE
whoever prepared this speech is a disgrace,CONSERVATIVE
i was hoping to hear the potus deliver a state of the union address unfortunately gi joe turned it into a campaign pep rally mr speaker knows,CONSERVATIVE
that was the biggest lie fest i have ever watched next to willis and wade,CONSERVATIVE
5534 ashujunafirlem achfr,OTHER
this guy stinks,CONSERVATIVE
biden and his minions truly sicken me,CONSERVATIVE
how about the city that got shut down by train wreck there is still in dire straits,CONSERVATIVE
you maga people quickly forget that your guy is an adjudicated rapist and insurrectionist with half a billion in penalties and fines 4 indictments with 91 felony charges this is your guy really,LIBERAL
this president does not care about the american people,CONSERVATIVE
when biden drinks does he speak clearly,CONSERVATIVE
what a disgracelord forgive joe for he doesnt know what hes doing,CONSERVATIVE
we checked the numbers an this administration is breaking are pockets period lies an more lies were paying for those people coming over are boarders wake up people where do u think that money is coming from when were all having trouble even getting are taxes we worked for period,CONSERVATIVE
where is meely mouth mitch,CONSERVATIVE
biden live in the present not in the past for goodness sake god help you all with your current president who is an embarrassment to your country from safrica,OTHER
trumps in trouble vote blue,LIBERAL
imagine if old joes nose grew every time he told a lie just imagine,CONSERVATIVE
yeah but theyre running trump and a bunch of other people out of business in new york because theyre not democrats,LIBERAL
literally never seen an administration lie as consistently as this one its an embarrassment to our country other nations watched tonight and best believe they see all of our weaknesses starting at the very top so sad trump will beat biden this upcoming election dont forget to vote and god bless our country,CONSERVATIVE
ive heard so many lies its hard to watch he makes my skin crawl creepy joekeep him away from smelling little girls hair,CONSERVATIVE
from the sanity of australia to president biden real measurable achievements and promises which we know he will keep,LIBERAL
whisper to us joe,LIBERAL
does joe really now what the constitution is all about,CONSERVATIVE
why are all these businesses continuing to close and file bankruptcies why is food sky high why are homes so expensive why is biden such a liar when he has destroyed our borders and economy,CONSERVATIVE
you have to respect our first lady for waking up to that every morning few are that brave,CONSERVATIVE
johnson is making it obvious who the gop cares about,CONSERVATIVE
youre sickening,LIBERAL
how many abraham lincoln are there,CONSERVATIVE
god have mercy on any one who votes biden on nov 5th,CONSERVATIVE
they raised the debt lying again,CONSERVATIVE
a very safe speech no one has any idea what he said,CONSERVATIVE
drugs are wearing off hes getting spacy,CONSERVATIVE
no way could i even begin to stomach listening to this bulhit president socalled wanna be leader i might vomit all over the floor it doesnt matter whatever he says is stupidity and ignorance,CONSERVATIVE
no lies no whining republicans must be thinking what the hell is happening,CONSERVATIVE
is this a state of the union or a campaign speech sure sounds like the latter did he just threaten the supreme court justices sounded like it to me,CONSERVATIVE
what happened planet has just got on its definitely not america or earth,OTHER
this creep has never held a job besides politics he has no clue to what the working american has to do every day to keep above water to survive he wants 4more yearsgod help us we would be finished for sure cant wait for nov,CONSERVATIVE
are tax dollars is paying for all this there not pulling the money out of there butts,CONSERVATIVE
and now people on social security have to taxes on their social security,CONSERVATIVE
scary hes out of his mind,CONSERVATIVE
a direct quote from tonights speech amb umber my planb,LIBERAL
its like hes telling chuck norris jokes about himself,CONSERVATIVE
i dont understand why are you talking about ukraine charity begins at home youre supposed to serve the interests of the american people secure the border america first,CONSERVATIVE
now we know who had the cocain in the white housepretty sure was some in the white house tonight,CONSERVATIVE
im from elkhart indiana an had to move cause inflation took away alot of are jobs so more lies,CONSERVATIVE
magat tears have flooded this thread where did the gop get that ai robot in the green dress for their response cringy,CONSERVATIVE
all lies an more lies this administration has done nothing all talk,CONSERVATIVE
how abut the afghanistan withdraw getting soldiers killed leaving billions of dollars in equipment borders is a mess crime going up new gangs appearing,CONSERVATIVE
the world rolled around laughing at this old decrepit man,CONSERVATIVE
what he mentions trump policies takes credit for them and trashes trump,LIBERAL
that was good energetic speaking,LIBERAL
all he so called president cares about is that ukraine keeps its border but doesnt want us to have a border what an evil man to be in charge of this country i dont think i could meet him in person without screaming at him,CONSERVATIVE
this wasnt a state of the union address it was a campaign speech full of hate vitriol and lies,LIBERAL
absolutely briliant speech right out of the blocks i will not bow to putin unlike trump mike johnson just sat in his seat and squirmed and counted his fingernails listen to president bidens speech and tell me he has alzheimers then listen to trumps we know who is in mental decline it sure as hell aint biden,CONSERVATIVE
screaming doesnt work joe lier lier biden on fire,CONSERVATIVE
the response at least wasnt completely scripted,CONSERVATIVE
the usgovernment and europe are preparing for a new war this is another warspeach in front of a crazy crowd trump needs to take over and stop this regards from germany,CONSERVATIVE
this man is a joke lies every time he speaks,CONSERVATIVE
history was made tonight record breaking of liars was there,CONSERVATIVE
if u send me to congress huh joe ur running for president,CONSERVATIVE
the republicans should have chanted no more years,CONSERVATIVE
mrpresident time to go to bed nowgood night,CONSERVATIVE
end the scourge against women in america does this mean they finally know what a woman is,CONSERVATIVE
dont they realize that those batteries dont last forever and have to be disposed of where they going to put them so they wont get in to the environment,LIBERAL
even so mr biden that you have a good speech you have to know for sure how valuable ukraine is to vladimir putin and to what final end he is fully committed to taking full control of it back from nato and the us are the american people committed to a war on inflation that could last 15 years that it might take to force the russian people to turn against him,CONSERVATIVE
can ai translate this speech into english,OTHER
i effing hate this man give his wife the folded flag already and lets move on,CONSERVATIVE
if you support joe biden after all his destructionsatan has a hold on you please get on your knees and repent,CONSERVATIVE
50 years of corruption,LIBERAL
such a lying scumbag,CONSERVATIVE
why was he late i was taught to be on time for everything clearly he doesnt care for us,CONSERVATIVE
wow united state this is sad man joe biden destroyed everything in 3 years,CONSERVATIVE
pelosi and schumacher look like their going to pee their pant,CONSERVATIVE
where is felon trump in prison or still in court bleach man,LIBERAL
agree so phony,LIBERAL
third world politics is finally established in this country and communist propaganda and lie become the main topic of this sotu,CONSERVATIVE
the crowd chanting 4 more years is crazy,CONSERVATIVE
so sadelderly abuse i am really embarrassed as an americanthe whole world is laughing watching the circus,CONSERVATIVE
what a joke fck joe biden trump 2024,CONSERVATIVE
i thought this was an snl sketch i cant believe this is the real republican response there is literally a border bill sitting waiting to be passed you guys are nuts this is just so weird,LIBERAL
i remember when people could not stand george w because of the way he pronounced nuclear one word,LIBERAL
mtg represents her constituents she is the voice and character of her voters i think ill stay out of that part of georgia more dangerous than south side of chicago,CONSERVATIVE
this was nothing more than a state of bs the people address,CONSERVATIVE
no more year,CONSERVATIVE
it was the same speech like last time again using some black people as shield wow joe biden is deep crook,CONSERVATIVE
fjb fjb fjb fjb to infinity and beyond,CONSERVATIVE
biden said he going to make the wealthy pay their fair share thats a laugh he is the one who wrote the tax codes 30 for working class and 8 for the wealthy he also took the retirement fund and turned it into a retirement tax so they could use it as a slush fund when he says make the wealthy pay look out working class your taxes are going up,CONSERVATIVE
how is it that millions still believe america is not ruled completely by big pharma prison industrial and military complex there is no left and right,OTHER
has everyone ordered their gold trump sneakers those legal bills arent going to pay themselves,CONSERVATIVE
he just agreed to be working with the 2030 agenda,CONSERVATIVE
lol he didntvwatch all the video lol blind joe blind,CONSERVATIVE
every single word is flat out,CONSERVATIVE
i wonder how much meth they gave joe biden,CONSERVATIVE
republicans and the maga cult are so upset biden had a good speech tonight the comment section here is full if salty people and others who are still in denial,OTHER
hey joe you are a model catholic you have a clear pathway to heaven,LIBERAL
biden is a great president and must be our president in 2024 dont need insane other runner lets support biden,LIBERAL
thats right we should fight other peoples civil wars and not put in america first imagine that,CONSERVATIVE
are any republicans and democrats talking to one another do so go over to the other side and chit chat please,LIBERAL
i hope the january 6 insurrectionists were able to watch bidens speech from their prison cells,LIBERAL
he says american democracy prevails like it was some event against another nation lol it was all americans that stormed the capital says trump didnt care about the pandemic i believe he got out vaccines pretty darn quick says trump told putin to do what he wants lol yeah right thats why putin didnt do anything while he was in office then fragile biden comes in and he invades ukraine joe why is the border flooded with ppl drugs why are prices through the roof we leave noone behind what about how you withdrew from iraqafghanistan lies bs lies bs its amazing how many sheep believe this moron yeah jobs in america but where does all the parts come from not america you could go on forever funny the other news channels shut off the comments i wonder why,CONSERVATIVE
bad actors they are getting paid for clapping and their fake smiles ill give him credit for making all those numbers up lol but dont quote himhypocrisy its real in the left side,OTHER
this was a campaign speech,CONSERVATIVE
excellent speech talking about the things that really matter time for economic reform so that ordinary working people get their fair share more security at the border without eliminating immigrants who deserve to arrive and we need international cooperation to resolve global crises a rational approach to dealing with climate change which is a reality as the people in north texas must realize by now lets hear reputation based in reality instead of all this ridiculous name calling,CONSERVATIVE
he was so jacked up he didnt talk about what people going through what the idiots all he talk about all stupid democrats all of them problem oriented wow god help our country people must come together take him out of the wh people wake up not stupid,CONSERVATIVE
trump said biden is going to get us into world war ii terrifying,CONSERVATIVE
what kind of drugs did they give him just to get through the speech probably some of the drugs hes been letting come over the border,CONSERVATIVE
shame on us,CONSERVATIVE
rfk jr 2024,CONSERVATIVE
all the fake news channels turned off comments remember when gropy joe ran the last time youtube took off the counter for thumbs dawn and didnt allow comments,CONSERVATIVE
our enemies inside and outside our open boarders are smiling and ringing their hands,CONSERVATIVE
from me and my organization plus other organizations this was the most state of the union address we ever heard a president deliver our president dont need no cognitive test at all cause this man is on point oh my god we say go go go commander president joe biden people votepeople vote we and many others are behind commander joe biden we even have many republican friends that will be voting for commander president joe biden right along with us bidenharris 2024 vote katie britt you are trumpitize you full of that juice your speech was fake fake fake fake sitting in your kitchen like a rich princess dont know anything about being poor girl please you are just as bad of a as donald face trump our commander president joe biden laid it all down trump need to move to russia and be vice president for puden we dont need no donald face trump were on the commander president joe biden vote we are on just like our commander president joe biden we our commander president of the joe biden our president joe biden put you maga people on display tonight maga people yall are a,OTHER
trumps brain is turning into mush and every penny you send him will go to paying the selfproclaimed billionaires legal bills,CONSERVATIVE
what were they thanking him for,CONSERVATIVE
thatwas utterly embarrassing,CONSERVATIVE
sleepy joe you let the country down,CONSERVATIVE
why did the border only become a problem because of an upcoming ellection all of a sudden its not secure,CONSERVATIVE
bidens speech was exhibitionistic like a circus but katie britt is a real airhead,CONSERVATIVE
id actually love our country to go back back to morality virtue godliness etc,CONSERVATIVE
history is watching how you are destroying the value of usa,CONSERVATIVE
he talked about billions from companies and we have a 1 trillion ever 3 month problem,CONSERVATIVE
cantankerous old man no doubt hyper caffeinated for the evening not to mention a hyper partisan speech far from a genuine state of the union address,CONSERVATIVE
what a great speech biden wins,LIBERAL
laken riley is a democrat and she hates republicnas why are you trying to use her as a political pawn lmao,CONSERVATIVE
trump i agree with you,CONSERVATIVE
room full of stupid people and paid actors it takes a really stupid person to believe anything coming out of his mouth,CONSERVATIVE
well done biden you knocked it out of the park,LIBERAL
liar is going to lose,CONSERVATIVE
i swear this was a complete shitshow lies and propaganda ukraine what about your own people what a sham,LIBERAL
mike johnsons facial expressions are pure gold,OTHER
he really started with jan 6th then say we must speak the truth pathetic i just cant thanks foxnews but i can not take him anymore,CONSERVATIVE
biden needs a body double and a different speech writer,CONSERVATIVE
a life time of practice a life time of liesyou know i mean the big guy haha,CONSERVATIVE
pres trump must sue biden 6 january insurrection blaming djt from safrica,CONSERVATIVE
whats pelosi doing there ugh,CONSERVATIVE
ill tax you and you and then ill tax that tax so i can tax you more keep you in poverty lets go joe burden,CONSERVATIVE
whats with all the witches in white,CONSERVATIVE
vote against this regimebefore its too late,CONSERVATIVE
would like to see a random drug test on brandon fjb,CONSERVATIVE
you cant love your country only when you win but its ok to disrespect the supreme court when you dont,CONSERVATIVE
that traitor johnson is for continuing the war in ucraine,CONSERVATIVE
so i am an enemy of the state because i support trump,CONSERVATIVE
dynamite speech thank you president biden for taking care of the citizens of the us capped drug prices caps on bank overdraft fees to 8 internet service heading to ruralurban america repairing old bridges and roads raising tax brackets so as to not eat up your pay raise strong economy per realfactual data and the long list goes on,LIBERAL
the white house has become an assisted living facility,CONSERVATIVE
i think this was the worst state of the union i have ever watched,CONSERVATIVE
you cant love your country only when you win tell that to hillary clinton,CONSERVATIVE
maga trump trump trump trump,CONSERVATIVE
state of union address by a clown,CONSERVATIVE
i cant finish this gaslighting session just nonstop lies and ukraine support what happened to american citizens,LIBERAL
these puppets clap for lies then the cackler kamala stand up for everythingyep they pull her strings,CONSERVATIVE
fdt,CONSERVATIVE
this man told so many lies in this speech he wouldnt know what truth is,LIBERAL
look at all the idiots clapping all satans puppets,CONSERVATIVE
address the real problems of the usa will u joe for a change,LIBERAL
i cant watch probably a giant train wreck,CONSERVATIVE
omg biden give me headache just listening to him,CONSERVATIVE
people r a virus to the planet they have to go i firmly believe in population control too many idiotsim not black anymore either i now identify as a caucasian binary triangular squirrel respect my gangster and im telling santa claus kids r fake this yearvote for trump 2024 long live the illuminati someone gonna be butthurt over thiswelcome to my social experiment,OTHER
this is like the exercise yard at san quinton full of criminals,CONSERVATIVE
katie you had your speech made up ahead of time it sounds like you were talking about trump all the way,CONSERVATIVE
incredible speech poor rump i wonder if he still wants to debate he better start practicing,CONSERVATIVE
such a mean old man,CONSERVATIVE
dream on biden shows the mentality of the demorat party pray for peace putin lives in bidens head dear god biden is crazy he wants war from safrica,CONSERVATIVE
what a disgrace to our nation,CONSERVATIVE
you all are talking about lies without citing one thing that he said you are so brainwashed,LIBERAL
couldnt stand watching for more than the first 10 minutes so tell me did biden say anything about securing our borders which is one of the most important things the potus should do to ensure our national security i am going to guess not did he know that he has the authority to invoke the defense production act without needing congress to agree so that ammunition supplies artillery shells and other military equipment production could be increased and supplied to ukraine i am also going to say not did he explain why he continues to forgive student loan debt and transfer that debt to other taxpayers even though the supreme court told him that he did not have the authority to do so again i am going to say he didnt,CONSERVATIVE
its funny republicans would probably get along very well with biden hes old white been in the government for decades a selfadmitted capitalist wants manufacturing jobs to go back to america and clearly loves this country as evidenced by how much he proudly proclaimed it today,LIBERAL
oatmeal brains,CONSERVATIVE
who are those idiots clapping including haris,CONSERVATIVE
all the news supporting the pres has the comments off this guy lied about everything has had four years in office and ruined everything was fighting the texas to secure the boarder and now is acting like he is for protecting it,CONSERVATIVE
inflation has gone down where mars,CONSERVATIVE
every time i see biden i hear circus music not exaggerating,CONSERVATIVE
a horrible state of the union address and an even worse response to it one of the cringiest night in american history,CONSERVATIVE
i see the trolls and censors are very active here,CONSERVATIVE
bidenlie only we have to way to remove biden is to old to be a president he looks like mummy,CONSERVATIVE
this man was a senator for 36 years and a vp for 8 yet he blames everything on trump he has done nothing for this country in 50 years nothing will change now,CONSERVATIVE
cant tell whose walking sticks these are,CONSERVATIVE
mr speaker the president of the united states 3644 actually starts at 4608,CONSERVATIVE
where are these 100k jobs with no college degree,CONSERVATIVE
typical yt is burying comments again,CONSERVATIVE
i see bidens writers are still using pieces from other presidents very nice very historical,CONSERVATIVE
sorry guys im changing my vote to bidenhe can do the job and isnt divisive and as dishonest as trumpamerica needs to come together and that wont happen with trump plus no standing up to putin could be the one of our biggest ever mistakes and frankly no president of mine will not support ours allies against the murdering thug who like china and iran will do anything to damage america,CONSERVATIVE
worst president ever and cabinet they should all be ashamed of themselves for destroying this country,CONSERVATIVE
this guy is quick to forgive china but has it out for putin kind of interesting considering china just killed millions of people across the globe,CONSERVATIVE
god they are so far removed from the people,LIBERAL
this man is just too old seriously he would not respond well any moment of pressure 11535,CONSERVATIVE
great speech a true leader who knows how to get things done winning,CONSERVATIVE
fox will have a field day with this speech and a massive thank you to marjorie taylor green and all involved in honouring laken riley,CONSERVATIVE
joe has an ear piece,CONSERVATIVE
he cant even get the name of a girl who was murdered because of him correct everyone that says they will still vote for him are a pathetic excuse of an american citizen,CONSERVATIVE
the worst president in us history giving his last state of the union address thank god trump,CONSERVATIVE
so much for decorum marjorie taylor greene is an insult even to the republicans at this point mike johnson must be so pleased to be part of the same party good christian right she is a despicable human being i hope trump chooses her as his running mate it would be so appropriate,LIBERAL
i must be honest the demorats to be chanting 4 more yearsfor biden their mental state must be in question its unbelievable to think these demorats make decisions on behalf of america citizens god help you all pray god bless pres trump and the maga patriots and god bless israel in the mighty name of jesus christ amen and amen from safrica amen,CONSERVATIVE
not convinced the subtext was i have energy but the performance was that of a method actor the tone was angry bitter and accusatory the libs are terrified of trump,CONSERVATIVE
actions speak louder than words as always they lie and promise without delivering look around you and youll know what the democratic party really wants mass illegal immigration to take jobs sew chaos having us welcome a policesurveillance state with open arms to be safe from the thousands of criminals hes all but rolled out a red carpet for they care nothing for americans,CONSERVATIVE
biden gets all his kick backs from ukraine so do many democrats,CONSERVATIVE
this guy is a legend he is 13 the age of the usa,CONSERVATIVE
why are they applauding,CONSERVATIVE
irf millions of people from around the world and desdly drugs can make it easily through thr border this is not the time to ban assault weapons or the black market and gangs will have them imagine rhe outcome,CONSERVATIVE
time for a diaper change and an ice cream cone as promised,CONSERVATIVE
im 20 minutes in and are asking myself who the tf voted for this idiot wo ever voted for this fn idiot should be ashamed,CONSERVATIVE
everyone hates these crooks yet there in office wow theres a few good ones,CONSERVATIVE
obama never underestimate joes ability to fck things up,CONSERVATIVE
i like how cnn disabled comments,CONSERVATIVE
his mouth didnt match him actually talking correctly and it appears biden was ai generated because of his ability to speak as we all know is messed up most of the time his hands were also flat when he talked most of the time which is a sign of ai generated graphics i call the whole thing totally faked,CONSERVATIVE
what drugs do they give him that makes him angry and coherent,CONSERVATIVE
hes a piece of crap,CONSERVATIVE
biden spent the majority of his time yelling at the top of his voice admonishing others in an attempt to distract from the true state of the american union since he took over a speech with absolutely no substance by a president who is barely alive at this stage surely the us can do better than that he is an embarrassment,CONSERVATIVE
what a complete waste of time and tax payers money,CONSERVATIVE
he couldve concluded all these in one word asufutimaehaehfutbw but he didnt,CONSERVATIVE
he had to bring up jan 6 as americas darkest day what an idiot,CONSERVATIVE
but he didnt say her name he called her lincoln not laken,LIBERAL
angry old wannabe tyrant gaslighting and shouting down at everyone hes a jerk,LIBERAL
biden on target sincere nothing like his predecessor additionally britts repub rebuttal pure theatrics bored me after 10 minutes,CONSERVATIVE
who careswhy are we covering this,CONSERVATIVE
how did they prop him up,CONSERVATIVE
all i seen tonight was biden telling us a bunch of lies that he has done so much for the country well he has he distroyed it he made us a laughing stock with the world,CONSERVATIVE
one of bidens best speecheshes winning reelection for sure now you cant love your country only when you winremember that republicans,LIBERAL
hunters absence was the first highlight of the night hatred filled the room emanated from pitiful politicians usa was stepped on again with accommodations,CONSERVATIVE
it really does make you wonder like what the end game for these people where are they going to go,CONSERVATIVE
what a disgusting lying piece of crap he belongs in an institution not the white house worst president in history,CONSERVATIVE
gtb instead of gdp 14606 this is why our country is fed up,CONSERVATIVE
cartel biden is a national disgrace and global embarrassment fact,CONSERVATIVE
this wasnt a state of the union it was a state of confusion,CONSERVATIVE
proud of our president powerful speechi hope to see the changes he promotes when he is re elected,CONSERVATIVE
we want a republic not a democracy,CONSERVATIVE
that table talk isnt gonna cut it youd been better off just showing proof of his lies one by one with facts or show his numbers vs trumps as far as border crossings i know weve all seen them but guess who hasnt this appeal to family values wont cut it against these demons know your enemy right obviously republicans still dont get it edit ugh not the empty chair technique,CONSERVATIVE
what a crock of lies and deception whats up with harris always standing up clapping and staring at the camera like a deer in headlights he has pulled the wool over a lot of peoples head as fellow americans suffer just a touch on this subject criminals can get and do whatever they want and banning something keeps the law abiding the prey he needs to walk away and give up on 24,CONSERVATIVE
interesting speech but the gops response had more substance,CONSERVATIVE
hes the threat to our country,CONSERVATIVE
joe biden is 100 full of bologna,CONSERVATIVE
