comment,biden_stance,trump_stance
jobs the 8m illegals whose countries are at 1940s wages,NONE,FAVOR
with him wake up george h bush age of usa and ronald reagen age god bless usa,NONE,NONE
4 more years,NONE,FAVOR
not that you let millions of illegals in freely recheck your crime stats,NONE,FAVOR
yea just ignore the fact that you abandoned 13 marines in afghanistan,AGAINST,FAVOR
i voted for biden in 2020 have never been proud of it until now this is what a us president looks like also ceasefire now,FAVOR,NONE
say goodbye to the chosen one the last time he is truly president of america who sees and promises to seize opportunities to benefit all americans unlike trump is just plain trash and seeks wealth to eradicate his debts and institute retribution against all who dont lick his a seeks immunity against all his crimes say goodbye to trump one more time the last time,FAVOR,AGAINST
4 more years,NONE,FAVOR
to my american friends let me just say that you have president who has razor sharp mind ask putin,FAVOR,AGAINST
why are they all so excited about him being able to get through the speech they are shocked that he made it without going completely off the rails as usual,FAVOR,AGAINST
hello my kind and compassionate liberals i am an illegal immigrant or what you call an asylum seeker can you be so tolerant and kind to let me stay in your home this will be your chance to show the world how liberal and woke you are who wants this honor im taking applications,FAVOR,AGAINST
did he say to someone i didnt botch it did i when he came off stage someone said no more talking about cognitive decline well no just because he can get hopped up on some good drugs and somewhat perform for 1 hour does not make a leader even at that he still mumbled quite a bit and could barely stay on track,AGAINST,NONE
campaign speech at best like listening to someone gargling glass,AGAINST,NONE
mike johnson is a 15 year old man what a pos the sheer lack of respect in that roomand we the people pay these ahles,NONE,AGAINST
remind the incomers that this is a english speaking country they should all be required to learn it,NONE,FAVOR
i know this is a redundant comment but i just want to express my own sense of utter revulsion for speaker johnson how does the worlds most powerful government accord such a pathetic little man such a prominent placing,NONE,NONE
4 more years ridin with biden vote to keep our democracy alive,FAVOR,AGAINST
why is he screaming the whole time,NONE,NONE
500 billion so you can just give it away to ukraine,AGAINST,FAVOR
im a european us politics observer president biden is sharp as i see in this address good for you guys why isnt he always like that hes like a different person,FAVOR,NONE
teachers do need a raise they need to make a minimum of 80k per year,NONE,NONE
democrat treason on full display,AGAINST,FAVOR
i like how they tried to edit out all mike johnsons head nodding by cutting to another camera view or angle full of shit this speech,FAVOR,NONE
what a speech from president biden 4 more years,FAVOR,NONE
we will not walk away this kind of propaganda is going to have dire consequences for us all the nuclear kind fk biden fk trump theyve had their time and that time has passed and neither one deserves to lead america rfk all the way,AGAINST,AGAINST
the world is watching this insanity too,NONE,AGAINST
what about the nazi internet laws that you and obama got passed kamillian harris claps,AGAINST,NONE
i dont want to hear bidennomics i just wanted to say if biden blamed israel then its time for what evidence bidennomics has if not jail biden for assault on chief israel,AGAINST,NONE
you guys dont want another 2 trillion dollar tax cut for the wealthy i thought that was your plan thats good to hear love it,FAVOR,FAVOR
was that sanders the only one with a mask,FAVOR,NONE
he the little johnson cant applaud the first female vice president,FAVOR,AGAINST
why is the gop so mean always angry thats crazy,FAVOR,AGAINST
pretty presidential for an elderly man who allegedly has dementia,AGAINST,NONE
he hit itjobs that dont require a college degree these workers who are truly making the biggest difference in the economy yet they are not paid enough to even afford purchasing their first home where did i hear making sure folks are being paid a minimum 50hr as barbara lee mention in one of her talks ps i rideshare and barely making 21hr,FAVOR,NONE
i have three kids live in northeast best schools in the country and they did not read comprehensive until third grade they were reading site words in kindergarten,NONE,NONE
great speech by the worst president in us history bar none open bordershigh inflationgot people killed in afghanistanand blame everything on trump what an angry despicable old man,AGAINST,FAVOR
kamala harris and mike johnson their reactions were just epic it feels like watching a hollywood comedy movie,FAVOR,NONE
you can teach a child in 6 months with a phonics program homeschooling my daughter for her kindergarten year this world has not really done the best in every situation such as teaching,NONE,NONE
wheres all the senility and dementia biden seems in command and on top of his game to me givem hell joe,FAVOR,NONE
they didnt fail you all cheated the election in the wee hours,FAVOR,FAVOR
let us have faith that right makes might lincoln,NONE,NONE
all he did was spit lies lmao,NONE,FAVOR
at the 500 minute mark my message to president putin is simple we will not walk away we will not bow down i will not bow down why was this segment not shown on any of the msm programs about the state of the union address easily the most powerful statement in the whole address,FAVOR,NONE
to keep the people united they should have had a recount of the votes,NONE,AGAINST
four more years,NONE,FAVOR
theyre gonna roast johnson for this afterwards he said he vehemently disagreed so much with the president tell your head that every time you nod in agreement great speech by biden 2024,FAVOR,AGAINST
no one should be jailed for drugs and marijuana lock up every black person for 15 yrs no matter how much crack they have fk this guy,NONE,NONE
johnson doesnt have a clue about what hes doinganother diaper donny clown,NONE,AGAINST
disgusting seeing this people standing to clap about baby murder god needs to act now and make justice to this innocent babies biden you are in a big trouble with god you are fired man fired man,AGAINST,NONE
mr speaker i see it in your eyes on your face and in your heart be the republican to turn the tides install in your party those values you know youre lacking and in so doing one day in the future you will be giving this speech and will have earned that opportunity,NONE,FAVOR
you did not do it u took peoples rights and some jobs vaccine is bs,AGAINST,FAVOR
im pushing 70 and capable in my field yet retired to focus on family community and enjoying retirement bidens commitment to usas growth prosperity health care and worldwide peace is inspiring thank you president biden,FAVOR,NONE
communist filth,NONE,FAVOR
iair liar pants on fire you are a shameful example of humanity,FAVOR,AGAINST
what about covid and cancer,NONE,NONE
in the end nothing remains but strong words all leaders of declining empires faced this moment but strong words didnt help them and they will not help joe biden joe biden must really be desperate seeing how all his plans in the last two years miserably failed presidents roosevelt and lincoln will turn in their graves hearing the speech of joe biden and seeing what he has done to the united states victoria nuland just left the sinking ship when will joe biden or will he bring nuklear armageddon to the rest of the world,AGAINST,NONE
reading from a teleprompter lol,NONE,AGAINST
warren buffet donated 2 million to bidens campaign in return joe biden cancelled the keystone pipeline in doing so it protected buffets foreign oil investments but it also doubled the price of gas overnight why vote for someone who is willing to literally sell out americans,AGAINST,FAVOR
fantastic speech president biden you said almost exactly how i feel,FAVOR,NONE
i feel so inspired uplifted blah his speech mentality is a combination of weak pathetic lies insults insincerity putin probably watched his speech without much attention while lounging in a spa sipping a drink as he pondered the unfathomable stupidity of the presidential administration which might have provided him a slight suttle smile,AGAINST,FAVOR
trump the dont not america history,NONE,AGAINST
since when is the most pressing issue in the us not enough abortions cmon normies please wake up and get this loser off your tvs,FAVOR,AGAINST
biden god is not with you you are supporting the killing of baby innocents you are fired you will not be the next president bye bye bye bye,AGAINST,NONE
what a compelling state of the union speech did someone mention that the president has dementia he hit every nail on the head tonight 4 more years,AGAINST,FAVOR
what about budapesht memorandum,NONE,NONE
even obama said this guy was wrong on nearly every political choice hes made tell me joe what are you going to do to put more money in pockets of middle class and dont lie trump got insulin to 35 a month why are you taking credit,AGAINST,FAVOR
what a disgrace speech joe didnt lay his vision for america it was a political and election speech all he did was blaming others for his failures for example where was he and the vp when illegal immigrants crossed our border in the millions he never visited once until just recently he doesnt care about our country and the security of our people i am an immigrant my family came from a refugee camp we waited over 4 12 years before coming to america i dont hate immigrants because i am one of them but i want legal immigration personally i care about the prosperity and security of our american people at the end of the day its all about families and our future generations i may not like the way trump speaks and portrays himself sometimes but at least he shows that he cares about the future of americans also at the end of the day no ones going to feed my family or pay my bills i know were not better off than 3 years ago i am a small business owner and under joes current plan my business suffers much lets get back to the basic fundamental values of our country we cant afford another 4 years of joe biden and his incompetent vp the world is laughing at us because of joes policies,NONE,NONE
god bless every republican who stood up at least one time for what our current president represents thank you for caring,NONE,FAVOR
how can you tell joe is saying a lie when ever his lips move thats how old lien joe back at it,AGAINST,FAVOR
how can you tell joe is saying a lie when ever his lips move thats how old lien joe back at it,AGAINST,FAVOR
you cant even lie this was a very well done speech by the president vote dont forget to register,FAVOR,NONE
he makes one speech with all you trolls on here giving him praise you should feel ashamed of yourselves for all the high inflation and poor policies that he has set in place that is driving america into the ground im middle class working and i feel it in my pocket everyday i go buy things it doesnt matter how rich or poor you are anyways there wont be an america with another four years with this coward and dictator lies lies lies and everyone gives him a standing ovataion wow this is ridiculous,FAVOR,AGAINST
watching on from australia as someone who has been lucky to live in usa as a foriegn visitor i am crossing my fingers for the american people that president joe biden is re elected what a leader,FAVOR,NONE
i love the balls on speaker johnson his face isnt hiding anything,NONE,NONE
dear modern republicans you are in the seats of congress why are you being led by somebody booted out and a wannabe you every damned one of you need to be on your feet and behind your current leader just as you would wish democrats would support your own if he were in that my friends is why you were elected selected to be there remember you get what you put into it i have faith in both parties to do the right things will you all,NONE,FAVOR
awesome phenomenally awesome,NONE,NONE
why is cnn disabling the caption in this video,NONE,NONE
intelligence is so obvious when pointing out the less of the more important issues like the handling of world affairs and how the swedish government has signed on to nato stupid people are just not listening,NONE,FAVOR
i loved this sotu,FAVOR,NONE
one of the best speeches any president ever delivered majorly taylor should be ashamed she is in a safe constituency so she can shame herself and been stupid and ignorant and still get elected as simple as she is nobody else can beat her,NONE,NONE
i cant stand listening to this idiot anymore,AGAINST,FAVOR
this address was absolute hot garbage those are the fakest smiles and laughs ive ever seen,AGAINST,FAVOR
seriously didnt you sleep better in the last few years knowing that a competent person was in charge of our world wide affairs and wasnt constantly praising our adversaries,FAVOR,AGAINST
what a great president we have a man of integrity decency high moral values and a man who loves this country and wants to get things done for the benefit of all americans and a man who wants to defend the constitution and democracy nothing to compare with the cult leader representing the maga party,FAVOR,AGAINST
imagine if trump was in office essentially imported millions of future democrat voters on all our tax dollars like bidens administration has done if the roles were reversed would you all be outraged how about how they are gaming the system for new house seats by massively increasing the population in the big sanctuary cities such as nyc chicago la it doesnt even matter they cant vote yet its the increased population not citizens in all of these cities that will equal more house seats likely more electoral points in the near future take your bias away for just a minute look at that open minded as possible justify how thats not corrupt its the hopeful set up for about as close to a future one party rule as you can get that doesnt even count the mass amount they have flooded into texas there needs to be balance i am an independent gen z voter btw i just choose to look past the personality at times of trump see that his policies made most of our lives more affordable our country safer i know politics has become so polarizing divided so many people but we all do have a lot more in common than we think for the record i am all for immigration thats one of the greatest things about our country is our diversity but theres many many reasons why it needs to be done legally instead of opening up the border entirely for 3 years btw biden on day 1 used his executive orders to completely abolish trumps border policies then is now blaming him his maga friends for not fixing it biden has literally been to the border once in 3 years they know what theyre doing just look at the fentanyl flooding in the crime the children missing look what happened in georgia recently its not right,NONE,NONE
amazing how many people think this guy is a good president boggles the mind hes a fucking train wreck,FAVOR,AGAINST
what a farce,NONE,AGAINST
this is comedy gold,NONE,NONE
worst president in usa history,FAVOR,AGAINST
freedom of speech why cant this latina girl call you guys out with bullshit destroyed my country,NONE,FAVOR
clearly the democrats love communist,AGAINST,FAVOR
very competent speech good substance well done pres biden,FAVOR,NONE
the moment they take our guns is the moment they take our freedom,NONE,FAVOR
at age 52 this is the first time i watched sotu address in its entirety historic,FAVOR,NONE
mike johnson caught with russian donation konstantin nikoloaev and just broke national news mike johnson looked like he has an pants full,NONE,NONE
the obnoxious point dexter nerd speaker of the house was evidently the most disrespectful speaker ever in history to think he only got up one time during the whole speech to applaud the president hopefully he will be the next speaker to get impeach,FAVOR,NONE
amen to upfront and honest billing business wide,NONE,NONE
if you vote for the dictator numb nuts bankruptcy king youre so very ignorant,FAVOR,AGAINST
i liked when the president called out the maga cults with real truth facts,FAVOR,AGAINST
it is embarrassing for the speaker of the house act like that on the news it is not respectful to the president,NONE,FAVOR
hard to watch with little mikey and his face,NONE,NONE
johnson clearly has no problem with jan 6look at that smirk,NONE,FAVOR
bobby casey,NONE,NONE
hey mikey if im not pregnant and my egg dies am i a murderer extremist bullshit,NONE,NONE
watching mike squirm proves he is ashamed of himself for bowing to a psychotic dictator,NONE,FAVOR
jesus christ mike are you just not used to the limelight by your snarky facial expressions little jerk,NONE,NONE
big talks only from most incompetent us president ever you gave lot of false hopes to oppressed people of bangladesh who are being killed and stripped off all voting rights since last 15 years by lady hitler sheikh hasina but in the end you vowed down to hasina and now talking big against russian and putin you lost in all front,AGAINST,NONE
so many lies in front of the world he has no shame man its crazy,FAVOR,AGAINST
wow what a great man,FAVOR,NONE
mike johnsons facial expressions are nauseating,NONE,NONE
i love how he nailed the conservitards with his askin them if they wanted to give the wealthy another 2 trillion tax break they lied their asses off when they said no and everyone includin our presdent knew it,FAVOR,AGAINST
we love you joe and pray gods protection as your northern neighbours we watched in horror the president before you and marveled over the blind stupidity of people who would vote for him mr biden is a man of integrity experience wisdom and great character go joe go,FAVOR,AGAINST
010 boy was biden right he should have gone home right away,FAVOR,NONE
cant love your country only when you win thats a good one,FAVOR,NONE
the speaker of the house looks deeply troubled and ashamed he is in cahoots with the devil and he knows it,NONE,NONE
four more years,NONE,FAVOR
mike looks like he wants to crawl under a desk and hide from shame,FAVOR,FAVOR
excellent speech the pathetic media me johnson was terrifies to clap for the fear of loosing his gavel,FAVOR,NONE
please help the starving in usa new york state areas ohio iowa please make feeding groups four new york two in ohio three in iowa breakfast and lunch programs help the world side with britain to save children in endeavours and iowa please help,FAVOR,NONE
i am so sick of democrats lying about republicans want to cut social security people do your research its democrats that are destroying social security,AGAINST,FAVOR
mike johnson is so horrid who wouldnt support what bidens saying just shakes his head and purses his lips so his handlers know hes staying loyal to them,FAVOR,NONE
biden is exactly what an american president should be and has been before donald trump hearing him speak the truth in his sotu speech with conviction character and class shows a man who uses his intelligence and respect for others to lead us against the evils of the world i was moved to tears as i listened i am so thankful we now have a president who still believes in our country biden fights for american democracy and common decency,FAVOR,NONE
everyone is going on about mike johnson nodding because he agrees with biden you really cant tell hes nodding sarcastically,FAVOR,NONE
he is duped,NONE,FAVOR
quit sending billions to ukraine you sell out,AGAINST,FAVOR
youare so lie,NONE,AGAINST
im so proud of biden a president for american people,FAVOR,NONE
i cant stand listening to this man,NONE,AGAINST
once again this abrasive polarizing pathetic speech was given by a prez that provides leadershit that is lower than whale sht and that isnt fake news however biden kamala and their incompetent comrades have proven that my theory on global stupidity is alive and well and they are living proof of that biden and his minions are prime examples of how incompetent leaders rise to the top in our government aided by ignorant voters just like the incompetent leadershit that they support,AGAINST,NONE
taxes how about your son paying his taxes,AGAINST,NONE
how has inflation dropped 6 im still paying the same for gas etc,AGAINST,NONE
he just passed student debt on to taxpayers none of it came out of his pocket,AGAINST,NONE
how can this many sane individuals think that president biden is capable and competent to do his job maybe they arent so sane there was a time i used to say the same thing about president trump now i say hey dems you give me biden i give you trump,FAVOR,FAVOR
tell them yes so what you dont like what trump said your alliance is weak to russia you right history is watching how america fuck up the world,FAVOR,AGAINST
btw the federal deficit is up to 34 trillion dollars we need better leaders across the board editspelling,NONE,AGAINST
please let mars attacks happen in real life,NONE,NONE
at 50 min in whos the guy heckling and was escorted out what was he saying,NONE,NONE
speaking doesnt make any difference you and obama are good in that rather than blaming other leaders speak what you did a failure leader,AGAINST,NONE
with all the good issues mentioned not one republican even bothers to applaud the only way to explain that is that they want nothing good for the citizens theyre only there to benefit the corporations and line their pockets,NONE,AGAINST
can we as americans stop demonizing and attacking each other based on the politicians we get neither side wants to talk or work for the american people anymore its high school but with serious consequences if we wont and dont wake up our republic is doomed vote for people who work for us and not people who say nice things yet continue to hurt us at their own benefit both dems and republicans btw quit attacking each other folks we are all american,FAVOR,FAVOR
what a clown same old war cry they love war and death they are sick sick sick,AGAINST,AGAINST
its all staged its all a game theyre all acting but were the ones being played,NONE,NONE
republicans hate this man so much theyre blind to their disloyalty to our country like weve only been top power since world war 2 that can be taken away at any moment and republicans think its cute to play games wit they rubles budy,FAVOR,AGAINST
weve never fully lived up to that idea but weve never walked away from it neither biden,FAVOR,NONE
mike johnson emtionless the whole time republicans wont even support ivf or american jobs,FAVOR,AGAINST
everybody cheering for the child he still wants send money we have to borrow to ukraine and i also want to say i was stationed in germany when the wall was still standing and there was never a threat later the wall came down russia was never a threat it was just a belief that we had and we still have the same belief the ukraine war is a result of ukraine joining nato no money for war it will only buy more war,AGAINST,FAVOR
talking all this trivial stuff while we cant even afford milk or meet our basic needs because we have to stay in wars all the time to make millionaires happy,NONE,NONE
its nice to look through these comments before all the bots come in,NONE,NONE
notice this dirty old communist doesnt bring up the unlawfully detained prisoners from jan 6,AGAINST,FAVOR
the only decision that man makes is what flavor ice cream he gets before bedtime,NONE,AGAINST
whats your problem mike johnson you seem a little confused about which issue you disagree on,NONE,NONE
but what of all the cia involvement in ukraine starting wars on the borders of russia for the last decade that we know of how do we know your not causing this with russia and ukraine to cleanse the population maybe you trick everyone into thinking the population has youve surely killed enough addicts in the last 20 years knowing full well why china is poisoning us from the outside like british and english did many centuries ago,AGAINST,FAVOR
im sorry putin dont want none of nato our strongest alliance and trump wants to leave it and leave the us without allies idiota,FAVOR,AGAINST
yup under assault by your policies and the first thing you address is ukraine you job is too support americans yet you dont even acknowledge them you blame lie and dodge its your inherent behavior inherited by your son americans see you know you and many gave their lives so that your free your a shameful excuse for a leader,AGAINST,NONE
t 10729 he left only leads with hate and intolerance they say they dont and their sheep believe it it is easy to see,FAVOR,AGAINST
the supreme court justices need to listen and protect the republic not cater to hump,NONE,FAVOR
road and bridge infrastructure ill believe it when i see it our highways and roads are falling apart,FAVOR,NONE
why was mj shaking his head all the time as if he was high on ecstacy gops were not inf favor of policies that benefit the americans gop led by the orange cult leader were unable to deliver benefits to the americans like what this administration is doing,FAVOR,AGAINST
this is an amazing speech a real contrast to what i hear from the other side i like bidens sincerity and sense of humor,FAVOR,NONE
our democracy was sold a long time ago ole fella,FAVOR,AGAINST
when i started they said i was too young but now they say im too old yes joe you have been a festering boil on the ass of american government for far far too long,AGAINST,NONE
is he addressing us or the people in the room,NONE,NONE
mike johnson does not support the survival of our democracy he did not stand in support of the us against russia because their beliefs want chaos in america so that the second coming can come sooner or so that they can set up a theocracy when the nation is in turmoil,FAVOR,NONE
fake president stole the election piece of,FAVOR,FAVOR
he spoke with the voice of the american people tn,FAVOR,NONE
he talked about farmers help them make it a law they can work on their own equipment,FAVOR,FAVOR
whatever biden is officially a war criminal,AGAINST,NONE
democrats hate trump more than they love america,AGAINST,AGAINST
israel is carrying out ethnic cleansing in gaza with the full bipartisan blessing of the united states,AGAINST,AGAINST
whos that petulant child sitting behind our president,FAVOR,AGAINST
as much as i dislike biden right now i truly want to throw a turd at mike johnsons smug face even when truth is being spoken about the most basic womens rights human rights he just sits there in disdain,AGAINST,NONE
vote for biden putin approves this message,FAVOR,AGAINST
stated the union video,FAVOR,NONE
very good speech,FAVOR,NONE
he broke the border intentionally,FAVOR,NONE
biden honesty is so impressive fjb his statistics make my hairs stand up fjb laughable but sad fjb nothing is free fjb yea we love the low gas and energy prices fjb yea we love the low cost food fjb and the farmers get to grow bigger and better crops right without fertilizers fjb we love how america is respected after your afghanistan fiasco fjb and ill learn to love bugs and fake meat too fjb and what about the green scam fjb and military enlistment is way up not fjb and our borders are so secure not fjb and crime is way down fjb,FAVOR,NONE
this didnt sound like a state of the union address it sounded more like a campaign trail sigh i am hoping someone will show up to fill the vacancy,AGAINST,NONE
we pray to almighty god to protect american democracy and their citizens from danger and unpredictable hand god will speak to her to stay away from him she has almost between 35 and 40 republicans conservatives votes that is very good margin to determine the next presidency at this moment and world chaos unpredictable war situation the usa need decent and trustworthy and honest in power for the stable usa we all have to pray for the almighty god interference amen god bless usa and world democracy,FAVOR,NONE
last night was nothing but lies lies lies all he did was scream at americans and yell at his party to prove he was fit but he was a grumpy old man he has no respect for our military that have been killed at his hands the american citizens like laken riley whose name he didnt get right killed by illegal immigrants which he brought into our country causing our country to be so unsecure with open bordersdrugs killing our kids attacking his predecessor like its a campaign speech when he caused all the economic problems either hes living in a fairytale world or he takes the right drugs he is so out of touch with whats going on his shrink flation started back after he took office everything started shrinking tioletpaper narrowed cereal got smaller ice cream containers etc hes clueless when we 1st opened up after the pandemic it was obvious all the chip bags got little americans have to choose eat gets meds pay bills or get gas in your car inflation dropping is because he sent it to 18 job growth is because people need 23 jobs to survive including senior citizens going back to work thats not a good thing he has gone after people that protect their children are prolife and heaven only knows he does not unify he divides he keeps saying hes catholic he knows nothing of the love of jesus as for january 6th please go to epoch times see jan 6th the real story you will see the truth about jan6th the people in jail are not the ones that started it its backed up by proof legitimate proof for both sides everyone should see it ukraine we may help show us where the money is going and why are the children are starving israel we must support get are hostages back havent we left enough in afghanistan support the innocent palestinians not hamas and iran biden why did you let china fly a spy balloon over us you may think you can get away with everything but god knows all you will answer to him i will pray for you praying for god to protect and save america we will not survive without god,NONE,NONE
at 4550 when republicans did not stand is telling bunch of old bitter white men,FAVOR,AGAINST
500 billion over 10 years is chump change he proved how pointless his tax the rich meme is barely a dent,NONE,FAVOR
fjb trump2024,NONE,FAVOR
putin is only defending russia from nato hes not trying to take over the world,NONE,FAVOR
bidens long rant exemplifies his cruelty viciousness and ignorance,AGAINST,NONE
the republican party is a russian proxy on american soil vote them out,FAVOR,AGAINST
i love the way everything a democrat accuses someone else of it always comes out in 6 months they were the ones actually doing whatever they are crying about,FAVOR,FAVOR
the liberal hive mind is strong with cnn,NONE,FAVOR
thank you president biden this speech was an encouragement to me,FAVOR,NONE
4624 new immigration bill migrants need more safety and assurance not open gates and hell upon migrants are good they arent to be demonized but there are risks including rape etc so please sir secure the border as it was four years ago,NONE,FAVOR
if biden fell up the stairs again he would say it was trumps fault,AGAINST,FAVOR
all democrats should leave the country and do not come back,AGAINST,FAVOR
4452 immigrants are good,FAVOR,AGAINST
i have five kids and they were all able to read by kindergarten first grade and his goal is to have every kid able to read by third grade so you want to take us hundreds of years backwards in education progression,AGAINST,FAVOR
biden is such a cuck,AGAINST,FAVOR
state of the ukraine this speech sunk faster than the posbiden adventure,AGAINST,NONE
speakers face,NONE,NONE
biden didnt beat big pharma the board members are in his department of health the fda remember those health insurance mandates and those vaccine mandates,AGAINST,FAVOR
i cant believe im typing this but this speech made me a biden fan,FAVOR,NONE
4043 tell that to frontier airlines lol all costs up front no hidden fees or late fees,NONE,NONE
the american people have the right to tell this dope of a president to stick his forever proxy war against russia where the sun dont shine without the support of congress the ukraine war is over,FAVOR,FAVOR
bro government spends too much for mediocre work dont tax big corporations or productivity will go down only lower peoples taxes why raise taxes to the people who create jobs just lower all taxes print the money and pay it yourselves government officials it will obligate yall to work without spending unnecessarily,AGAINST,FAVOR
id say what i really think about our current administration but ive learned its pointless to argue with idiots no mater which one of the three kinds because they will never understand what you are trying to tell them,AGAINST,AGAINST
joe biden is nothing but a butcher he have made so many innocent people die all americans should feel shame to live in a country which is the most evil malicious greedydisgusting one in the world cause in the past century all most all the wars were stir by usa,AGAINST,NONE
donald trump did not explicitly say or infer to vladimir putin do whatever you want just another joe biden lie the statement in question was made by someone else in a different context the source mentions that what mcgahn says is that vladimir putin may have ordered donald trump to fire jim comey you all can do whatever you want but stop wasting our time this quote does not directly attribute the phrase to donald trump,NONE,NONE
i payed 22 in taxes last year make coorps pay that much and lower mine,FAVOR,NONE
why dont you help our homeless veterans and our retired grandparents who need more money to survive bc of the inflation you created by funding ukraine you print money for illegal immigrants but wont help us citizens who have worked and fought for you to able to become a president joe and this government is a joke,AGAINST,NONE
you were on fire tonightpresident way to go,FAVOR,NONE
dementia patient flanked by two airheads,AGAINST,NONE
i am very jealous of your president american people and that is coming from czech person we have excelent president as well pet pavel but your president truly wants to unite americas again,FAVOR,NONE
rom 323 for all have sinned and come short of the glory of god rom 623 for the wages of sin is death psalms 917 the wicked shall be turned into hell and all the nations that forget god acts 837 and philip said if thou believest with all thine heart thou mayest and he answered and said i believe that jesus christ is the son of god rom 109 that if thou shalt confess with thy mouth the lord jesus and shalt believe in thine heart that god hath raised him from the dead thou shalt be saved corinthians 1534 for i delivered unto you first of all that which i also received how that christ died for our sins according to the scriptures and that he was buried and that he rose again the third day according to the scriptures ephesians 289 for by grace are ye saved through faith and that not of yourselves it is the gift of god not of works lest any man should boast,NONE,NONE
teachers income x2 politicians income12,NONE,NONE
he brags about his accomplishments like the pandemic never happened it would have revlcovered more quickly if trump had been in office when it was over democrats prolonged the suffering,FAVOR,AGAINST
republicans should be extremely happy biden had a good democratic response who in there right mind would not want to run against biden republicans should want biden and need biden to run republicans should pray biden runs thank god biden had a good night for democrats otherwise he might not have made it to the democratic convention,FAVOR,NONE
teachers need a doubling in paycheck,NONE,NONE
omgplease let us have another president in november it seems as you watch only a small portion of people are clappingthe entire upper level just sits there as am i watching this now,FAVOR,AGAINST
good with education preschool reading,NONE,NONE
how does joe define a woman in his domestic violence bill as usual joe misquoted trumps get over it there was more to the statement that joe left out wheres his office of misinformation on this instead of banning so called assault weapons btw what is your definition of an assault weapon how about harsher penalties for those that use a gun to commit a crime responsible gun owners dont shoot people except in self defense no gun has ever killed anyone the person handling the gun is the one that kills the reason our trade defect is low with china is because of trumps tariffs the reason chip manufacturing in back in the us is because of trump he did the ground work to get the plant built in ohio,AGAINST,FAVOR
i thought biden was going to say he was there in 1941,AGAINST,NONE
actually corporate taxes should be 0 shareholder taxes should be high,NONE,NONE
i dont think he understands what the supreme court does if he thinks they weighed the political consequences of their ruling they righted the ship period its not for them to write legislation that will align with the constitution they correct it when it does not,FAVOR,AGAINST
dems need to stop saying tax cut and start saying tax giveaway and tax expenditure,NONE,FAVOR
poor johnson,NONE,NONE
president joe biden does have his weaker moments as does every human being if in doubt look yourself in the mirror especially on a saturday nonetheless if anyone realistically without prestigious contemplates this speech as one coming from an old and feeble man then heshe is either disillusioned or ill conceived through deception or self inflicted disbelief period the us and the world needs stability and conviction not growing disparity and conflict each vote cast in the us is not just a vote within the us but a vote to a world in which the us leads can lead and should lead with its allies for a betterment of human race history will judge this comment long after we are long gone god bless america and its allies in what is to endure in the 21st century henceforth,FAVOR,NONE
look at the refucklicans when biden say the things he done for you the people,FAVOR,NONE
anyone who disagreed with president bidens speech truly is not for america,FAVOR,AGAINST
i want to understand how representative gaetz isnt in jail for paying an underaged minor child to travel across state lines was paid by gaetz to have sex like why wasnt he charged as if any normal person did that theyd be in jail,NONE,NONE
this guy does not sound senile to me he might stutter but thats not senility its a speech impediment he knows what he is talking about,FAVOR,NONE
he literally said he wants war and more taxes to spend in the ukraine,AGAINST,FAVOR
everyone if you truly hate america no one is forcing you to stay move to russia so you can worship your king,NONE,FAVOR
yuphe was on trump just breaks things and builds nothing and spreads hate if he is in charge we will be a third world country,FAVOR,AGAINST
1030 biden stung the hell out of the right wing supreme court justices right in their faces woo wee 2131 the days when trickle down economics are over biden stung reagans ass in the grave splendid 2547 is lauren bobert itching for another line of coke 4700 after squirming for 45 minutes during most of the address speaker johnson reluctantly stands up to applaud the late john lewis after all the republicans are trying to peel off black voters from biden theyve got to pretend that they respect voting rights despite plans to do away with them biden had a good speechwriter i didnt agree with all of his points i dont like his foreign policy but im mostly aligned with his domestic agenda the old man is sharper than what his detractors say hes getting my vote,FAVOR,AGAINST
sir i think you forget that we all saw jan 6 with our own eyes and the way you have embellished it for political gain nonstop since then,FAVOR,AGAINST
hes not my favorite but damn hes really taking these cowards to task,FAVOR,FAVOR
get a good look at all the blue clowns and some red that just want to spend your tax dollars on illegals and foreign wars they will have money printed and send crates of our cash to foreign wars and have no idea where it went money laundering 80000 children the border zar doesnt know where they are at or what type of home they ended up in this congress is the biggest load of corruption in history a vice president who has accomplished nothing cant even write a speech worth speaking so she eats salad and crow,NONE,FAVOR
spacex is revolutionizing telecom as we speak starlink will help us spread the word in our efforts to fulfill the great commission,NONE,NONE
remember when a republican speaker would still stand and clap occasionally when a universal truth is mentioned and many were there in this speech instead of sitting there in fear of the magadurps voting him out,FAVOR,AGAINST
we have farm boys building rocket ships go team freedom show the world we are leadership material and our dollar is kikking booty,NONE,FAVOR
our freedom at home is under attack by the democrat party and no one else biden is the most full of shit president in my 50 years of life,AGAINST,NONE
i dont think he said a single truth throughout this entire speech outside of few historical remarks,AGAINST,FAVOR
state of the union what ajoke this is a campaign speech,AGAINST,NONE
where has this version of joe biden been hiding if he can keep this same energy throughout the election he might be a chance of stopping small hands trumpy,FAVOR,AGAINST
