Tweet,Ideology
"['berniesand', 'went', 'time', 'travel', 'convert', 'delorean', 'would', 'hang', 'karl', 'marx', 'trade', 'insan', 'idea', 'destroy', 'world']",Liberal
"['realli', 'screw', 'emmon', 'rush', 'beatabl', 'embrac', 'berniesand', 'amp', 'aoc', 'progress', 'bs', 'go', 'sell', 'well', 'ever', 'tinley', 'park', 'frankfort', 'orland', 'park']",Conservative
"['berni', 'one', 'biggest', 'opportunist', 'ever', 'seen', 'social', 'democrat', 'side', 'bond', 'fair', 'share']",Liberal
"['absurd', 'deduct', 'someth', 'actual', 'say', 'absurd', 'appar', 'human', 'right', 'berniesand', 'democraticdeb', 'libtard']",Conservative
"['dont', 'like', 'politician', 'u', 'surviv', 'war', 'cant', 'like', 'berniesand', 'vote', 'illegali', 'nato', 'bomb', 'serbian', 'civilian', 'agre', 'billclinton', 'amp', 'hillaryclinton', 'ton', 'deplet', 'uranium', 'never', 'apolog', 'children', 'anomali', 'cancer', 'genocid']",Conservative
"['wapo', 'report', 'russia', 'tri', 'interfer', 'elect', 'help', 'sander', 'one', 'day', 'nevada', 'caucus', 'publish', 'democrat', 'presidenti', 'candid', 'berni', 'sander', 'speak', 'democrat']",Conservative
"['person', 'disagre', 'would', 'love', 'see', 'ticket', 'feel', 'berniesand', 'right', 'choic', 'said', 'vote', 'dncnomine', 'realli', 'glad', 'ppl', 'focus', 'bloomberg']",Liberal
"['sander', 'cours', 'didnt', 'vote', 'magnitski', 'act', 'awe', 'russia', 'done', 'supposedli', 'peopl', 'socialist', 'idea']",Conservative
"['newsweek', 'berni', 'sander', 'claim', 'studi', 'say', 'medicar', 'save', 'moneybut', 'studi']",Liberal
"['votingforberni', 'go', 'save', 'nation', 'show', 'support', 'help', 'starv', 'artist', 'time', 'purchas', 'one', 'berni', 'design', 'teepubl']",Liberal
"['piss', 'berniesand', 'said', 'fuck', 'let', 'know', 'want', 'laugh', 'fuck', 'face']",Conservative
"['here', 'question', 'ask', 'berni', 'bro', 'explain', 'vote', 'msm', 'continu', 'give', 'sensand', 'free', 'ride']",Liberal
"['want', 'berni', 'win', 'tweet', 'safeti', 'voter']",Liberal
"['portug', 'man', 'keep', 'crowd', 'amp', 'berniesand', 'thetacoma', 'dome', 'tacoma', 'dome']",Liberal
"['berniesand', 'dont', 'need', 'viagra', 'read', 'page', 'communist', 'manifesto', 'im', 'readi', 'go', 'berniesand', 'sander', 'socialist', 'democraticdeb', 'democrat']",Conservative
"['sander', 'poll', 'amp', 'warren', 'last', 'fall', 'stuck', 'polici', 'never', 'attack', 'misrepres', 'polici', 'valu', 'whole', 'campaign', 'hurt', 'progress', 'movement', 'baseless', 'attack', 'irredeem', 'ewarren']",Conservative
"['berner', 'pop', 'either', 'lie', 'lie', 'berni', 'sander', 'incompet', 'bigot', 'fraud', 'american', 'voter', 'want', 'noth', 'guy', 'lost', 'argument', 'lie', 'sit']",Conservative
"['articl', 'amandamarcott', 'demonstr', 'fals', 'dichotomi', 'lack', 'understand', 'progress', 'movement', 'cult', 'person', 'around', 'berniesand', 'strong', 'agenda', 'chang', 'progress', 'polici']",Liberal
"['see', 'mailonlin', 'coverag', 'compar', 'news', 'outlet', 'ground', 'news', 'berniesand', 'democraticparti', 'polit', 'havana', 'washingtondc']",Conservative
"['berni', 'best', 'there', 'enough', 'support', 'group', 'shown', 'last', 'week', 'elect', 'result', 'even', 'black', 'hispan', 'cut', 'corner']",Liberal
"['bad', 'bloomberg', 'suspend', 'would', 'enjoy', 'see', 'berni', 'forc', 'endors', 'democrat', 'nomine', 'hear', 'berniebro', 'cri', 'us', 'river']",Conservative
"['gener', 'creat', 'solut', 'dont', 'unless', 'candid', 'specif', 'noth', 'smfh', 'everybodi', 'want', 'there', 'one', 'berniesand', 'sensand']",Liberal
"['berni', 'get', 'wuhanviru', 'wife', 'wreck', 'car', 'way', 'hospit', 'bill', 'cover', 'that', 'dumb', 'shit', 'berniesand']",Liberal
"['oh', 'mention', 'govern', 'welfar', 'super', 'wealthi', 'shit', 'berni', 'tri', 'help', 'averag', 'american', 'got']",Liberal
"['sensand', 'fight', 'law', 'abid', 'citizen', 'peopl', 'like', 'bostonbomb', 'parklandshoot', 'charlesmanson', 'amp', 'murder', 'rapist', 'amp', 'violent', 'crimin', 'prison']",Conservative
"['suppos', 'fantas', 'knew', 'full', 'well', 'women', 'right', 'mind', 'would', 'never', 'go', 'berniesand']",Conservative
"['crazi', 'plain', 'stupid', 'berni', 'black', 'leadership', 'posit', 'staff', 'campaign', 'kansa', 'sharic', 'david', 'white', 'man', 'miss', 'nonsens', 'blacktwitt']",Conservative
"['fake', 'news', 'progress', 'fail', 'achiev', 'success', 'rate', 'primari', 'therefor', 'entir', 'movement', 'must', 'lose', 'steam', 'incontrovert', 'proof', 'everyon', 'entir', 'univers', 'hate', 'sander', 'hous', 'coat']",Conservative
"['go', 'back', 'td', 'infect', 'calumni', 'cover', 'dishonesti', 'ad', 'yeah', 'done', 'late', 'lefti', 'taker', 'make', 'huge', 'number', 'support', 'democrat', 'never', 'satisfi', 'alway', 'want', 'berni', 'support']",Conservative
"['berni', 'go', 'berni', 'go', 'got', 'full', 'support', 'run', 'pesid', 'berni', 'sander', 'vote', 'go', 'demograt', 'trust', 'presid']",Liberal
"['live', 'new', 'york', 'citi', 'everyon', 'know', 'love', 'forc', 'unemploy', 'week', 'dnc', 'primari', 'postpon', 'like', 'rest', 'life', 'unless', 'cynic', 'must', 'presum', 'dont', 'matter', 'anyway', 'berni']",Liberal
"['dummi', 'antifa', 'hey', 'pojectverita', 'warn', 'berniesand', 'lost', 'one', 'men', 'pay', 'protest', 'get', 'stuff', 'wake', 'stop', 'spread', 'fake', 'news', 'stack', 'brick', 'get', 'place']",Conservative
"['k', 'marx', 'vile', 'jewhat', 'racist', 'discipl', 'today', 'r', 'differ', 'thrive', 'antisemit', 'bullkrap', 'canard', 'trope', 'smear', 'lie', 'spread', 'hate', 'jew', 'tinyisrael', 'jewish', 'marxist', 'r', 'worst', 'cours', 'ye', 'sander']",Conservative
"['doesnt', 'best', 'interest', 'democrat', 'parti', 'mind', 'he', 'democrat', 'never', 'never', 'thedemocrat', 'need', 'walk', 'away', 'berniesand', 'he', 'us']",Conservative
"['hey', 'month', 'could', 'made', 'aggreg', 'berniesand', 'polici', 'let', 'fam', 'much', 'love', 'andrewyang', 'famili', 'support']",Liberal
"['ceo', 'jami', 'dimon', 'beg', 'respect', 'wish', 'keep', 'social', 'compani', 'bailout', 'big', 'cooper', 'taxmoney', 'ceo', 'afford', 'luxuri', 'hous', 'privat', 'island', 'stay', 'mud', 'get', 'rip', 'get', 'bankrupt', 'medic', 'bill', 'berni', 'fail']",Conservative
"['like', 'berni', 'rather', 'like', 'feel', 'time', 'come', 'pass', 'throw', 'support', 'support', 'behind', 'candid', 'stand', 'chanc']",Conservative
"['thank', 'greater', 'exposur', 'ppl', 'hear', 'berni', 'speak', 'think', 'break', 'free', 'neoliber', 'chain', 'bind', 'us', 'lord', 'work', 'son']",Liberal
"['doesnt', 'berni', 'realiz', 'guy', 'dont', 'want', 'margin', 'peopl', 'econom', 'opportun', 'like', 'doesnt', 'know']",Conservative
"['newbluehand', 'bluehand', 'rt', 'ninaturn', 'student', 'commit', 'polit', 'revolut', 'excit', 'berniesand', 'becom', 'next', 'presid', 'unit', 'state', 'appli', 'today', 'campaign', 'summer', 'school', 'program', 'learn', 'organ']",Liberal
"['wonder', 'berniesand', 'support', 'would', 'actual', 'socialist', 'utopia', 'mayb', 'live', 'one', 'prerequisit', 'support', 'one', 'still', 'want', 'social', 'live', 'socialist', 'countri', 'would', 'love', 'hear', 'stori', 'real']",Conservative
"['ye', 'first', 'step', 'democrat', 'usregimechang', 'establish', 'polit', 'movement', 'usa', 'whose', 'issu', 'nation', 'wealth', 'top', 'amp', 'redistribut', 'poor', 'via', 'gov', 'count', 'berni', 'et', 'al', 'ever', 'dare', 'effect', 'polici']",Conservative
"['berniesand', 'amaz', 'mani', 'peopl', 'let', 'old', 'communist', 'sympath', 'get', 'away', 'lie', 'platitud', 'system', 'govern', 'enslav', 'kill', 'mani', 'year', 'increment', 'approach', 'gain', 'power']",Conservative
"['glad', 'berniesand', 'ca', 'stand', 'dumbass', 'polit', 'person', 'famili', 'around', 'long', 'possibl', 'mean', 'slow', 'better', 'yet', 'retir', 'god', 'bless', 'berni']",Liberal
"['berniesand', 'take', 'boldprogress', 'short', 'survey', 'presidenti', 'race', 'today', 'lean', 'toward', 'democrat', 'primari', 'berni', 'announc', 'chang', 'mind', 'click', 'take', 'survey']",Liberal
"['politicalanalysi', 'democraticparti', 'use', 'strategi', 'ken', 'watanab', 'new', 'godzilla', 'movi', 'old', 'white', 'men', 'everywher', 'ruin', 'everyth', 'solut', 'send', 'oldest', 'whitest', 'battl', 'berniesand']",Liberal
"['recal', 'upset', 'thing', 'iowacauca', 'hmmm', 'seem', 'matter', 'whether', 'trick', 'favor', 'great', 'support', 'candid', 'like', 'berniesand', 'trick', 'regardless', 'help']",Liberal
"['berni', 'seem', 'think', 'leadership', 'mean', 'never', 'need', 'compromis', 'chang', 'mind', 'democraticdeb']",Conservative
"['gop', 'teddi', 'roosevelt', 'progress', 'fought', 'labor', 'corpor', 'protect', 'land', 'amp', 'resourc', 'peopl', 'deni', 'corpor', 'mountain', 'warren', 'cfpb', 'tribut', 'teddi', 'berni', 'noth']",Conservative
"['word', 'jewish', 'appear', 'berniesanderss', 'autobiographi', 'parent', 'vote', 'democrat', 'like', 'virtual', 'everi', 'famili', 'jewish', 'neighborhood', 'signific', 'noth', 'reduc', 'polit', 'choic', 'one', 'came', 'despis', 'knee', 'jerk', 'reflex']",Liberal
"['okboom', 'your', 'tri', 'paint', 'sander', 'janefonda', 'leftist', 'sympathi', 'amp', 'better', 'idealist', 'assassin', 'allend', 'support', 'militari', 'dictat', 'like', 'pinochet', 'arm', 'hostag', 'bay', 'pig', 'shah', 'vietnam', 'dont', 'get', 'fool']",Liberal
"['think', 'along', 'line', 'yesterday', 'dnc', 'screw', 'us', 'stop', 'berni', 'suck', 'energi', 'candid', 'left', 'could', 'retaken', 'senat', 'threat']",Liberal
"['nina', 'turner', 'berni', 'sander', 'need', 'get', 'progress', 'attent', 'seeker']",Conservative
"['dear', 'friend', 'twitter', 'follow', 'everyon', 'els', 'made', 'mistak', 'last', 'week', 'absente', 'vote', 'berniesand', 'state', 'democrat', 'primari', 'hope', 'despit', 'everi', 'indic', 'otherwis', 'sander', 'nomin', 'amp', 'victori', 'might', 'help', 'move', 'countri', 'forward']",Liberal
"['berniesand', 'quit', 'lie', 'peopl', 'socialist', 'communist', 'govern', 'never', 'make', 'anyon', 'wealthi', 'peopl', 'get', 'rich', 'type', 'govern', 'peopl', 'like', 'lie', 'mass', 'prey', 'despair']",Conservative
"['look', 'time', 'berni', 'sander', 'said', 'support', 'idea', 'women', 'presid', 'way', 'back', 'quot', 'said', 'good', 'warren', 'ran', 'presid', 'polit', 'berniesand']",Liberal
"['berni', 'pac', 'group', 'endors', 'berni', 'pac', 'check', 'spend', 'open', 'secret', 'pac', 'real', 'connect', 'berni', 'revolut', 'form', 'campaign', 'staff', 'never', 'given', 'dime']",Liberal
"['come', 'folk', 'whole', 'point', 'throw', 'everyth', 'youv', 'got', 'get', 'peopl', 'vote', 'sander']",Liberal
"['berni', 'never', 'answer', 'anyth', 'never', 'vet', 'media', 'msnbc', 'cnn', 'never', 'show', 'tax', 'never', 'answer', 'veteran', 'disast', 'happen', 'chairman', 'va', 'administr']",Conservative
"['dearberni', 'alway', 'person', 'trust', 'govern', 'lie', 'corrupt', 'politician', 'built', 'greed', 'fals', 'promis', 'inspir', 'twice', 'vote', 'twice', 'obama', 'berniesand', 'berniesand', 'daughter']",Liberal
"['berni', 'doesnt', 'care', 'peopl', 'cant', 'support', 'famili', 'would', 'help', 'usher', 'plan']",Conservative
"['think', 'berniesand', 'dream', 'administr', 'team', 'look', 'like', 'worri', 'effect', 'would', 'congress', 'potenti', 'lose', 'progress', 'energi', 'progress', 'fought', 'obstruct', 'long', 'neoliber', 'dem', 'amp', 'dnc']",Conservative
"['rememb', 'social', 'network', 'own', 'wealthi', 'elit', 'fat', 'coffer', 'would', 'suffer', 'sensand', 'becam', 'presid', 'dont', 'trust', 'give', 'berni', 'fair', 'shake']",Liberal
"['ewarren', 'go', 'take', 'self', 'righteou', 'berniesand', 'first', 'she', 'hope', 'gut', 'demdeb']",Conservative
"['perpetu', 'berni', 'one', 'trick', 'poni', 'amp', 'he', 'bad', 'ride', 'period']",Conservative
"['uh', 'ye', 'berni', 'smear', 'corrupt', 'rememb', 'fight', 'rig', 'dnc', 'primari', 'iso', 'actual', 'fight', 'corrupt', 'claim', 'kept', 'silent', 'went', 'endors', 'corrupt', 'person', 'ever']",Conservative
"['bernieboy', 'ca', 'thrive', 'unless', 'someon', 'els', 'blame', 'divert', 'sander', 'hous', 'burn', 'berni', 'boy', 'like', 'knight', 'blame']",Conservative
"['everyon', 'know', 'berni', 'dont', 'like', 'idea', 'theyd', 'vote']",Conservative
"['would', 'surpris', 'majest', 'prophet', 'barackobama', 'bless', 'miracl', 'amp', 'berniesand', 'left', 'much', 'lol', 'world', 'majest', 'prophet']",Conservative
"['slur', 'one', 'women', 'biggest', 'alli', 'sander', 'your', 'lose', 'american', 'support', 'waffl', 'sick', 'die', 'lack', 'medic', 'care', 'think', 'berni', 'said', 'women', 'cant', 'win', 'misogynist', 'cnnistrash', 'democraticdeb', 'refundwarren']",Conservative
"['heard', 'senat', 'berniesand', 'exclaim', 'yr', 'ago', 'today', 'mayor', 'race', 'let', 'tha', 'sink', 'offic', 'yr', 'littl', 'show', 'would', 'anyon', 'vote', 'guy']",Conservative
"['die', 'man', 'ca', 'alway', 'know', 'profession', 'tell', 'love', 'one', 'time', 'pull', 'plug', 'reliev', 'hear', 'least', 'profession', 'room', 'berniesand', 'timetogo']",Conservative
"['repar', 'idea', 'jamescarvil', 'ive', 'heard', 'say', 'lot', 'stupid', 'stuff', 'worst', 'somebodi', 'polit', 'skill', 'like', 'capitalist', 'trash', 'berniesand', 'make', 'want', 'revolut', 'even']",Liberal
"['believ', 'save', 'democraci', 'court', 'planet', 'duti', 'consid', 'candidaci', 'popular', 'senat', 'us', 'take', 'duti', 'serious', 'elect', 'lawrenc', 'hamm', 'nj', 'chair', 'sander', 'campaign']",Liberal
"['zealot', 'antisemit', 'berniesand', 'attack', 'usa', 'alli', 'israel', 'boycot', 'aipac', 'defend', 'fidelcastro', 'amp', 'socialist', 'polici', 'hate', 'hypocrit', 'america', 'never', 'elect', 'like', 'castro', 'presid', 'wake', 'peopl', 'berniesand']",Conservative
"['explain', 'refus', 'actual', 'fight', 'instead', 'laid', 'chose', 'reward', 'wallstreet', 'billionair', 'supposedli', 'hate', 'liter', 'work', 'get', 'power', 'berni', 'care', 'hed', 'hv', 'leverag', 'support', 'fair', 'primari', 'pledg', 'matter']",Conservative
"['point', 'lose', 'support', 'fdr', 'help', 'shape', 'best', 'america', 'today', 'republican', 'desper', 'destroy', 'need', 'real', 'leader', 'today', 'democrat', 'parti', 'increas', 'justic', 'need', 'stop', 'republican', 'war', 'everyth', 'good', 'berni']",Liberal
"['berni', 'choic', 'prefer', 'think', 'posit', 'candid', 'cours', 'alway', 'vote', 'except', 'school', 'board', 'leav', 'parent', 'kid', 'children', 'grown']",Liberal
"['berniesand', 'mere', 'pander', 'elizabethwarren', 'support', 'amp', 'support', 'lot', 'idea', 'noth', 'show', 'year', 'govern', 'havent', 'yield', 'much', 'actual', 'implement', 'agenda', 'he', 'kind', 'dreamer']",Conservative
"['work', 'daili', 'let', 'hate', 'enter', 'heart', 'berniesand', 'becom', 'despic', 'sinc']",Conservative
"['realli', 'fair', 'berni', 'shout', 'say', 'someth', 'much', 'nuanc', 'mod', 'want', 'shame', 'disappoint', 'democraticdeb']",Liberal
"['mean', 'wont', 'give', 'anymor', 'money', 'dnc', 'shoeshin', 'boy', 'berni', 'respons']",Conservative
"['petul', 'child', 'isnt', 'polit', 'parti', 'till', 'berni']",Conservative
"['cost', 'like', 'take', 'half', 'social', 'secur', 'incom', 'analysi', 'show', 'berniesand']",Liberal
"['pressur', 'like', 'attack', 'tonight', 'democraticdeb', 'continu', 'twitter', 'amp', 'home', 'well', 'thought', 'bystand', 'use', 'instead', 'stuck', 'petebuttigieg', 'sander', 'tomstey']",Conservative
"['dnc', 'allow', 'berniesand', 'run', 'democrat', 'im', 'definit', 'leav', 'democrat', 'parti']",Liberal
"['berniesand', 'could', 'amp', 'hundr', 'thousand', 'peopl', 'work', 'hard', 'amp', 'endors', 'lie', 'sexual', 'predat', 'republican', 'disguis', 'democrat', 'whose', 'interest', 'corpor', 'want', 'tri', 'cut', 'ss', 'amp', 'medicar']",Conservative
"['mayocheat', 'claim', 'beat', 'berniesand', 'iowa', 'joke', 'like', 'berni', 'say', 'mayb', 'mayb', 'person', 'win', 'vote', 'call', 'winner', 'idiot', 'elector', 'system', 'negat', 'mayb', 'mayb', 'need', 'negat', 'outdat', 'system']",Liberal
"['berni', 'support', 'often', 'polit', 'savvi', 'even', 'fathom', 'punch', 'left']",Conservative
"['major', 'media', 'work', 'hard', 'ignor', 'real', 'stori', 'affect', 'real', 'american', 'ie', 'collus', 'thedemocrat', 'msm', 'affect', 'outcom', 'presidenti', 'elect', 'ask', 'berniesand', 'never', 'mind', 'wo', 'talk', 'payoff', 'amp', 'new', 'home']",Conservative
"['ah', 'fall', 'social', 'berniesand', 'repaoc', 'pay', 'close', 'attent', 'end', 'hell', 'thedemocrat', 'want', 'plung', 'america', 'social']",Liberal
"['hey', 'realli', 'want', 'go', 'reno', 'canvass', 'berniesand', 'leav', 'bois', 'thursday', 'even', 'stay', 'sunday', 'morn', 'drive', 'small', 'hatchback', 'could', 'take', 'need', 'someon', 'share', 'hotel', 'room', 'canvassforberni']",Liberal
"['see', 'black', 'peopl', 'dumb', 'basic', 'say', 'man', 'enjoy', 'everi', 'minut', 'berniesand', 'implos']",Liberal
"['insight', 'supertuesday', 'pmheideman', 'sander', 'didnt', 'lose', 'last', 'night', 'voter', 'stupid', 'misl', 'lost', 'bc', 'tri', 'win', 'peopl', 'way', 'polit', 'foreign', 'virtual', 'entir', 'experi', 'polit', 'jacobinmag']",Conservative
"['basic', 'colleg', 'cours', 'econom', 'requir', 'elect', 'offici', 'berni', 'get', 'come', 'tax', 'break', 'posit', 'impact', 'everyon', 'societi', 'less', 'tax', 'opportun', 'compani', 'invest', 'hire', 'etc']",Conservative
"['tucker', 'carlson', 'get', 'right', 'cnnistrash', 'jeff', 'zucker', 'hate', 'sander', 'side', 'union', 'knive', 'public', 'saw', 'right', 'moder', 'attempt', 'promot', 'warren', 'happen', 'warren', 'one', 'slip', 'banana', 'peel']",Liberal
"['agre', 'tulsi', 'simpl', 'progress', 'vote', 'record', 'centrist', 'last', 'nearli', 'extinct', 'speci', 'democrat', 'parti', 'libertarian', 'berniebrosh', 'independ', 'berni', 'alli', 'someon', 'berni', 'count', 'shaktifeminist']",Liberal
"['omg', 'berniesand', 'actual', 'give', 'cuba', 'pass', 'brutal', 'amp', 'dysfunct', 'berniesand', 'foxtownhal', 'cuba', 'michigan']",Conservative
"['berni', 'support', 'welcom', 'open', 'arm', 'democraticparti', 'biggest', 'tent', 'histori', 'polit', 'amp', 'allow', 'differ', 'us', 'blind', 'us', 'see', 'common', 'histori', 'show', 'stand', 'one', 'win', 'big', 'fbr']",Liberal
"['book', 'fiction', 'account', 'world', 'accord', 'derang', 'mind', 'lie', 'oath', 'money', 'penultim', 'weasel', 'histori', 'proud', 'amp', 'honor', 'fbi', 'shame', 'everyth', 'touch', 'goodby', 'loser', 'berni']",Conservative
"['even', 'said', 'campaign', 'famili', 'use', 'campaign', 'get', 'elect', 'immigr', 'reform', 'sound', 'great', 'berniesand', 'hint', 'automat', 'amnesti', 'equal', 'reform']",Liberal
"['dont', 'realli', 'recal', 'berni', 'reach', 'black', 'much', 'campaign', 'dem', 'need', 'realiz', 'base', 'black', 'progress', 'berni', 'bust', 'left']",Conservative
"['warren', 'sander', 'yang', 'surpris', 'result', 'embarrass', 'detail', 'dont', 'matter', 'let', 'rememb', 'one', 'goal', 'new', 'presid', 'democraticparti']",Liberal
"['fan', 'berniesand', 'democrat', 'consid', 'polit', 'enemi', 'dnc', 'done', 'rig', 'democrat', 'process', 'wrong', 'even', 'right', 'elect', 'rig', 'shame', 'dnc', 'anyon', 'support']",Conservative
"['peopl', 'shout', 'berner', 'one', 'cri', 'come', 'say', 'berni', 'bust', 'peopl', 'terribl', 'vote', 'whoever', 'democrat', 'nomine']",Conservative
"['dickvan', 'like', 'berniesand', 'millionair', 'becom', 'millionair', 'choic', 'bash', 'billionair', 'made', 'countri', 'club', 'say', 'there', 'room', 'ye', 'pleas', 'lectur', 'hypocrisi']",Conservative
"['oh', 'berni', 'long', 'bare', 'lie', 'social']",Conservative
"['excus', 'umm', 'berniesand', 'wannabepresid', 'sander', 'dude', 'ur', 'ur', 'lame', 'asinin', 'idea', 'fail', 'alway', 'fail', 'recent', 'need', 'attent', 'your', 'fuck', 'pull', 'gon', 'na', 'hurt', 'million', 'u', 'ass', 'clown', 'wake']",Conservative
"['sometim', 'kind', 'selfish', 'guy', 'admit', 'want', 'thing', 'improv', 'also', 'alway', 'want', 'unit', 'state', 'paradis', 'thought', 'child', 'berniesand', 'kind', 'presid', 'believ', 'achiev']",Liberal
"['socialist', 'hugo', 'chavez', 'implement', 'berniesand', 'talk', 'slowli', 'sure', 'social', 'destroy', 'venezuela', 'turn', 'today']",Conservative
"['novel', 'idea', 'guess', 'countri', 'thought', 'oh', 'except', 'mexico', 'canada', 'hmmm', 'appear', 'countri', 'berniesand', 'berniesand', 'ninaturn']",Liberal
"['ca', 'believ', 'sander', 'trail', 'capitalist', 'unit', 'class', 'interest', 'threaten', 'system', 'make', 'sure', 'remain', 'duel', 'dem', 'progress', 'neoliber', 'conserv', 'neoliber', 'reaction', 'stau', 'quo', 'berniesand']",Liberal
"['lol', 'hill', 'quack', 'except', 'rise', 'know', 'treat', 'berniesand', 'shall', 'name']",Liberal
"['listen', 'union', 'negoti', 'berniesand', 'medicar', 'human', 'right', 'privileg', 'would', 'result', 'union', 'abl', 'fight', 'higher', 'worker', 'wage']",Liberal
"['berni', 'firesid', 'chat', 'watch', 'million', 'peopl', 'digit', 'ralli', 'last', 'night', 'million', 'view', 'illinoisprimari', 'supertuesday', 'berniesand']",Liberal
"['serious', 'live', 'berni', 'vermont', 'youd', 'feel', 'differ', 'decad', 'berni', 'collect', 'taxpay', 'fund', 'paycheck', 'amp', 'he', 'done', 'littl', 'vermont', 'enlighten', 'senat', 'done', 'us', 'rural', 'vt', 'im', 'ear', 'he', 'becom', 'rich', 'amp', 'poorer']",Conservative
"['berni', 'support', 'time', 'around', 'berniesand', 'need', 'truli', 'sit', 'well', 'hillari', 'time', 'time']",Conservative
"['day', 'berniesand', 'becom', 'presid', 'unit', 'state', 'destroy', 'israel', 'help', 'palestinian', 'arab', 'world']",Conservative
"['oil', 'oott', 'wti', 'market', 'ration', 'sentiment', 'throughout', 'day', 'sander', 'news', 'bullish', 'trader', 'trade', 'sentiment', 'quit', 'still', 'hour', 'jobless', 'report']",Conservative
"['trust', 'tom', 'perez', 'though', 'berniebro', 'went', 'tour', 'think', 'tri', 'manipul', 'dem', 'hope', 'establish', 'push', 'back']",Conservative
"['berni', 'democrat', 'knew', 'even', 'weak', 'gun', 'epidem', 'elect', 'presid']",Conservative
"['said', 'chanc', 'berni', 'time', 'win', 'democrat', 'nomin', 'russian', 'go', 'full', 'time', 'support', 'time', 'cours', 'tri', 'help', 'campaign', 'hillari', 'chairmanship', 'caucu', 'democrat']",Conservative
"['berni', 'save', 'planet', 'give', 'job', 'berni', 'give', 'job', 'home', 'illeg', 'alien', 'berni']",Conservative
"['would', 'prove', 'know', 'mani', 'report', 'saw', 'last', 'year', 'healthi', 'individu', 'etc', 'drop', 'dead', 'without', 'explan', 'suggest', 'berniesand', 'health', 'scare', 'thing', 'exagger', 'spike', 'fear', 'mainstream', 'media']",Liberal
"['berniesand', 'show', 'true', 'color', 'find', 'dnc', 'thick', 'thiev', 'fraud', 'mooch']",Conservative
"['berniesand', 'great', 'candid', 'howev', 'im', 'ju', 'sold', 'would', 'connect', 'moder', 'amp', 'independ', 'voter', 'think', 'dnc', 'mold', 'platform', 'base', 'mani', 'polici', 'posit', 'need', 'fresh', 'new', 'voic']",Liberal
"['signal', 'intent', 'wipe', 'student', 'debt', 'berni', 'might', 'well', 'end', 'presidenti', 'run', 'capitalist', 'govern', 'need', 'keep', 'young', 'peopl', 'debt', 'order', 'control', 'much', 'like', 'uk']",Liberal
"['narr', 'berni', 'support', 'angri', 'favorit', 'grandpa', 'win', 'know', 'peopl', 'ration', 'insulin', 'becom', 'homeless', 'last', 'year', 'burn', 'whole', 'system', 'berniesand']",Liberal
"['rememb', 'sparrow', 'land', 'berniesand', 'event', 'time', 'ago', 'aoc', 'propos', 'greennewd', 'cycl', 'roosevelt', 'new', 'deal', 'last', 'centuri', 'jess', 'keep']",Liberal
"['irrespons', 'advic', 'could', 'offer', 'voter', 'wherea', 'total', 'agre', 'berni', 'best', 'candid', 'also', 'repres', 'democraci', 'must', 'go', 'understand', 'polit', 'american', 'voter', 'best', 'immatur']",Liberal
"['socialismsbigli', 'someth', 'noth', 'social', 'help', 'economi', 'grow', 'see', 'venezuela', 'social', 'work', 'scandinavian', 'countri', 'dump', 'year', 'ago', 'ruin', 'economi', 'work', 'biggest', 'lie', 'berniesand']",Conservative
"['berniesand', 'establish', 'win', 'realli', 'think', 'would', 'let', 'nomine', 'would', 'better', 'independ']",Conservative
"['excel', 'essay', 'americanaffr', 'mtracey', 'amp', 'angela', 'nagl', 'make', 'compel', 'case', 'reason', 'berniesand', 'candidaci', 'collaps', 'betray', 'base', 'amp', 'embrac', 'elit', 'ident', 'polit', 'hate', 'rest', 'us']",Liberal
"['wish', 'someon', 'would', 'ask', 'berni', 'told', 'russian', 'interf', 'elect', 'benefit', 'would', 'probabl', 'senat', 'vote', 'russian', 'sanction', 'hope', 'help', 'demdeb']",Conservative
"['delici', 'idiot', 'leftist', 'eat', 'maddow', 'jimmykimmel', 'colbertlateshow', 'latim', 'berniesand', 'berni', 'dncwarroom', 'chicagotribun']",Conservative
"['person', 'im', 'fine', 'berni', 'part', 'lgbtqforum', 'tonight', 'nice', 'scream', 'tv', 'chang']",Conservative
"['berniesand', 'win', 'newhampshireprimari', 'function', 'equival', 'kindergartn', 'art', 'project', 'stuck', 'refriger', 'mom', 'ye', 'berni', 'good', 'boy', 'go', 'room', 'liberalismisamentaldisord', 'liberallog', 'liberalhypocrisi']",Conservative
"['final', 'berni', 'tell', 'like', 'look', 'like', 'end', 'rocki', 'democraticdeb']",Liberal
"['goalsnot', 'said', 'tv', 'today', 'would', 'go', 'patent', 'system', 'specif', 'need', 'often', 'campaign', 'need', 'get', 'better', 'messag', 'go', 'come', 'man', 'unrealist', 'idea']",Liberal
"['run', 'potu', 'full', 'bs', 'berniesand', 'socialistsand', 'socialismkil']",Conservative
"['agre', 'correct', 'spell', 'berni', 'n', 'got', 'defens', 'n', 'react', 'non', 'adolt', 'way', 'sorri', 'see', 'part']",Liberal
"['eric', 'buy', 'back', 'assault', 'rifl', 'berni', 'that', 'govern', 'want', 'eric', 'gon', 'na', 'govern', 'would', 'democraticdeb']",Liberal
"['berniesand', 'need', 'plan', 'readi', 'go', 'tonight', 'need', 'print', 'berni', 'need', 'use', 'prop', 'stage', 'campaign', 'releas', 'onlin', 'advertis', 'relentlessli', 'channel', 'googl', 'facebook', 'twitter', 'instagram', 'youtub', 'email']",Liberal
